run_id,protocol_version,run_group,training_scope,method,method_label,dataset,seed,alpha,output_root,final_result_dir,implementation_status,run_status,preflight_required,preflight_status,model,federated_optimizer,client_optimizer,client_num_in_total,client_num_per_round,comm_round,epochs,batch_size,partition_method,partition_alpha,data_cache_dir,learning_rate,learning_rate_status,weight_decay,critic_multiplier,server_learning_rate,gradient_clip_norm,simple_model_selection_epochs,f_history_model_selection_epochs,model_selection_batch_size,using_gpu,gpu_id,notes,auxiliary_regression,auxiliary_regression_epochs,objective_lambda_1,append_round_csv,periodic_checkpoint_interval,log_test_mse_by_round,test_mse_used_for_selection,selection_metric_source,objective_mode,aggregation_weighting,server_buffer_policy
bn_buffer_diagnostic_v3_femnist_z_fedogda_d_seed1_lr0p001_cm10,highdim_bn_buffer_diagnostic_v3,highdim_bn_buffer_diagnostic_20260822_v3,federated,fedogda_d,FedOGDA-D,femnist_z,1,0.5,results/highdim_bn_buffer_diagnostic_20260822_v3,results/highdim_bn_buffer_diagnostic_20260822_v3/femnist_z/fedogda_d/seed_1/bn_buffer_diagnostic_v3_femnist_z_fedogda_d_seed1_lr0p001_cm10,ready,not_started,False,diagnostic,lr,FedAvg,ogda,10,10,120,3,0,hetero,0.5,data,0.001,psi_adjudication_candidate,0.001,10,1.5,1.0,100,60,200,True,,Reproduction configuration for the v2 seed with isolated nonfinite critic rounds. Must finish cleanly before either v3 adjudication stage starts.,False,0,0.1,True,0,False,False,validation,legacy,sample_size,direct_client_aggregate
