method,dataset,alpha,selected_critic_multiplier,selected_weight_decay,mean_validation_mse,mean_test_mse,test_std,oscillation_score,win_loss_vs_fedgda_s,test_ratio_vs_fedgda_s,diverged_count
Tuned FedOGDA-S,abs,0.5,20.0,0.001,0.005930080882346574,0.0060582853405837835,0.0033480909741409465,0.0012684722727201979,loss,2.235604595643616,0
Tuned FedOGDA-S,linear,0.5,20.0,0.001,0.0009544190360002945,0.0009676150524905301,0.0007315185579499761,0.00025595070882110014,loss,2.714346393348272,0
Tuned FedOGDA-S,step,0.5,20.0,0.001,0.02810324427426296,0.028600822706690954,0.0025740956472578634,0.0003989071616774295,loss,1.0888339002971474,0
