run_id,method,dataset,alpha,seed,critic_multiplier,weight_decay,best_validation_mse,test_mse_at_best_validation,best_validation_round,final_validation_mse,final_test_mse,final_vs_best_validation_gap,last_50_val_mse_std,last_50_train_mse_std,diverged,runtime_seconds,result_dir
tune_fedogda_s_abs_seed2_alpha0p5_cm20_wd0p001,fedogda_s,abs,0.5,2,20.0,0.001,0.009764715147508658,0.009930666084070549,499,0.009764715147508663,0.009930666084070549,5.204170427930421e-18,0.0020850095768074573,0.0021217195690515184,False,193.54789972305298,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_2/tune_fedogda_s_abs_seed2_alpha0p5_cm20_wd0p001
tune_fedogda_s_abs_seed2_alpha0p5_cm20_wd0p01,fedogda_s,abs,0.5,2,20.0,0.01,0.009764715147508658,0.009930666084070549,499,0.009764715147508663,0.009930666084070549,5.204170427930421e-18,0.0020850095768074573,0.0021217195690515184,False,199.07687425613403,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_2/tune_fedogda_s_abs_seed2_alpha0p5_cm20_wd0p01
tune_fedogda_s_abs_seed2_alpha0p5_cm20_wd0p03,fedogda_s,abs,0.5,2,20.0,0.03,0.009764715147508658,0.009930666084070549,499,0.009764715147508663,0.009930666084070549,5.204170427930421e-18,0.0020850095768074573,0.0021217195690515184,False,195.45101356506348,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_2/tune_fedogda_s_abs_seed2_alpha0p5_cm20_wd0p03
tune_fedogda_s_abs_seed2_alpha0p5_cm20_wd0p1,fedogda_s,abs,0.5,2,20.0,0.1,0.009764715147508658,0.009930666084070549,499,0.009764715147508663,0.009930666084070549,5.204170427930421e-18,0.0020850095768074573,0.0021217195690515184,False,198.8978214263916,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_2/tune_fedogda_s_abs_seed2_alpha0p5_cm20_wd0p1
tune_fedogda_s_step_seed0_alpha0p5_cm2_wd0p001,fedogda_s,step,0.5,0,2.0,0.001,0.035212629734029124,0.035998656621818045,406,0.03553153190312962,0.03633045731461537,0.0003189021691004934,0.0003887187093558946,0.00040699169306878806,False,190.76186323165894,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_0/tune_fedogda_s_step_seed0_alpha0p5_cm2_wd0p001
tune_fedogda_s_step_seed0_alpha0p5_cm2_wd0p01,fedogda_s,step,0.5,0,2.0,0.01,0.035212629734029124,0.035998656621818045,406,0.03553153190312962,0.03633045731461537,0.0003189021691004934,0.0003887187093558946,0.00040699169306878806,False,187.8994264602661,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_0/tune_fedogda_s_step_seed0_alpha0p5_cm2_wd0p01
tune_fedogda_s_step_seed0_alpha0p5_cm2_wd0p03,fedogda_s,step,0.5,0,2.0,0.03,0.035212629734029124,0.035998656621818045,406,0.03553153190312962,0.03633045731461537,0.0003189021691004934,0.0003887187093558946,0.00040699169306878806,False,192.277606010437,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_0/tune_fedogda_s_step_seed0_alpha0p5_cm2_wd0p03
tune_fedogda_s_step_seed0_alpha0p5_cm2_wd0p1,fedogda_s,step,0.5,0,2.0,0.1,0.035212629734029124,0.035998656621818045,406,0.03553153190312962,0.03633045731461537,0.0003189021691004934,0.0003887187093558946,0.00040699169306878806,False,199.83781123161316,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_0/tune_fedogda_s_step_seed0_alpha0p5_cm2_wd0p1
tune_fedogda_s_step_seed0_alpha0p5_cm5_wd0p001,fedogda_s,step,0.5,0,5.0,0.001,0.03242533262024268,0.033083357776443265,434,0.03282494849600679,0.03367956536705467,0.000399615875764113,0.00016412511505526264,0.0001886292601420677,False,191.35451292991638,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_0/tune_fedogda_s_step_seed0_alpha0p5_cm5_wd0p001
tune_fedogda_s_step_seed0_alpha0p5_cm5_wd0p01,fedogda_s,step,0.5,0,5.0,0.01,0.03242533262024268,0.033083357776443265,434,0.03282494849600679,0.03367956536705467,0.000399615875764113,0.00016412511505526264,0.0001886292601420677,False,204.5475480556488,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_0/tune_fedogda_s_step_seed0_alpha0p5_cm5_wd0p01
