run_id,protocol_version,run_group,training_scope,method,method_label,dataset,seed,alpha,output_root,final_result_dir,implementation_status,run_status,preflight_required,preflight_status,model,federated_optimizer,client_optimizer,client_num_in_total,client_num_per_round,comm_round,epochs,batch_size,partition_method,partition_alpha,data_cache_dir,learning_rate,learning_rate_status,weight_decay,critic_multiplier,server_learning_rate,gradient_clip_norm,simple_model_selection_epochs,f_history_model_selection_epochs,model_selection_batch_size,using_gpu,gpu_id,notes
auxreg_skip50_highdim_abs_cifar10_x_fedgda_s_seed0_alpha1_rounds50,highdim_coauthor_protocol_v1_alpha1_gpu_util_auxreg_skip50,gpu_util_auxreg_skip50,federated,fedgda_s,FedGDA-S,cifar10_x,0,1.0,results/_profiling/highdim_stochastic_gpu_util/auxreg_skip50,/home/arnav22103/FederatedDeepGMM/results/_profiling/highdim_stochastic_gpu_util/auxreg_skip50/cifar10_x/fedgda_s/seed_0/auxreg_skip50_highdim_abs_cifar10_x_fedgda_s_seed0_alpha1_rounds50,ready,profiling,False,not_required,lr,FedAvg,sgd,1000,10,50,3,256,hetero,1.0,data,0.01,selected_by_seed0_validation_tuning,0.05,10.0,1.5,1.0,100,60,200,True,,GPU-utilization profiling copy of highdim_abs_cifar10_x_fedgda_s_seed0_alpha1; 50 rounds; output isolated under results/_profiling. Co-author-approved fixed-abs high-dimensional final run; five seeds; 1500 rounds for the stochastic regime; inspect validation convergence at round 200 without using Test MSE for stopping or selection. Validation source: tune_cifar10_x_fedgda_s_seed0_alpha1_lr0p01_wd0p05.
