run_id,protocol_version,run_group,training_scope,method,method_label,dataset,seed,implementation_status,run_status,model,federated_optimizer,client_optimizer,client_num_in_total,client_num_per_round,comm_round,epochs,batch_size,partition_method,partition_alpha,data_cache_dir,learning_rate,weight_decay,critic_multiplier,server_learning_rate,gradient_clip_norm,simple_model_selection_epochs,f_history_model_selection_epochs,model_selection_batch_size,using_gpu,gpu_id,client_execution_mode,enable_multiprocessing,multiprocessing_num_workers,multiprocessing_gpu_ids,multiprocessingsinglegpu_num_workers,multiprocessingsinglegpu_gpu_id,auxiliary_regression,skip_model_selection,skip_gmm_eval,require_multibatch_stochastic,zo_mu,zo_num_directions,notes
mp_single_gpu_abs_fedgda_d_seed0,multiprocessing_smoke_v1,single_gpu_smoke,federated,fedgda_d,FedGDA-D,abs,0,ready,not_started,lr,FedAvg,sgd,1000,4,1,2,0,hetero,0.5,data,0.001,0.1,10.0,1.5,1.0,1,1,200,True,0,multiprocessingsinglegpu,False,0,,4,0,False,True,True,False,0.001,1,Reviewed execution-only deterministic smoke row
mp_single_gpu_abs_fedgda_s_seed0,multiprocessing_smoke_v1,single_gpu_smoke,federated,fedgda_s,FedGDA-S,abs,0,ready,not_started,lr,FedAvg,sgd,1000,4,1,2,4,hetero,0.5,data,0.001,0.1,10.0,1.5,1.0,1,1,200,True,0,multiprocessingsinglegpu,False,0,,4,0,False,True,True,True,0.001,1,Reviewed execution-only stochastic smoke row
mp_single_gpu_abs_fedogda_d_seed0,multiprocessing_smoke_v1,single_gpu_smoke,federated,fedogda_d,FedOGDA-D,abs,0,ready,not_started,lr,FedAvg,ogda,1000,4,1,2,0,hetero,0.5,data,0.001,0.1,10.0,1.5,1.0,1,1,200,True,0,multiprocessingsinglegpu,False,0,,4,0,False,True,True,False,0.001,1,Reviewed execution-only deterministic smoke row
mp_single_gpu_abs_fedogda_s_seed0,multiprocessing_smoke_v1,single_gpu_smoke,federated,fedogda_s,FedOGDA-S,abs,0,ready,not_started,lr,FedAvg,ogda,1000,4,1,2,4,hetero,0.5,data,0.001,0.1,10.0,1.5,1.0,1,1,200,True,0,multiprocessingsinglegpu,False,0,,4,0,False,True,True,True,0.001,1,Reviewed execution-only stochastic smoke row
mp_single_gpu_abs_fed_eg_d_seed0,multiprocessing_smoke_v1,single_gpu_smoke,federated,fed_eg_d,FedEG-D,abs,0,ready,not_started,lr,FedAvg,fed_eg,1000,4,1,2,0,hetero,0.5,data,0.001,0.1,10.0,1.5,1.0,1,1,200,True,0,multiprocessingsinglegpu,False,0,,4,0,False,True,True,False,0.001,1,Reviewed execution-only deterministic smoke row
mp_single_gpu_abs_fed_eg_s_seed0,multiprocessing_smoke_v1,single_gpu_smoke,federated,fed_eg_s,FedEG-S,abs,0,ready,not_started,lr,FedAvg,fed_eg,1000,4,1,2,4,hetero,0.5,data,0.001,0.1,10.0,1.5,1.0,1,1,200,True,0,multiprocessingsinglegpu,False,0,,4,0,False,True,True,True,0.001,1,Reviewed execution-only stochastic smoke row
mp_single_gpu_abs_fed_zo_eg_d_seed0,multiprocessing_smoke_v1,single_gpu_smoke,federated,fed_zo_eg_d,FedZO-EG-D,abs,0,ready,not_started,lr,FedAvg,fed_zo_eg,1000,4,1,2,0,hetero,0.5,data,0.001,0.1,10.0,1.5,1.0,1,1,200,True,0,multiprocessingsinglegpu,False,0,,4,0,False,True,True,False,0.001,1,Reviewed execution-only deterministic smoke row
mp_single_gpu_abs_fed_zo_eg_s_seed0,multiprocessing_smoke_v1,single_gpu_smoke,federated,fed_zo_eg_s,FedZO-EG-S,abs,0,ready,not_started,lr,FedAvg,fed_zo_eg,1000,4,1,2,4,hetero,0.5,data,0.001,0.1,10.0,1.5,1.0,1,1,200,True,0,multiprocessingsinglegpu,False,0,,4,0,False,True,True,True,0.001,1,Reviewed execution-only stochastic smoke row
