run_id,protocol_version,run_group,training_scope,method,method_label,dataset,seed,alpha,output_root,final_result_dir,implementation_status,run_status,preflight_required,preflight_status,model,federated_optimizer,client_optimizer,client_num_in_total,client_num_per_round,comm_round,epochs,batch_size,partition_method,partition_alpha,data_cache_dir,learning_rate,learning_rate_status,weight_decay,critic_multiplier,server_learning_rate,gradient_clip_norm,simple_model_selection_epochs,f_history_model_selection_epochs,model_selection_batch_size,using_gpu,gpu_id,notes,scenario_name,objective_mode,aggregation_weighting,input_dim_g,input_dim_f,g0,skip_model_selection,scenario_seed,optimizer_seed,seed_pair_id,campaign_role,scenario_checksum,role,g0_display_label,alignment_label,primary_selection_metric,test_mse_used_for_selection,selection_source,study_claim,scenario_scope,scenario_metadata_path,config_path,result_path
confirmatory_mlp_fedogda_confirmatory_03,eicu_study_a_v1,confirmatory,federated,fedogda_s,FEDOGDA-S,eicu_semisynth,1103,,/home/arnav22103/FederatedDeepGMM/results/eicu_study_a_demo_stage_a_v1_20260727,,implemented,not_started,false,,lr,FedAvg,ogda,3,3,500,1,3,natural,0.0,data,0.001,preregistered_fixed_no_tuning,0.01,10.0,1.0,1.0,100,60,200,false,0,demo campaign fixed defaults; no tuning performed,mlp_scenario_seed103,paper_aligned,uniform_clients,43,43,mlp,true,103,1103,confirmatory_03,,64e65ffd3e0cf0087dbcb7487931f8929349a0047273b717e1bad19d1d72e41a,confirmatory,frozen_random_mlp,primary_extension,equal_client_validation_mse,false,validation_only,extension_no_published_target,demo,/home/arnav22103/FederatedDeepGMM/fedgmm/sp_decentralized_mnist_lr_example/data/eicu_semisynth/mlp_scenario_seed103_metadata.json,,eicu_semisynth/fedogda_s/seed_1103/confirmatory_mlp_fedogda_confirmatory_03
confirmatory_mlp_fedogda_confirmatory_04,eicu_study_a_v1,confirmatory,federated,fedogda_s,FEDOGDA-S,eicu_semisynth,1104,,/home/arnav22103/FederatedDeepGMM/results/eicu_study_a_demo_stage_a_v1_20260727,,implemented,not_started,false,,lr,FedAvg,ogda,3,3,500,1,3,natural,0.0,data,0.001,preregistered_fixed_no_tuning,0.01,10.0,1.0,1.0,100,60,200,false,0,demo campaign fixed defaults; no tuning performed,mlp_scenario_seed104,paper_aligned,uniform_clients,42,42,mlp,true,104,1104,confirmatory_04,,00b48c6d18e5cf876f04ce1872652bc58d131a51a4b60b39a22e8c7c7e88b7d1,confirmatory,frozen_random_mlp,primary_extension,equal_client_validation_mse,false,validation_only,extension_no_published_target,demo,/home/arnav22103/FederatedDeepGMM/fedgmm/sp_decentralized_mnist_lr_example/data/eicu_semisynth/mlp_scenario_seed104_metadata.json,,eicu_semisynth/fedogda_s/seed_1104/confirmatory_mlp_fedogda_confirmatory_04
confirmatory_mlp_fedogda_confirmatory_05,eicu_study_a_v1,confirmatory,federated,fedogda_s,FEDOGDA-S,eicu_semisynth,1105,,/home/arnav22103/FederatedDeepGMM/results/eicu_study_a_demo_stage_a_v1_20260727,,implemented,not_started,false,,lr,FedAvg,ogda,3,3,500,1,3,natural,0.0,data,0.001,preregistered_fixed_no_tuning,0.01,10.0,1.0,1.0,100,60,200,false,0,demo campaign fixed defaults; no tuning performed,mlp_scenario_seed105,paper_aligned,uniform_clients,43,43,mlp,true,105,1105,confirmatory_05,,dbe636dad0f9008a944eaa6609b6dd9fbb147e6422ce43cea6b066e7764575ca,confirmatory,frozen_random_mlp,primary_extension,equal_client_validation_mse,false,validation_only,extension_no_published_target,demo,/home/arnav22103/FederatedDeepGMM/fedgmm/sp_decentralized_mnist_lr_example/data/eicu_semisynth/mlp_scenario_seed105_metadata.json,,eicu_semisynth/fedogda_s/seed_1105/confirmatory_mlp_fedogda_confirmatory_05
centralized_linear_gda_d_confirmatory_01,eicu_study_a_v1,centralized_baseline,centralized,gda_d,GDA_D,eicu_semisynth,1101,,/home/arnav22103/FederatedDeepGMM/results/eicu_study_a_demo_stage_a_v1_20260727,,implemented,not_started,false,,lr,,sgd,3,3,500,1,0,not_applicable_centralized,0.0,data,0.001,default_not_tuned,0.01,10.0,,1.0,,,,false,0,,linear_scenario_seed101,paper_aligned,none,43,43,linear,true,101,1101,confirmatory_01,,327ebc29332b4151dd8876d7944b16d26a621a0cea660aea063865ae64c5ef1d,centralized_baseline,linear,centralized_reference,equal_client_validation_mse,false,validation_only,extension_no_published_target,demo,/home/arnav22103/FederatedDeepGMM/fedgmm/sp_decentralized_mnist_lr_example/data/eicu_semisynth/linear_scenario_seed101_metadata.json,,linear_confirmatory_01/gda_d/seed_1101
centralized_linear_sgda_s_confirmatory_01,eicu_study_a_v1,centralized_baseline,centralized,sgda_s,SGDA_S,eicu_semisynth,1101,,/home/arnav22103/FederatedDeepGMM/results/eicu_study_a_demo_stage_a_v1_20260727,,implemented,not_started,false,,lr,,sgd,3,3,500,1,256,not_applicable_centralized,0.0,data,0.001,default_not_tuned,0.01,10.0,,1.0,,,,false,0,,linear_scenario_seed101,paper_aligned,none,43,43,linear,true,101,1101,confirmatory_01,,327ebc29332b4151dd8876d7944b16d26a621a0cea660aea063865ae64c5ef1d,centralized_baseline,linear,centralized_reference,equal_client_validation_mse,false,validation_only,extension_no_published_target,demo,/home/arnav22103/FederatedDeepGMM/fedgmm/sp_decentralized_mnist_lr_example/data/eicu_semisynth/linear_scenario_seed101_metadata.json,,linear_confirmatory_01/sgda_s/seed_1101
centralized_linear_oadam_s_confirmatory_01,eicu_study_a_v1,centralized_baseline,centralized,oadam_s,OADAM_S,eicu_semisynth,1101,,/home/arnav22103/FederatedDeepGMM/results/eicu_study_a_demo_stage_a_v1_20260727,,implemented,not_started,false,,lr,,oadam,3,3,500,1,256,not_applicable_centralized,0.0,data,0.001,default_not_tuned,0.01,10.0,,1.0,,,,false,0,,linear_scenario_seed101,paper_aligned,none,43,43,linear,true,101,1101,confirmatory_01,,327ebc29332b4151dd8876d7944b16d26a621a0cea660aea063865ae64c5ef1d,centralized_baseline,linear,centralized_reference,equal_client_validation_mse,false,validation_only,extension_no_published_target,demo,/home/arnav22103/FederatedDeepGMM/fedgmm/sp_decentralized_mnist_lr_example/data/eicu_semisynth/linear_scenario_seed101_metadata.json,,linear_confirmatory_01/oadam_s/seed_1101
centralized_linear_gda_d_confirmatory_02,eicu_study_a_v1,centralized_baseline,centralized,gda_d,GDA_D,eicu_semisynth,1102,,/home/arnav22103/FederatedDeepGMM/results/eicu_study_a_demo_stage_a_v1_20260727,,implemented,not_started,false,,lr,,sgd,3,3,500,1,0,not_applicable_centralized,0.0,data,0.001,default_not_tuned,0.01,10.0,,1.0,,,,false,0,,linear_scenario_seed102,paper_aligned,none,42,42,linear,true,102,1102,confirmatory_02,,5ce8de50327fbb39cf47e1ed988ceae4e32b99ef538455c05ebd3926dd009906,centralized_baseline,linear,centralized_reference,equal_client_validation_mse,false,validation_only,extension_no_published_target,demo,/home/arnav22103/FederatedDeepGMM/fedgmm/sp_decentralized_mnist_lr_example/data/eicu_semisynth/linear_scenario_seed102_metadata.json,,linear_confirmatory_02/gda_d/seed_1102
centralized_linear_sgda_s_confirmatory_02,eicu_study_a_v1,centralized_baseline,centralized,sgda_s,SGDA_S,eicu_semisynth,1102,,/home/arnav22103/FederatedDeepGMM/results/eicu_study_a_demo_stage_a_v1_20260727,,implemented,not_started,false,,lr,,sgd,3,3,500,1,256,not_applicable_centralized,0.0,data,0.001,default_not_tuned,0.01,10.0,,1.0,,,,false,0,,linear_scenario_seed102,paper_aligned,none,42,42,linear,true,102,1102,confirmatory_02,,5ce8de50327fbb39cf47e1ed988ceae4e32b99ef538455c05ebd3926dd009906,centralized_baseline,linear,centralized_reference,equal_client_validation_mse,false,validation_only,extension_no_published_target,demo,/home/arnav22103/FederatedDeepGMM/fedgmm/sp_decentralized_mnist_lr_example/data/eicu_semisynth/linear_scenario_seed102_metadata.json,,linear_confirmatory_02/sgda_s/seed_1102
centralized_linear_oadam_s_confirmatory_02,eicu_study_a_v1,centralized_baseline,centralized,oadam_s,OADAM_S,eicu_semisynth,1102,,/home/arnav22103/FederatedDeepGMM/results/eicu_study_a_demo_stage_a_v1_20260727,,implemented,not_started,false,,lr,,oadam,3,3,500,1,256,not_applicable_centralized,0.0,data,0.001,default_not_tuned,0.01,10.0,,1.0,,,,false,0,,linear_scenario_seed102,paper_aligned,none,42,42,linear,true,102,1102,confirmatory_02,,5ce8de50327fbb39cf47e1ed988ceae4e32b99ef538455c05ebd3926dd009906,centralized_baseline,linear,centralized_reference,equal_client_validation_mse,false,validation_only,extension_no_published_target,demo,/home/arnav22103/FederatedDeepGMM/fedgmm/sp_decentralized_mnist_lr_example/data/eicu_semisynth/linear_scenario_seed102_metadata.json,,linear_confirmatory_02/oadam_s/seed_1102
centralized_linear_gda_d_confirmatory_03,eicu_study_a_v1,centralized_baseline,centralized,gda_d,GDA_D,eicu_semisynth,1103,,/home/arnav22103/FederatedDeepGMM/results/eicu_study_a_demo_stage_a_v1_20260727,,implemented,not_started,false,,lr,,sgd,3,3,500,1,0,not_applicable_centralized,0.0,data,0.001,default_not_tuned,0.01,10.0,,1.0,,,,false,0,,linear_scenario_seed103,paper_aligned,none,43,43,linear,true,103,1103,confirmatory_03,,dec869d389c1437e595529a51424336b980e1f53d569eb2ec3a7aac9d0424221,centralized_baseline,linear,centralized_reference,equal_client_validation_mse,false,validation_only,extension_no_published_target,demo,/home/arnav22103/FederatedDeepGMM/fedgmm/sp_decentralized_mnist_lr_example/data/eicu_semisynth/linear_scenario_seed103_metadata.json,,linear_confirmatory_03/gda_d/seed_1103
centralized_linear_sgda_s_confirmatory_03,eicu_study_a_v1,centralized_baseline,centralized,sgda_s,SGDA_S,eicu_semisynth,1103,,/home/arnav22103/FederatedDeepGMM/results/eicu_study_a_demo_stage_a_v1_20260727,,implemented,not_started,false,,lr,,sgd,3,3,500,1,256,not_applicable_centralized,0.0,data,0.001,default_not_tuned,0.01,10.0,,1.0,,,,false,0,,linear_scenario_seed103,paper_aligned,none,43,43,linear,true,103,1103,confirmatory_03,,dec869d389c1437e595529a51424336b980e1f53d569eb2ec3a7aac9d0424221,centralized_baseline,linear,centralized_reference,equal_client_validation_mse,false,validation_only,extension_no_published_target,demo,/home/arnav22103/FederatedDeepGMM/fedgmm/sp_decentralized_mnist_lr_example/data/eicu_semisynth/linear_scenario_seed103_metadata.json,,linear_confirmatory_03/sgda_s/seed_1103
centralized_linear_oadam_s_confirmatory_03,eicu_study_a_v1,centralized_baseline,centralized,oadam_s,OADAM_S,eicu_semisynth,1103,,/home/arnav22103/FederatedDeepGMM/results/eicu_study_a_demo_stage_a_v1_20260727,,implemented,not_started,false,,lr,,oadam,3,3,500,1,256,not_applicable_centralized,0.0,data,0.001,default_not_tuned,0.01,10.0,,1.0,,,,false,0,,linear_scenario_seed103,paper_aligned,none,43,43,linear,true,103,1103,confirmatory_03,,dec869d389c1437e595529a51424336b980e1f53d569eb2ec3a7aac9d0424221,centralized_baseline,linear,centralized_reference,equal_client_validation_mse,false,validation_only,extension_no_published_target,demo,/home/arnav22103/FederatedDeepGMM/fedgmm/sp_decentralized_mnist_lr_example/data/eicu_semisynth/linear_scenario_seed103_metadata.json,,linear_confirmatory_03/oadam_s/seed_1103
centralized_linear_gda_d_confirmatory_04,eicu_study_a_v1,centralized_baseline,centralized,gda_d,GDA_D,eicu_semisynth,1104,,/home/arnav22103/FederatedDeepGMM/results/eicu_study_a_demo_stage_a_v1_20260727,,implemented,not_started,false,,lr,,sgd,3,3,500,1,0,not_applicable_centralized,0.0,data,0.001,default_not_tuned,0.01,10.0,,1.0,,,,false,0,,linear_scenario_seed104,paper_aligned,none,42,42,linear,true,104,1104,confirmatory_04,,32c7fa6bef80e098cbd8603c14219f5886542191103f7e3f268accfdab314441,centralized_baseline,linear,centralized_reference,equal_client_validation_mse,false,validation_only,extension_no_published_target,demo,/home/arnav22103/FederatedDeepGMM/fedgmm/sp_decentralized_mnist_lr_example/data/eicu_semisynth/linear_scenario_seed104_metadata.json,,linear_confirmatory_04/gda_d/seed_1104
centralized_linear_sgda_s_confirmatory_04,eicu_study_a_v1,centralized_baseline,centralized,sgda_s,SGDA_S,eicu_semisynth,1104,,/home/arnav22103/FederatedDeepGMM/results/eicu_study_a_demo_stage_a_v1_20260727,,implemented,not_started,false,,lr,,sgd,3,3,500,1,256,not_applicable_centralized,0.0,data,0.001,default_not_tuned,0.01,10.0,,1.0,,,,false,0,,linear_scenario_seed104,paper_aligned,none,42,42,linear,true,104,1104,confirmatory_04,,32c7fa6bef80e098cbd8603c14219f5886542191103f7e3f268accfdab314441,centralized_baseline,linear,centralized_reference,equal_client_validation_mse,false,validation_only,extension_no_published_target,demo,/home/arnav22103/FederatedDeepGMM/fedgmm/sp_decentralized_mnist_lr_example/data/eicu_semisynth/linear_scenario_seed104_metadata.json,,linear_confirmatory_04/sgda_s/seed_1104
centralized_linear_oadam_s_confirmatory_04,eicu_study_a_v1,centralized_baseline,centralized,oadam_s,OADAM_S,eicu_semisynth,1104,,/home/arnav22103/FederatedDeepGMM/results/eicu_study_a_demo_stage_a_v1_20260727,,implemented,not_started,false,,lr,,oadam,3,3,500,1,256,not_applicable_centralized,0.0,data,0.001,default_not_tuned,0.01,10.0,,1.0,,,,false,0,,linear_scenario_seed104,paper_aligned,none,42,42,linear,true,104,1104,confirmatory_04,,32c7fa6bef80e098cbd8603c14219f5886542191103f7e3f268accfdab314441,centralized_baseline,linear,centralized_reference,equal_client_validation_mse,false,validation_only,extension_no_published_target,demo,/home/arnav22103/FederatedDeepGMM/fedgmm/sp_decentralized_mnist_lr_example/data/eicu_semisynth/linear_scenario_seed104_metadata.json,,linear_confirmatory_04/oadam_s/seed_1104
centralized_linear_gda_d_confirmatory_05,eicu_study_a_v1,centralized_baseline,centralized,gda_d,GDA_D,eicu_semisynth,1105,,/home/arnav22103/FederatedDeepGMM/results/eicu_study_a_demo_stage_a_v1_20260727,,implemented,not_started,false,,lr,,sgd,3,3,500,1,0,not_applicable_centralized,0.0,data,0.001,default_not_tuned,0.01,10.0,,1.0,,,,false,0,,linear_scenario_seed105,paper_aligned,none,43,43,linear,true,105,1105,confirmatory_05,,ddbed4bbef6d0a991a73e16e1ba1ee8f9e673f77b722be5fc23bff09fee34ad2,centralized_baseline,linear,centralized_reference,equal_client_validation_mse,false,validation_only,extension_no_published_target,demo,/home/arnav22103/FederatedDeepGMM/fedgmm/sp_decentralized_mnist_lr_example/data/eicu_semisynth/linear_scenario_seed105_metadata.json,,linear_confirmatory_05/gda_d/seed_1105
centralized_linear_sgda_s_confirmatory_05,eicu_study_a_v1,centralized_baseline,centralized,sgda_s,SGDA_S,eicu_semisynth,1105,,/home/arnav22103/FederatedDeepGMM/results/eicu_study_a_demo_stage_a_v1_20260727,,implemented,not_started,false,,lr,,sgd,3,3,500,1,256,not_applicable_centralized,0.0,data,0.001,default_not_tuned,0.01,10.0,,1.0,,,,false,0,,linear_scenario_seed105,paper_aligned,none,43,43,linear,true,105,1105,confirmatory_05,,ddbed4bbef6d0a991a73e16e1ba1ee8f9e673f77b722be5fc23bff09fee34ad2,centralized_baseline,linear,centralized_reference,equal_client_validation_mse,false,validation_only,extension_no_published_target,demo,/home/arnav22103/FederatedDeepGMM/fedgmm/sp_decentralized_mnist_lr_example/data/eicu_semisynth/linear_scenario_seed105_metadata.json,,linear_confirmatory_05/sgda_s/seed_1105
centralized_linear_oadam_s_confirmatory_05,eicu_study_a_v1,centralized_baseline,centralized,oadam_s,OADAM_S,eicu_semisynth,1105,,/home/arnav22103/FederatedDeepGMM/results/eicu_study_a_demo_stage_a_v1_20260727,,implemented,not_started,false,,lr,,oadam,3,3,500,1,256,not_applicable_centralized,0.0,data,0.001,default_not_tuned,0.01,10.0,,1.0,,,,false,0,,linear_scenario_seed105,paper_aligned,none,43,43,linear,true,105,1105,confirmatory_05,,ddbed4bbef6d0a991a73e16e1ba1ee8f9e673f77b722be5fc23bff09fee34ad2,centralized_baseline,linear,centralized_reference,equal_client_validation_mse,false,validation_only,extension_no_published_target,demo,/home/arnav22103/FederatedDeepGMM/fedgmm/sp_decentralized_mnist_lr_example/data/eicu_semisynth/linear_scenario_seed105_metadata.json,,linear_confirmatory_05/oadam_s/seed_1105
centralized_interaction_gda_d_confirmatory_01,eicu_study_a_v1,centralized_baseline,centralized,gda_d,GDA_D,eicu_semisynth,1101,,/home/arnav22103/FederatedDeepGMM/results/eicu_study_a_demo_stage_a_v1_20260727,,implemented,not_started,false,,lr,,sgd,3,3,500,1,0,not_applicable_centralized,0.0,data,0.001,default_not_tuned,0.01,10.0,,1.0,,,,false,0,,interaction_scenario_seed101,paper_aligned,none,43,43,interaction,true,101,1101,confirmatory_01,,df3d7034b80383cdd394c09c4dedec5fd1fb0bc62132f374a462f04372517760,centralized_baseline,interaction,centralized_reference,equal_client_validation_mse,false,validation_only,extension_no_published_target,demo,/home/arnav22103/FederatedDeepGMM/fedgmm/sp_decentralized_mnist_lr_example/data/eicu_semisynth/interaction_scenario_seed101_metadata.json,,interaction_confirmatory_01/gda_d/seed_1101
centralized_interaction_sgda_s_confirmatory_01,eicu_study_a_v1,centralized_baseline,centralized,sgda_s,SGDA_S,eicu_semisynth,1101,,/home/arnav22103/FederatedDeepGMM/results/eicu_study_a_demo_stage_a_v1_20260727,,implemented,not_started,false,,lr,,sgd,3,3,500,1,256,not_applicable_centralized,0.0,data,0.001,default_not_tuned,0.01,10.0,,1.0,,,,false,0,,interaction_scenario_seed101,paper_aligned,none,43,43,interaction,true,101,1101,confirmatory_01,,df3d7034b80383cdd394c09c4dedec5fd1fb0bc62132f374a462f04372517760,centralized_baseline,interaction,centralized_reference,equal_client_validation_mse,false,validation_only,extension_no_published_target,demo,/home/arnav22103/FederatedDeepGMM/fedgmm/sp_decentralized_mnist_lr_example/data/eicu_semisynth/interaction_scenario_seed101_metadata.json,,interaction_confirmatory_01/sgda_s/seed_1101
centralized_interaction_oadam_s_confirmatory_01,eicu_study_a_v1,centralized_baseline,centralized,oadam_s,OADAM_S,eicu_semisynth,1101,,/home/arnav22103/FederatedDeepGMM/results/eicu_study_a_demo_stage_a_v1_20260727,,implemented,not_started,false,,lr,,oadam,3,3,500,1,256,not_applicable_centralized,0.0,data,0.001,default_not_tuned,0.01,10.0,,1.0,,,,false,0,,interaction_scenario_seed101,paper_aligned,none,43,43,interaction,true,101,1101,confirmatory_01,,df3d7034b80383cdd394c09c4dedec5fd1fb0bc62132f374a462f04372517760,centralized_baseline,interaction,centralized_reference,equal_client_validation_mse,false,validation_only,extension_no_published_target,demo,/home/arnav22103/FederatedDeepGMM/fedgmm/sp_decentralized_mnist_lr_example/data/eicu_semisynth/interaction_scenario_seed101_metadata.json,,interaction_confirmatory_01/oadam_s/seed_1101
centralized_interaction_gda_d_confirmatory_02,eicu_study_a_v1,centralized_baseline,centralized,gda_d,GDA_D,eicu_semisynth,1102,,/home/arnav22103/FederatedDeepGMM/results/eicu_study_a_demo_stage_a_v1_20260727,,implemented,not_started,false,,lr,,sgd,3,3,500,1,0,not_applicable_centralized,0.0,data,0.001,default_not_tuned,0.01,10.0,,1.0,,,,false,0,,interaction_scenario_seed102,paper_aligned,none,42,42,interaction,true,102,1102,confirmatory_02,,fb0128f1037dead36abbb8e197345dcb5084582337504267dad49033bdd81c20,centralized_baseline,interaction,centralized_reference,equal_client_validation_mse,false,validation_only,extension_no_published_target,demo,/home/arnav22103/FederatedDeepGMM/fedgmm/sp_decentralized_mnist_lr_example/data/eicu_semisynth/interaction_scenario_seed102_metadata.json,,interaction_confirmatory_02/gda_d/seed_1102
centralized_interaction_sgda_s_confirmatory_02,eicu_study_a_v1,centralized_baseline,centralized,sgda_s,SGDA_S,eicu_semisynth,1102,,/home/arnav22103/FederatedDeepGMM/results/eicu_study_a_demo_stage_a_v1_20260727,,implemented,not_started,false,,lr,,sgd,3,3,500,1,256,not_applicable_centralized,0.0,data,0.001,default_not_tuned,0.01,10.0,,1.0,,,,false,0,,interaction_scenario_seed102,paper_aligned,none,42,42,interaction,true,102,1102,confirmatory_02,,fb0128f1037dead36abbb8e197345dcb5084582337504267dad49033bdd81c20,centralized_baseline,interaction,centralized_reference,equal_client_validation_mse,false,validation_only,extension_no_published_target,demo,/home/arnav22103/FederatedDeepGMM/fedgmm/sp_decentralized_mnist_lr_example/data/eicu_semisynth/interaction_scenario_seed102_metadata.json,,interaction_confirmatory_02/sgda_s/seed_1102
centralized_interaction_oadam_s_confirmatory_02,eicu_study_a_v1,centralized_baseline,centralized,oadam_s,OADAM_S,eicu_semisynth,1102,,/home/arnav22103/FederatedDeepGMM/results/eicu_study_a_demo_stage_a_v1_20260727,,implemented,not_started,false,,lr,,oadam,3,3,500,1,256,not_applicable_centralized,0.0,data,0.001,default_not_tuned,0.01,10.0,,1.0,,,,false,0,,interaction_scenario_seed102,paper_aligned,none,42,42,interaction,true,102,1102,confirmatory_02,,fb0128f1037dead36abbb8e197345dcb5084582337504267dad49033bdd81c20,centralized_baseline,interaction,centralized_reference,equal_client_validation_mse,false,validation_only,extension_no_published_target,demo,/home/arnav22103/FederatedDeepGMM/fedgmm/sp_decentralized_mnist_lr_example/data/eicu_semisynth/interaction_scenario_seed102_metadata.json,,interaction_confirmatory_02/oadam_s/seed_1102
centralized_interaction_gda_d_confirmatory_03,eicu_study_a_v1,centralized_baseline,centralized,gda_d,GDA_D,eicu_semisynth,1103,,/home/arnav22103/FederatedDeepGMM/results/eicu_study_a_demo_stage_a_v1_20260727,,implemented,not_started,false,,lr,,sgd,3,3,500,1,0,not_applicable_centralized,0.0,data,0.001,default_not_tuned,0.01,10.0,,1.0,,,,false,0,,interaction_scenario_seed103,paper_aligned,none,43,43,interaction,true,103,1103,confirmatory_03,,1e1f8480a0e5151345382e2b36564bc0adcc4676dd3b54fad3d61b53e9e20774,centralized_baseline,interaction,centralized_reference,equal_client_validation_mse,false,validation_only,extension_no_published_target,demo,/home/arnav22103/FederatedDeepGMM/fedgmm/sp_decentralized_mnist_lr_example/data/eicu_semisynth/interaction_scenario_seed103_metadata.json,,interaction_confirmatory_03/gda_d/seed_1103
centralized_interaction_sgda_s_confirmatory_03,eicu_study_a_v1,centralized_baseline,centralized,sgda_s,SGDA_S,eicu_semisynth,1103,,/home/arnav22103/FederatedDeepGMM/results/eicu_study_a_demo_stage_a_v1_20260727,,implemented,not_started,false,,lr,,sgd,3,3,500,1,256,not_applicable_centralized,0.0,data,0.001,default_not_tuned,0.01,10.0,,1.0,,,,false,0,,interaction_scenario_seed103,paper_aligned,none,43,43,interaction,true,103,1103,confirmatory_03,,1e1f8480a0e5151345382e2b36564bc0adcc4676dd3b54fad3d61b53e9e20774,centralized_baseline,interaction,centralized_reference,equal_client_validation_mse,false,validation_only,extension_no_published_target,demo,/home/arnav22103/FederatedDeepGMM/fedgmm/sp_decentralized_mnist_lr_example/data/eicu_semisynth/interaction_scenario_seed103_metadata.json,,interaction_confirmatory_03/sgda_s/seed_1103
centralized_interaction_oadam_s_confirmatory_03,eicu_study_a_v1,centralized_baseline,centralized,oadam_s,OADAM_S,eicu_semisynth,1103,,/home/arnav22103/FederatedDeepGMM/results/eicu_study_a_demo_stage_a_v1_20260727,,implemented,not_started,false,,lr,,oadam,3,3,500,1,256,not_applicable_centralized,0.0,data,0.001,default_not_tuned,0.01,10.0,,1.0,,,,false,0,,interaction_scenario_seed103,paper_aligned,none,43,43,interaction,true,103,1103,confirmatory_03,,1e1f8480a0e5151345382e2b36564bc0adcc4676dd3b54fad3d61b53e9e20774,centralized_baseline,interaction,centralized_reference,equal_client_validation_mse,false,validation_only,extension_no_published_target,demo,/home/arnav22103/FederatedDeepGMM/fedgmm/sp_decentralized_mnist_lr_example/data/eicu_semisynth/interaction_scenario_seed103_metadata.json,,interaction_confirmatory_03/oadam_s/seed_1103
centralized_interaction_gda_d_confirmatory_04,eicu_study_a_v1,centralized_baseline,centralized,gda_d,GDA_D,eicu_semisynth,1104,,/home/arnav22103/FederatedDeepGMM/results/eicu_study_a_demo_stage_a_v1_20260727,,implemented,not_started,false,,lr,,sgd,3,3,500,1,0,not_applicable_centralized,0.0,data,0.001,default_not_tuned,0.01,10.0,,1.0,,,,false,0,,interaction_scenario_seed104,paper_aligned,none,42,42,interaction,true,104,1104,confirmatory_04,,a11a979af51a1225438b464fe78289b209ae960dd4f6ffd21162c49037b96dc1,centralized_baseline,interaction,centralized_reference,equal_client_validation_mse,false,validation_only,extension_no_published_target,demo,/home/arnav22103/FederatedDeepGMM/fedgmm/sp_decentralized_mnist_lr_example/data/eicu_semisynth/interaction_scenario_seed104_metadata.json,,interaction_confirmatory_04/gda_d/seed_1104
centralized_interaction_sgda_s_confirmatory_04,eicu_study_a_v1,centralized_baseline,centralized,sgda_s,SGDA_S,eicu_semisynth,1104,,/home/arnav22103/FederatedDeepGMM/results/eicu_study_a_demo_stage_a_v1_20260727,,implemented,not_started,false,,lr,,sgd,3,3,500,1,256,not_applicable_centralized,0.0,data,0.001,default_not_tuned,0.01,10.0,,1.0,,,,false,0,,interaction_scenario_seed104,paper_aligned,none,42,42,interaction,true,104,1104,confirmatory_04,,a11a979af51a1225438b464fe78289b209ae960dd4f6ffd21162c49037b96dc1,centralized_baseline,interaction,centralized_reference,equal_client_validation_mse,false,validation_only,extension_no_published_target,demo,/home/arnav22103/FederatedDeepGMM/fedgmm/sp_decentralized_mnist_lr_example/data/eicu_semisynth/interaction_scenario_seed104_metadata.json,,interaction_confirmatory_04/sgda_s/seed_1104
centralized_interaction_oadam_s_confirmatory_04,eicu_study_a_v1,centralized_baseline,centralized,oadam_s,OADAM_S,eicu_semisynth,1104,,/home/arnav22103/FederatedDeepGMM/results/eicu_study_a_demo_stage_a_v1_20260727,,implemented,not_started,false,,lr,,oadam,3,3,500,1,256,not_applicable_centralized,0.0,data,0.001,default_not_tuned,0.01,10.0,,1.0,,,,false,0,,interaction_scenario_seed104,paper_aligned,none,42,42,interaction,true,104,1104,confirmatory_04,,a11a979af51a1225438b464fe78289b209ae960dd4f6ffd21162c49037b96dc1,centralized_baseline,interaction,centralized_reference,equal_client_validation_mse,false,validation_only,extension_no_published_target,demo,/home/arnav22103/FederatedDeepGMM/fedgmm/sp_decentralized_mnist_lr_example/data/eicu_semisynth/interaction_scenario_seed104_metadata.json,,interaction_confirmatory_04/oadam_s/seed_1104
centralized_interaction_gda_d_confirmatory_05,eicu_study_a_v1,centralized_baseline,centralized,gda_d,GDA_D,eicu_semisynth,1105,,/home/arnav22103/FederatedDeepGMM/results/eicu_study_a_demo_stage_a_v1_20260727,,implemented,not_started,false,,lr,,sgd,3,3,500,1,0,not_applicable_centralized,0.0,data,0.001,default_not_tuned,0.01,10.0,,1.0,,,,false,0,,interaction_scenario_seed105,paper_aligned,none,43,43,interaction,true,105,1105,confirmatory_05,,89659dd1ac1d4787f04dd3f799bf5d81e541f8af71e3386641bbda2248df3f69,centralized_baseline,interaction,centralized_reference,equal_client_validation_mse,false,validation_only,extension_no_published_target,demo,/home/arnav22103/FederatedDeepGMM/fedgmm/sp_decentralized_mnist_lr_example/data/eicu_semisynth/interaction_scenario_seed105_metadata.json,,interaction_confirmatory_05/gda_d/seed_1105
