run_id,source,dataset,method,lr,cm,status,exclusion_category,exclusion_reason,gmm_eval,val_mse,actually_ran_as,run_dir
det_screen_expand2_cifar10_xz_fedogda_d_seed0_alpha0p5_lr0p009_cm5,expansion_2_mislabeled_fedogda_d_QUARANTINED,cifar10_xz,fedogda_d,0.009,5.0,excluded,mislabeled_optimizer_bug,"reference_row() template-lookup bug: client_optimizer='sgd' instead of 'ogda' for method=fedogda_d. Trained and completed as FedGDA-D under a fedogda_d run_id. Quarantined, never eligible for ranking. See INVALIDATION_NOTE_20260819.md.",,,fedgda_d (sgd),/home/arnav22103/FederatedDeepGMM/experiments/highdim_coauthor_protocol_v1/deterministic_screen_20260813/QUARANTINE_20260819_mislabeled_fedogda_expand2/results/cifar10_xz/fedogda_d/seed_0/det_screen_expand2_cifar10_xz_fedogda_d_seed0_alpha0p5_lr0p009_cm5
det_screen_expand2_cifar10_xz_fedogda_d_seed0_alpha0p5_lr0p003_cm10,expansion_2_mislabeled_fedogda_d_QUARANTINED,cifar10_xz,fedogda_d,0.003,10.0,excluded,mislabeled_optimizer_bug,"reference_row() template-lookup bug: client_optimizer='sgd' instead of 'ogda' for method=fedogda_d. Trained and completed as FedGDA-D under a fedogda_d run_id. Quarantined, never eligible for ranking. See INVALIDATION_NOTE_20260819.md.",,,fedgda_d (sgd),/home/arnav22103/FederatedDeepGMM/experiments/highdim_coauthor_protocol_v1/deterministic_screen_20260813/QUARANTINE_20260819_mislabeled_fedogda_expand2/results/cifar10_xz/fedogda_d/seed_0/det_screen_expand2_cifar10_xz_fedogda_d_seed0_alpha0p5_lr0p003_cm10
det_screen_expand2_cifar10_xz_fedogda_d_seed0_alpha0p5_lr0p009_cm10,expansion_2_mislabeled_fedogda_d_QUARANTINED,cifar10_xz,fedogda_d,0.009,10.0,excluded,mislabeled_optimizer_bug,"reference_row() template-lookup bug: client_optimizer='sgd' instead of 'ogda' for method=fedogda_d. Trained and completed as FedGDA-D under a fedogda_d run_id. Quarantined, never eligible for ranking. See INVALIDATION_NOTE_20260819.md.",,,fedgda_d (sgd),/home/arnav22103/FederatedDeepGMM/experiments/highdim_coauthor_protocol_v1/deterministic_screen_20260813/QUARANTINE_20260819_mislabeled_fedogda_expand2/results/cifar10_xz/fedogda_d/seed_0/det_screen_expand2_cifar10_xz_fedogda_d_seed0_alpha0p5_lr0p009_cm10
det_screen_expand2_cifar10_x_fedogda_d_seed0_alpha0p5_lr0p01_cm40,expansion_2_mislabeled_fedogda_d_QUARANTINED,cifar10_x,fedogda_d,0.01,40.0,excluded,mislabeled_optimizer_bug,"reference_row() template-lookup bug: client_optimizer='sgd' instead of 'ogda' for method=fedogda_d. Trained and completed as FedGDA-D under a fedogda_d run_id. Quarantined, never eligible for ranking. See INVALIDATION_NOTE_20260819.md.",,,fedgda_d (sgd),/home/arnav22103/FederatedDeepGMM/experiments/highdim_coauthor_protocol_v1/deterministic_screen_20260813/QUARANTINE_20260819_mislabeled_fedogda_expand2/results/cifar10_x/fedogda_d/seed_0/det_screen_expand2_cifar10_x_fedogda_d_seed0_alpha0p5_lr0p01_cm40
det_screen_expand2_cifar10_z_fedogda_d_seed0_alpha0p5_lr0p009_cm1,expansion_2_mislabeled_fedogda_d_QUARANTINED,cifar10_z,fedogda_d,0.009,1.0,excluded,mislabeled_optimizer_bug,"reference_row() template-lookup bug: client_optimizer='sgd' instead of 'ogda' for method=fedogda_d. Trained and completed as FedGDA-D under a fedogda_d run_id. Quarantined, never eligible for ranking. See INVALIDATION_NOTE_20260819.md.",,,fedgda_d (sgd),/home/arnav22103/FederatedDeepGMM/experiments/highdim_coauthor_protocol_v1/deterministic_screen_20260813/QUARANTINE_20260819_mislabeled_fedogda_expand2/results/cifar10_z/fedogda_d/seed_0/det_screen_expand2_cifar10_z_fedogda_d_seed0_alpha0p5_lr0p009_cm1
det_screen_expand2_cifar10_z_fedogda_d_seed0_alpha0p5_lr0p003_cm2,expansion_2_mislabeled_fedogda_d_QUARANTINED,cifar10_z,fedogda_d,0.003,2.0,excluded,mislabeled_optimizer_bug,"reference_row() template-lookup bug: client_optimizer='sgd' instead of 'ogda' for method=fedogda_d. Trained and completed as FedGDA-D under a fedogda_d run_id. Quarantined, never eligible for ranking. See INVALIDATION_NOTE_20260819.md.",,,fedgda_d (sgd),/home/arnav22103/FederatedDeepGMM/experiments/highdim_coauthor_protocol_v1/deterministic_screen_20260813/QUARANTINE_20260819_mislabeled_fedogda_expand2/results/cifar10_z/fedogda_d/seed_0/det_screen_expand2_cifar10_z_fedogda_d_seed0_alpha0p5_lr0p003_cm2
det_screen_expand2_cifar10_z_fedogda_d_seed0_alpha0p5_lr0p009_cm2,expansion_2_mislabeled_fedogda_d_QUARANTINED,cifar10_z,fedogda_d,0.009,2.0,excluded,mislabeled_optimizer_bug,"reference_row() template-lookup bug: client_optimizer='sgd' instead of 'ogda' for method=fedogda_d. Trained and completed as FedGDA-D under a fedogda_d run_id. Quarantined, never eligible for ranking. See INVALIDATION_NOTE_20260819.md.",,,fedgda_d (sgd),/home/arnav22103/FederatedDeepGMM/experiments/highdim_coauthor_protocol_v1/deterministic_screen_20260813/QUARANTINE_20260819_mislabeled_fedogda_expand2/results/cifar10_z/fedogda_d/seed_0/det_screen_expand2_cifar10_z_fedogda_d_seed0_alpha0p5_lr0p009_cm2
det_screen_expand2_femnist_xz_fedogda_d_seed0_alpha0p5_lr0p001_cm10,expansion_2_mislabeled_fedogda_d_QUARANTINED,femnist_xz,fedogda_d,0.001,10.0,excluded,mislabeled_optimizer_bug,"reference_row() template-lookup bug: client_optimizer='sgd' instead of 'ogda' for method=fedogda_d. Trained and completed as FedGDA-D under a fedogda_d run_id. Quarantined, never eligible for ranking. See INVALIDATION_NOTE_20260819.md.",,,fedgda_d (sgd),/home/arnav22103/FederatedDeepGMM/experiments/highdim_coauthor_protocol_v1/deterministic_screen_20260813/QUARANTINE_20260819_mislabeled_fedogda_expand2/results/femnist_xz/fedogda_d/seed_0/det_screen_expand2_femnist_xz_fedogda_d_seed0_alpha0p5_lr0p001_cm10
det_screen_expand2_femnist_x_fedogda_d_seed0_alpha0p5_lr0p09_cm10,expansion_2_mislabeled_fedogda_d_QUARANTINED,femnist_x,fedogda_d,0.09,10.0,excluded,mislabeled_optimizer_bug,"reference_row() template-lookup bug: client_optimizer='sgd' instead of 'ogda' for method=fedogda_d. Trained and completed as FedGDA-D under a fedogda_d run_id. Quarantined, never eligible for ranking. See INVALIDATION_NOTE_20260819.md.",,,fedgda_d (sgd),/home/arnav22103/FederatedDeepGMM/experiments/highdim_coauthor_protocol_v1/deterministic_screen_20260813/QUARANTINE_20260819_mislabeled_fedogda_expand2/results/femnist_x/fedogda_d/seed_0/det_screen_expand2_femnist_x_fedogda_d_seed0_alpha0p5_lr0p09_cm10
det_screen_expand2_femnist_z_fedogda_d_seed0_alpha0p5_lr0p001_cm10,expansion_2_mislabeled_fedogda_d_QUARANTINED,femnist_z,fedogda_d,0.001,10.0,excluded,mislabeled_optimizer_bug,"reference_row() template-lookup bug: client_optimizer='sgd' instead of 'ogda' for method=fedogda_d. Trained and completed as FedGDA-D under a fedogda_d run_id. Quarantined, never eligible for ranking. See INVALIDATION_NOTE_20260819.md.",,,fedgda_d (sgd),/home/arnav22103/FederatedDeepGMM/experiments/highdim_coauthor_protocol_v1/deterministic_screen_20260813/QUARANTINE_20260819_mislabeled_fedogda_expand2/results/femnist_z/fedogda_d/seed_0/det_screen_expand2_femnist_z_fedogda_d_seed0_alpha0p5_lr0p001_cm10
det_screen_expand2corr_cifar10_xz_fedogda_d_seed0_alpha0p5_lr0p009_cm5,expansion_2_corrected_fedogda_d,cifar10_xz,fedogda_d,0.009,5.0,excluded,corrected_fedogda_d_nonfinite_or_diverged,diverged,,,,/home/arnav22103/FederatedDeepGMM/results/highdim_deterministic_screen_20260813/cifar10_xz/fedogda_d/seed_0/det_screen_expand2corr_cifar10_xz_fedogda_d_seed0_alpha0p5_lr0p009_cm5
det_screen_expand2corr_cifar10_xz_fedogda_d_seed0_alpha0p5_lr0p003_cm10,expansion_2_corrected_fedogda_d,cifar10_xz,fedogda_d,0.003,10.0,excluded,corrected_fedogda_d_nonfinite_or_diverged,diverged,,,,/home/arnav22103/FederatedDeepGMM/results/highdim_deterministic_screen_20260813/cifar10_xz/fedogda_d/seed_0/det_screen_expand2corr_cifar10_xz_fedogda_d_seed0_alpha0p5_lr0p003_cm10
det_screen_expand2corr_cifar10_xz_fedogda_d_seed0_alpha0p5_lr0p009_cm10,expansion_2_corrected_fedogda_d,cifar10_xz,fedogda_d,0.009,10.0,excluded,corrected_fedogda_d_nonfinite_or_diverged,diverged,,,,/home/arnav22103/FederatedDeepGMM/results/highdim_deterministic_screen_20260813/cifar10_xz/fedogda_d/seed_0/det_screen_expand2corr_cifar10_xz_fedogda_d_seed0_alpha0p5_lr0p009_cm10
det_screen_expand2corr_cifar10_x_fedogda_d_seed0_alpha0p5_lr0p01_cm40,expansion_2_corrected_fedogda_d,cifar10_x,fedogda_d,0.01,40.0,eligible,,,-0.0001611168269427307,0.14920022967186727,,/home/arnav22103/FederatedDeepGMM/results/highdim_deterministic_screen_20260813/cifar10_x/fedogda_d/seed_0/det_screen_expand2corr_cifar10_x_fedogda_d_seed0_alpha0p5_lr0p01_cm40
det_screen_expand2corr_cifar10_z_fedogda_d_seed0_alpha0p5_lr0p009_cm1,expansion_2_corrected_fedogda_d,cifar10_z,fedogda_d,0.009,1.0,excluded,corrected_fedogda_d_nonfinite_or_diverged,diverged,,,,/home/arnav22103/FederatedDeepGMM/results/highdim_deterministic_screen_20260813/cifar10_z/fedogda_d/seed_0/det_screen_expand2corr_cifar10_z_fedogda_d_seed0_alpha0p5_lr0p009_cm1
det_screen_expand2corr_cifar10_z_fedogda_d_seed0_alpha0p5_lr0p003_cm2,expansion_2_corrected_fedogda_d,cifar10_z,fedogda_d,0.003,2.0,eligible,,,-0.021903371650098855,0.23010436040573704,,/home/arnav22103/FederatedDeepGMM/results/highdim_deterministic_screen_20260813/cifar10_z/fedogda_d/seed_0/det_screen_expand2corr_cifar10_z_fedogda_d_seed0_alpha0p5_lr0p003_cm2
det_screen_expand2corr_cifar10_z_fedogda_d_seed0_alpha0p5_lr0p009_cm2,expansion_2_corrected_fedogda_d,cifar10_z,fedogda_d,0.009,2.0,excluded,corrected_fedogda_d_nonfinite_or_diverged,metrics.final_moment_violation is not finite: nan,,,,/home/arnav22103/FederatedDeepGMM/results/highdim_deterministic_screen_20260813/cifar10_z/fedogda_d/seed_0/det_screen_expand2corr_cifar10_z_fedogda_d_seed0_alpha0p5_lr0p009_cm2
det_screen_expand2corr_femnist_xz_fedogda_d_seed0_alpha0p5_lr0p001_cm10,expansion_2_corrected_fedogda_d,femnist_xz,fedogda_d,0.001,10.0,excluded,corrected_fedogda_d_nonfinite_or_diverged,diverged,,,,/home/arnav22103/FederatedDeepGMM/results/highdim_deterministic_screen_20260813/femnist_xz/fedogda_d/seed_0/det_screen_expand2corr_femnist_xz_fedogda_d_seed0_alpha0p5_lr0p001_cm10
det_screen_expand2corr_femnist_x_fedogda_d_seed0_alpha0p5_lr0p09_cm10,expansion_2_corrected_fedogda_d,femnist_x,fedogda_d,0.09,10.0,excluded,corrected_fedogda_d_nonfinite_or_diverged,diverged,,,,/home/arnav22103/FederatedDeepGMM/results/highdim_deterministic_screen_20260813/femnist_x/fedogda_d/seed_0/det_screen_expand2corr_femnist_x_fedogda_d_seed0_alpha0p5_lr0p09_cm10
det_screen_expand2corr_femnist_z_fedogda_d_seed0_alpha0p5_lr0p001_cm10,expansion_2_corrected_fedogda_d,femnist_z,fedogda_d,0.001,10.0,eligible,,,0.1368893124305488,0.23000484093949036,,/home/arnav22103/FederatedDeepGMM/results/highdim_deterministic_screen_20260813/femnist_z/fedogda_d/seed_0/det_screen_expand2corr_femnist_z_fedogda_d_seed0_alpha0p5_lr0p001_cm10
