run_id,method,dataset,seed,alpha,critic_multiplier,weight_decay,best_validation_mse,test_mse_at_best_validation,best_validation_round,final_validation_mse,final_test_mse,final_vs_best_validation_gap,last_50_val_mse_std,last_50_train_mse_std,diverged,runtime_seconds,result_dir
rerun_protocol_v1_step_fedgda_s_seed1_alpha0p5,fedgda_s,step,1,0.5,10.0,0.03,0.023744637373604598,0.024000679608566614,489,0.024372128038458347,0.024744867783718958,0.0006274906648537498,0.008008611969725323,0.007999662332042598,False,179.91432404518127,results/rerun_protocol_v1/step/fedgda_s/seed_1/rerun_protocol_v1_step_fedgda_s_seed1_alpha0p5
rerun_protocol_v1_step_fedogda_s_seed1_alpha0p5,fedogda_s,step,1,0.5,10.0,0.1,0.02582018245042296,0.026275394847309213,118,0.027895218190783517,0.028391166724359318,0.002075035740360557,0.0003277480463514426,0.00033735499354213403,False,193.7879388332367,results/rerun_protocol_v1/step/fedogda_s/seed_1/rerun_protocol_v1_step_fedogda_s_seed1_alpha0p5
rerun_protocol_v1_step_fedgda_s_seed2_alpha0p5,fedgda_s,step,2,0.5,10.0,0.03,0.028233344246919444,0.028639580672589676,341,0.03015045816192462,0.030501320158263172,0.0019171139150051773,0.00024114683716930656,0.00023565968904757365,False,181.75751304626465,results/rerun_protocol_v1/step/fedgda_s/seed_2/rerun_protocol_v1_step_fedgda_s_seed2_alpha0p5
rerun_protocol_v1_step_fedogda_s_seed2_alpha0p5,fedogda_s,step,2,0.5,10.0,0.1,0.032275574152071364,0.032898593690411884,423,0.03379466742402731,0.03482205125673002,0.001519093271955943,0.0005087737950813208,0.00054255702260277,False,196.09724855422974,results/rerun_protocol_v1/step/fedogda_s/seed_2/rerun_protocol_v1_step_fedogda_s_seed2_alpha0p5
rerun_protocol_v1_step_fedgda_s_seed0_alpha1p0,fedgda_s,step,0,1.0,10.0,0.03,0.028039862643424413,0.02846987321520255,466,0.029269548946161284,0.029632832198242733,0.001229686302736871,0.0009319032500979497,0.000914629243134401,False,178.4482126235962,results/rerun_protocol_v1/step/fedgda_s/seed_0/rerun_protocol_v1_step_fedgda_s_seed0_alpha1p0
rerun_protocol_v1_step_fedogda_s_seed0_alpha1p0,fedogda_s,step,0,1.0,10.0,0.1,0.030406173687401998,0.03099247519075487,469,0.03089715455165438,0.0313896517846175,0.0004909808642523834,0.0001314159319038263,0.00012116100669505303,False,194.20360589027405,results/rerun_protocol_v1/step/fedogda_s/seed_0/rerun_protocol_v1_step_fedogda_s_seed0_alpha1p0
rerun_protocol_v1_step_fedgda_s_seed1_alpha1p0,fedgda_s,step,1,1.0,10.0,0.03,0.02459563278599036,0.024930481480437517,452,0.039699331278778505,0.040949814212533756,0.015103698492788146,0.0058712234078417405,0.00591690323081857,False,181.46776247024536,results/rerun_protocol_v1/step/fedgda_s/seed_1/rerun_protocol_v1_step_fedgda_s_seed1_alpha1p0
rerun_protocol_v1_step_fedogda_s_seed1_alpha1p0,fedogda_s,step,1,1.0,10.0,0.1,0.024847618000472943,0.025195464127275868,115,0.028592469424762647,0.029076856100392644,0.0037448514242897045,0.00020374813793160905,0.00023065988312654287,False,193.47080063819885,results/rerun_protocol_v1/step/fedogda_s/seed_1/rerun_protocol_v1_step_fedogda_s_seed1_alpha1p0
rerun_protocol_v1_step_fedgda_s_seed2_alpha1p0,fedgda_s,step,2,1.0,10.0,0.03,0.028003270650883046,0.028364487861014483,463,0.02961782532215492,0.030141683911365305,0.0016145546712718756,0.0010189229967370417,0.0009795182708355202,False,179.2021074295044,results/rerun_protocol_v1/step/fedgda_s/seed_2/rerun_protocol_v1_step_fedgda_s_seed2_alpha1p0
rerun_protocol_v1_step_fedogda_s_seed2_alpha1p0,fedogda_s,step,2,1.0,10.0,0.1,0.031111491877231414,0.03180386448039119,498,0.031124856722735364,0.03181422173630795,1.3364845503949924e-05,6.360524727902285e-05,5.9024649688780363e-05,False,192.04123210906982,results/rerun_protocol_v1/step/fedogda_s/seed_2/rerun_protocol_v1_step_fedogda_s_seed2_alpha1p0
