stage,method,run_id,seed,learning_rate,critic_multiplier,objective_lambda_1,server_learning_rate,comm_round,best_validation_mse,last_50_val_mse_std,final_vs_best_validation_gap,test_mse_at_best_validation,best_validation_round,final_validation_mse,final_test_mse,curve_mse,curve_mae,curve_corr,amp_ratio,diverged,runtime_seconds,result_dir
stage_c_confirm,fedgda_s,sine05_v1_stage_c_confirm_fedgda_s_seed0_alpha0p5_T1000_R3_batch256_glr0p01_cm10_lam0p01_slr1p5,0,0.01,10.0,0.01,1.5,1000,0.008645646923040089,0.013624743112902873,0.010542087550079762,0.008701693683770804,978,0.01918773447311985,0.018857773898691248,0.008701693683770844,0.08027890211931057,0.9626894565899283,1.370961788244079,False,269.3124496936798,results/curve_fitting_tuning/sine_alpha0p5_paired_v1/sin/fedgda_s/seed_0/sine05_v1_stage_c_confirm_fedgda_s_seed0_alpha0p5_T1000_R3_batch256_glr0p01_cm10_lam0p01_slr1p5
stage_c_confirm,fedgda_s,sine05_v1_stage_c_confirm_fedgda_s_seed1_alpha0p5_T1000_R3_batch256_glr0p01_cm10_lam0p01_slr1p5,1,0.01,10.0,0.01,1.5,1000,0.017039615189027604,0.02775791305228888,0.01361303366826417,0.017085020401129556,993,0.030652648857291773,0.030330900465273227,0.017085020401129483,0.10673440542018821,0.9254985313729261,0.9462435068134506,False,276.1483223438263,results/curve_fitting_tuning/sine_alpha0p5_paired_v1/sin/fedgda_s/seed_1/sine05_v1_stage_c_confirm_fedgda_s_seed1_alpha0p5_T1000_R3_batch256_glr0p01_cm10_lam0p01_slr1p5
stage_c_confirm,fedgda_s,sine05_v1_stage_c_confirm_fedgda_s_seed2_alpha0p5_T1000_R3_batch256_glr0p01_cm10_lam0p01_slr1p5,2,0.01,10.0,0.01,1.5,1000,0.009681664956284003,0.010483966643851043,0.004656208044852771,0.00968004191313632,928,0.014337873001136774,0.014257527723931738,0.00968004191313636,0.08589587533249489,0.9555258955010244,1.2528243948110354,False,274.9191720485687,results/curve_fitting_tuning/sine_alpha0p5_paired_v1/sin/fedgda_s/seed_2/sine05_v1_stage_c_confirm_fedgda_s_seed2_alpha0p5_T1000_R3_batch256_glr0p01_cm10_lam0p01_slr1p5
stage_c_confirm,fedogda_s,sine05_v1_stage_c_confirm_fedogda_s_seed0_alpha0p5_T1000_R3_batch256_glr0p01_cm5_lam0p005_slr2,0,0.01,5.0,0.005,2.0,1000,0.01095903726409575,0.03721935516453103,0.03047898031638864,0.011097140024288122,664,0.04143801758048439,0.04080360738397221,0.011097140024288155,0.08578932685754635,0.9549234064413608,1.3490019636039166,False,293.9869952201843,results/curve_fitting_tuning/sine_alpha0p5_paired_v1/sin/fedogda_s/seed_0/sine05_v1_stage_c_confirm_fedogda_s_seed0_alpha0p5_T1000_R3_batch256_glr0p01_cm5_lam0p005_slr2
stage_c_confirm,fedogda_s,sine05_v1_stage_c_confirm_fedogda_s_seed1_alpha0p5_T1000_R3_batch256_glr0p01_cm5_lam0p005_slr2,1,0.01,5.0,0.005,2.0,1000,0.01596578239785696,0.06005900213411907,0.032614126066814283,0.015880358067097047,688,0.048579908464671244,0.04749673727347131,0.01588035806709696,0.11235722824793465,0.9247196212342386,1.1970689643043257,False,302.449524641037,results/curve_fitting_tuning/sine_alpha0p5_paired_v1/sin/fedogda_s/seed_1/sine05_v1_stage_c_confirm_fedogda_s_seed1_alpha0p5_T1000_R3_batch256_glr0p01_cm5_lam0p005_slr2
stage_c_confirm,fedogda_s,sine05_v1_stage_c_confirm_fedogda_s_seed2_alpha0p5_T1000_R3_batch256_glr0p01_cm5_lam0p005_slr2,2,0.01,5.0,0.005,2.0,1000,0.013193457879376308,0.03214045524002778,0.09787403097714033,0.013376465745978417,628,0.11106748885651664,0.11398349571543766,0.013376465745978448,0.08919497916391418,0.9419426727908008,0.9281805582686081,False,293.10535168647766,results/curve_fitting_tuning/sine_alpha0p5_paired_v1/sin/fedogda_s/seed_2/sine05_v1_stage_c_confirm_fedogda_s_seed2_alpha0p5_T1000_R3_batch256_glr0p01_cm5_lam0p005_slr2
