source,dataset,stage,method,run_id,seed,seed_count,learning_rate,critic_multiplier,objective_lambda_1,server_learning_rate,weight_decay,epochs,comm_round,mean_best_validation_mse,std_best_validation_mse,mean_test_mse_at_best_validation,std_test_mse_at_best_validation,mean_last_50_val_mse_std,mean_final_vs_best_validation_gap,mean_curve_mse,mean_curve_mae,mean_curve_corr,mean_amp_ratio,representative_seed0_run_id,representative_seed0_result_dir
fedogda_s_sine_fast_v4,sin,stage_c_aggregate,fedogda_s,aggregate:v4_stage_c_confirm_sin_fedogda_s_seed0_alpha1_T1000_R3_batch256_glr0p01_cm7_lam0p005_slr1p75,0|1|2,3,0.01,7.0,0.005,1.75,0.0,3,1000,0.013317146681789946,0.000677422269847287,0.013406539505972431,0.0007217803948604761,0.0328397832648292,0.048669263341910435,0.013406539505972403,0.09626727185851862,0.9409526798571952,1.1125280864239617,v4_stage_c_confirm_sin_fedogda_s_seed0_alpha1_T1000_R3_batch256_glr0p01_cm7_lam0p005_slr1p75,results/curve_fitting_tuning/fedogda_s_sine_fast_v4/sin/fedogda_s/seed_0/v4_stage_c_confirm_sin_fedogda_s_seed0_alpha1_T1000_R3_batch256_glr0p01_cm7_lam0p005_slr1p75
