dataset,stage,method,run_id,seed,learning_rate,critic_multiplier,objective_lambda_1,server_learning_rate,weight_decay,epochs,comm_round,best_validation_mse,last_50_val_mse_std,final_vs_best_validation_gap,test_mse_at_best_validation,best_validation_round,final_validation_mse,final_test_mse,curve_mse,curve_mae,curve_max_abs_error,curve_corr,pred_min,pred_max,diverged,runtime_seconds,result_dir
step,screen_step_proxy,fedogda_s,v3_screen_step_proxy_step_fedogda_s_seed0_alpha0p5_T600_R7_batch256_glr0p003_cm15_lam0p1_slr2,0,0.003,15.0,0.1,2.0,0.0,7,600,0.02480859164223549,0.005119177353053315,0.009107664545228777,0.02516609608235327,508,0.033916256187464265,0.03413998825632295,0.025166096082353262,0.1336696783191581,0.47136574207199183,0.8668890022711105,-0.6805697829696361,0.7960756704396028,False,516.197479724884,results/curve_fitting_tuning/fedogda_s_focused_v3/step/fedogda_s/seed_0/v3_screen_step_proxy_step_fedogda_s_seed0_alpha0p5_T600_R7_batch256_glr0p003_cm15_lam0p1_slr2
step,screen_step_proxy,fedogda_s,v3_screen_step_proxy_step_fedogda_s_seed0_alpha0p5_T600_R7_batch256_glr0p005_cm10_lam0p1_slr2,0,0.005,10.0,0.1,2.0,0.0,7,600,0.02511174574543718,0.01105201758461161,0.025425945893787428,0.025473839993317128,528,0.050537691639224606,0.05045427862434229,0.025473839993317076,0.1348110019901818,0.45759233119216586,0.8646270304212507,-0.7176534411539934,0.7823022595597768,False,515.9701600074768,results/curve_fitting_tuning/fedogda_s_focused_v3/step/fedogda_s/seed_0/v3_screen_step_proxy_step_fedogda_s_seed0_alpha0p5_T600_R7_batch256_glr0p005_cm10_lam0p1_slr2
step,screen_step_proxy,fedogda_s,v3_screen_step_proxy_step_fedogda_s_seed0_alpha0p5_T600_R7_batch256_glr0p003_cm20_lam0p1_slr1p5,0,0.003,20.0,0.1,1.5,0.0,7,600,0.02527813266898219,0.004075991016419455,0.009634871156627513,0.02566095155620358,532,0.034913003825609704,0.0351013015877082,0.025660951556203775,0.13496983103923213,0.5426297003119703,0.8644090354755425,-0.8518668350186409,0.7926528925360258,False,519.0738680362701,results/curve_fitting_tuning/fedogda_s_focused_v3/step/fedogda_s/seed_0/v3_screen_step_proxy_step_fedogda_s_seed0_alpha0p5_T600_R7_batch256_glr0p003_cm20_lam0p1_slr1p5
step,screen_step_proxy,fedogda_s,v3_screen_step_proxy_step_fedogda_s_seed0_alpha0p5_T600_R7_batch256_glr0p005_cm10_lam0p1_slr1p5,0,0.005,10.0,0.1,1.5,0.0,7,600,0.0254301694940752,0.006547528160425982,0.016066834435416684,0.0258162840777245,378,0.041497003929491884,0.04154105187060244,0.025816284077724537,0.1354136616060672,0.4892820422457315,0.8623155029215825,-0.7811504228564098,0.8139919706133425,False,517.0329999923706,results/curve_fitting_tuning/fedogda_s_focused_v3/step/fedogda_s/seed_0/v3_screen_step_proxy_step_fedogda_s_seed0_alpha0p5_T600_R7_batch256_glr0p005_cm10_lam0p1_slr1p5
step,screen_step_proxy,fedogda_s,v3_screen_step_proxy_step_fedogda_s_seed0_alpha0p5_T600_R7_batch256_glr0p0075_cm10_lam0p1_slr1p5,0,0.0075,10.0,0.1,1.5,0.0,7,600,0.02550149842375259,0.009990615812195427,0.006331426817066433,0.025815373928922435,529,0.03183292524081902,0.032408850223917464,0.025815373928922504,0.13587751349664842,0.46996852311943904,0.8624128014888948,-0.7792056578261096,0.7449508334921437,False,517.8217799663544,results/curve_fitting_tuning/fedogda_s_focused_v3/step/fedogda_s/seed_0/v3_screen_step_proxy_step_fedogda_s_seed0_alpha0p5_T600_R7_batch256_glr0p0075_cm10_lam0p1_slr1p5
step,screen_step_proxy,fedogda_s,v3_screen_step_proxy_step_fedogda_s_seed0_alpha0p5_T600_R7_batch256_glr0p003_cm20_lam0p1_slr1,0,0.003,20.0,0.1,1.0,0.0,7,600,0.02563620459576162,0.0021370617747506096,0.0011381814985571455,0.02615205141068405,535,0.026774386094318765,0.027298838782717393,0.026152051410684163,0.13646722734540376,0.5792910996253566,0.8634921806800614,-0.8154271809229072,0.9040010279929676,False,528.4897861480713,results/curve_fitting_tuning/fedogda_s_focused_v3/step/fedogda_s/seed_0/v3_screen_step_proxy_step_fedogda_s_seed0_alpha0p5_T600_R7_batch256_glr0p003_cm20_lam0p1_slr1
step,screen_step_proxy,fedogda_s,v3_screen_step_proxy_step_fedogda_s_seed0_alpha0p5_T600_R7_batch256_glr0p005_cm10_lam0p05_slr2,0,0.005,10.0,0.05,2.0,0.0,7,600,0.025645907939295477,0.013120184923547785,0.026269412024750922,0.025950994485301374,556,0.0519153199640464,0.05176554028924699,0.02595099448530124,0.13398747922621543,0.47733364841875603,0.868443017013688,-0.7865707831254266,0.7537753539929167,False,514.7586860656738,results/curve_fitting_tuning/fedogda_s_focused_v3/step/fedogda_s/seed_0/v3_screen_step_proxy_step_fedogda_s_seed0_alpha0p5_T600_R7_batch256_glr0p005_cm10_lam0p05_slr2
step,screen_step_proxy,fedogda_s,v3_screen_step_proxy_step_fedogda_s_seed0_alpha0p5_T600_R7_batch256_glr0p005_cm15_lam0p1_slr2,0,0.005,15.0,0.1,2.0,0.0,7,600,0.026123872213327445,0.012853273257343187,0.011569427560560328,0.02661260929208641,584,0.03769329977388777,0.03900317085957518,0.02661260929208646,0.136823588477336,0.5796665218317323,0.8588505548289986,-0.7528331687744357,0.9043764501993433,False,510.72262239456177,results/curve_fitting_tuning/fedogda_s_focused_v3/step/fedogda_s/seed_0/v3_screen_step_proxy_step_fedogda_s_seed0_alpha0p5_T600_R7_batch256_glr0p005_cm15_lam0p1_slr2
step,screen_step_proxy,fedogda_s,v3_screen_step_proxy_step_fedogda_s_seed0_alpha0p5_T600_R7_batch256_glr0p003_cm20_lam0p1_slr2,0,0.003,20.0,0.1,2.0,0.0,7,600,0.02643630073621395,0.004754641381451362,0.0034439413505027577,0.026750445114360206,550,0.029880242086716708,0.030468436322578157,0.02675044511436019,0.13832267008499075,0.4601605202610852,0.8574272985401531,-0.7693976549677558,0.7369649252819959,False,517.3753869533539,results/curve_fitting_tuning/fedogda_s_focused_v3/step/fedogda_s/seed_0/v3_screen_step_proxy_step_fedogda_s_seed0_alpha0p5_T600_R7_batch256_glr0p003_cm20_lam0p1_slr2
step,screen_step_proxy,fedogda_s,v3_screen_step_proxy_step_fedogda_s_seed0_alpha0p5_T600_R7_batch256_glr0p0075_cm15_lam0p05_slr1p5,0,0.0075,15.0,0.05,1.5,0.0,7,600,0.027270977490686136,0.013682714189891344,0.03861968080726276,0.02775438718268581,521,0.06589065829794889,0.06580713784564925,0.027754387182685508,0.14031754424339202,0.5675495160535151,0.8544107315340788,-0.8286269876879233,0.892259444421126,False,517.0897507667542,results/curve_fitting_tuning/fedogda_s_focused_v3/step/fedogda_s/seed_0/v3_screen_step_proxy_step_fedogda_s_seed0_alpha0p5_T600_R7_batch256_glr0p0075_cm15_lam0p05_slr1p5
step,screen_step_proxy,fedogda_s,v3_screen_step_proxy_step_fedogda_s_seed0_alpha0p5_T600_R7_batch256_glr0p0075_cm20_lam0p05_slr1p5,0,0.0075,20.0,0.05,1.5,0.0,7,600,0.027815476236750705,0.013472088677353845,0.01708000349484608,0.02840484421447013,548,0.044895479731596785,0.04516419983720857,0.028404844214470086,0.1422106627255069,0.6650794691760253,0.8490696919504096,-0.7340909865599685,0.9897893975436363,False,519.9438598155975,results/curve_fitting_tuning/fedogda_s_focused_v3/step/fedogda_s/seed_0/v3_screen_step_proxy_step_fedogda_s_seed0_alpha0p5_T600_R7_batch256_glr0p0075_cm20_lam0p05_slr1p5
step,screen_step_proxy,fedogda_s,v3_screen_step_proxy_step_fedogda_s_seed0_alpha0p5_T600_R7_batch256_glr0p0075_cm15_lam0p05_slr2,0,0.0075,15.0,0.05,2.0,0.0,7,600,0.029670937996157182,0.03377314552884391,0.005835154957884014,0.030185568519741423,499,0.035506092954041196,0.03575440597608694,0.030185568519741298,0.14612641862643105,0.5595864377709903,0.8408939541490759,-0.8178789116979156,0.8842963661386013,False,514.0776324272156,results/curve_fitting_tuning/fedogda_s_focused_v3/step/fedogda_s/seed_0/v3_screen_step_proxy_step_fedogda_s_seed0_alpha0p5_T600_R7_batch256_glr0p0075_cm15_lam0p05_slr2
step,screen_step_proxy,fedogda_s,v3_screen_step_proxy_step_fedogda_s_seed0_alpha0p5_T600_R7_batch256_glr0p0075_cm10_lam0p1_slr2,0,0.0075,10.0,0.1,2.0,0.0,7,600,0.0298382380670344,0.018738586274064193,0.06120032519190349,0.030307569805129917,425,0.09103856325893789,0.0908157844754224,0.030307569805130077,0.14646747323017653,0.6318737095062074,0.8426691102250746,-0.9411108442128779,0.8667621155222069,False,511.70743107795715,results/curve_fitting_tuning/fedogda_s_focused_v3/step/fedogda_s/seed_0/v3_screen_step_proxy_step_fedogda_s_seed0_alpha0p5_T600_R7_batch256_glr0p0075_cm10_lam0p1_slr2
step,screen_step_proxy,fedogda_s,v3_screen_step_proxy_step_fedogda_s_seed0_alpha0p5_T600_R7_batch256_glr0p005_cm20_lam0p1_slr2,0,0.005,20.0,0.1,2.0,0.0,7,600,0.03138058262152665,0.01159187198330372,0.006611235275782203,0.03177546641992982,371,0.03799181789730885,0.038281152445583264,0.03177546641992962,0.15154796249060606,0.5155894406936541,0.8274763941809139,-0.796333999237449,0.840299369061265,False,520.4487793445587,results/curve_fitting_tuning/fedogda_s_focused_v3/step/fedogda_s/seed_0/v3_screen_step_proxy_step_fedogda_s_seed0_alpha0p5_T600_R7_batch256_glr0p005_cm20_lam0p1_slr2
step,screen_step_proxy,fedogda_s,v3_screen_step_proxy_step_fedogda_s_seed0_alpha0p5_T600_R7_batch256_glr0p0075_cm15_lam0p1_slr2,0,0.0075,15.0,0.1,2.0,0.0,7,600,0.03384829234381248,0.02842220944909091,0.00284298206100788,0.03430690874225391,48,0.03669127440482036,0.03713613209834269,0.0343069087422541,0.15813313871567458,0.6155127430008445,0.812724264348444,-0.5945165636772125,0.9402226713684554,False,518.5962820053101,results/curve_fitting_tuning/fedogda_s_focused_v3/step/fedogda_s/seed_0/v3_screen_step_proxy_step_fedogda_s_seed0_alpha0p5_T600_R7_batch256_glr0p0075_cm15_lam0p1_slr2
