dataset,stage,method,run_id,seed,learning_rate,critic_multiplier,objective_lambda_1,server_learning_rate,weight_decay,epochs,comm_round,best_validation_mse,last_50_val_mse_std,final_vs_best_validation_gap,test_mse_at_best_validation,best_validation_round,final_validation_mse,final_test_mse,curve_mse,curve_mae,curve_max_abs_error,curve_corr,pred_min,pred_max,diverged,runtime_seconds,result_dir
sin,screen_sine,fedogda_s,v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p01_cm8_lam0p01_slr1p5,0,0.01,8.0,0.01,1.5,0.0,3,500,0.02964276923734608,0.014826421076260385,0.0038704173806597963,0.030104425463267824,495,0.033513186618005876,0.03418753893398325,0.030104425463267973,0.13467988046524487,0.5470127718821899,0.8871291513677626,-0.2832630744788565,0.2931579269189033,False,197.9031081199646,results/curve_fitting_tuning/fedogda_s_focused_v3/sin/fedogda_s/seed_0/v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p01_cm8_lam0p01_slr1p5
sin,screen_sine,fedogda_s,v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p01_cm6_lam0p01_slr1p5,0,0.01,6.0,0.01,1.5,0.0,3,500,0.03392531324644497,0.014914240578724888,-6.938893903907228e-18,0.03468893256937443,499,0.03392531324644496,0.03468893256937443,0.03468893256937452,0.14791019830015845,0.565401993433074,0.8965550146896769,-0.24351296080566365,0.28212415791490214,False,201.33918070793152,results/curve_fitting_tuning/fedogda_s_focused_v3/sin/fedogda_s/seed_0/v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p01_cm6_lam0p01_slr1p5
sin,screen_sine,fedogda_s,v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p01_cm10_lam0p01_slr1p5,0,0.01,10.0,0.01,1.5,0.0,3,500,0.035324320044913586,0.010646848239256023,0.012208207833603879,0.03601255915931201,498,0.047532527878517465,0.04820145053387502,0.03601255915931201,0.1547421962334436,0.5469364413128411,0.8845499781772672,-0.24733135249319332,0.25156648839778323,False,200.07791781425476,results/curve_fitting_tuning/fedogda_s_focused_v3/sin/fedogda_s/seed_0/v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p01_cm10_lam0p01_slr1p5
sin,screen_sine,fedogda_s,v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p0075_cm10_lam0p01_slr1p5,0,0.0075,10.0,0.01,1.5,0.0,3,500,0.03763767006680776,0.009341108445446234,-6.938893903907228e-18,0.038644688685072405,499,0.03763767006680775,0.038644688685072405,0.03864468868507239,0.15421856800825748,0.6348453412448489,0.8405425695818538,-0.22844809125409876,0.26486161870451463,False,200.2111577987671,results/curve_fitting_tuning/fedogda_s_focused_v3/sin/fedogda_s/seed_0/v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p0075_cm10_lam0p01_slr1p5
sin,screen_sine,fedogda_s,v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p01_cm12_lam0p01_slr1p5,0,0.01,12.0,0.01,1.5,0.0,3,500,0.037777038147739535,0.013971952345082313,0.003280932588531689,0.038638396564813306,498,0.041057970736271224,0.042010997027420366,0.03863839656481317,0.15542606916344065,0.611295050812124,0.8359772038397937,-0.24985133479224056,0.2523787414008728,False,199.42084431648254,results/curve_fitting_tuning/fedogda_s_focused_v3/sin/fedogda_s/seed_0/v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p01_cm12_lam0p01_slr1p5
sin,screen_sine,fedogda_s,v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p0075_cm8_lam0p01_slr1p5,0,0.0075,8.0,0.01,1.5,0.0,3,500,0.03891437029716553,0.008165732425999803,-6.938893903907228e-18,0.03959194490085951,499,0.038914370297165525,0.03959194490085951,0.03959194490085937,0.1613334029150779,0.5465974269007312,0.8624713112177289,-0.22496911945559053,0.23501496758411133,False,199.1507866382599,results/curve_fitting_tuning/fedogda_s_focused_v3/sin/fedogda_s/seed_0/v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p0075_cm8_lam0p01_slr1p5
sin,screen_sine,fedogda_s,v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p01_cm10_lam0p03_slr1p5,0,0.01,10.0,0.03,1.5,0.0,3,500,0.03902326306258915,0.016865128968549664,0.00417932402814427,0.04009782301726185,495,0.04320258709073342,0.04430963280733769,0.04009782301726214,0.1600940234189311,0.6728277050530672,0.8232280153784646,-0.23821134896050067,0.25937327789103787,False,208.21081376075745,results/curve_fitting_tuning/fedogda_s_focused_v3/sin/fedogda_s/seed_0/v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p01_cm10_lam0p03_slr1p5
sin,screen_sine,fedogda_s,v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p01_cm8_lam0p03_slr1p5,0,0.01,8.0,0.03,1.5,0.0,3,500,0.040250737838111034,0.013557101997203865,0.004129404375501779,0.041135184714727845,495,0.04438014221361281,0.04537736816527066,0.04113518471472782,0.16328872589392884,0.6129094952396399,0.8242909172240159,-0.2128546040716605,0.26120120714496864,False,201.28794693946838,results/curve_fitting_tuning/fedogda_s_focused_v3/sin/fedogda_s/seed_0/v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p01_cm8_lam0p03_slr1p5
sin,screen_sine,fedogda_s,v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p01_cm12_lam0p01_slr1,0,0.01,12.0,0.01,1.0,0.0,3,500,0.04088055512871008,0.007962457159072883,-6.938893903907228e-18,0.04179784567033934,499,0.040880555128710076,0.04179784567033934,0.041797845670339485,0.16455231162815456,0.6120213561708304,0.8194792778068782,-0.2195229543798664,0.24185975021196066,False,208.0517773628235,results/curve_fitting_tuning/fedogda_s_focused_v3/sin/fedogda_s/seed_0/v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p01_cm12_lam0p01_slr1
sin,screen_sine,fedogda_s,v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p01_cm10_lam0p01_slr1,0,0.01,10.0,0.01,1.0,0.0,3,500,0.041558663922896366,0.006563858623314286,-1.3877787807814457e-17,0.04265840252975346,499,0.04155866392289635,0.04265840252975346,0.04265840252975343,0.164998563183553,0.6581499236095278,0.8286063062828399,-0.20266240823033793,0.24505937966194144,False,208.42961430549622,results/curve_fitting_tuning/fedogda_s_focused_v3/sin/fedogda_s/seed_0/v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p01_cm10_lam0p01_slr1
sin,screen_sine,fedogda_s,v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p0075_cm12_lam0p01_slr1p5,0,0.0075,12.0,0.01,1.5,0.0,3,500,0.041859184924675295,0.008472811759500598,0.00016841738031379838,0.04274383140160947,495,0.042027602304989094,0.042874221297060665,0.04274383140160929,0.15999555150372036,0.7002512214907646,0.796170410231429,-0.23593698809474178,0.24586608369673796,False,207.72933530807495,results/curve_fitting_tuning/fedogda_s_focused_v3/sin/fedogda_s/seed_0/v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p0075_cm12_lam0p01_slr1p5
sin,screen_sine,fedogda_s,v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p01_cm6_lam0p03_slr1p5,0,0.01,6.0,0.03,1.5,0.0,3,500,0.04319906205127871,0.011980863791796841,0.0,0.04449183341386249,499,0.04319906205127871,0.04449183341386249,0.044491833413862515,0.16917486137061086,0.7095157844268252,0.8255429130307066,-0.193103635754086,0.25482963031610195,False,206.81573128700256,results/curve_fitting_tuning/fedogda_s_focused_v3/sin/fedogda_s/seed_0/v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p01_cm6_lam0p03_slr1p5
sin,screen_sine,fedogda_s,v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p01_cm10_lam0p03_slr1,0,0.01,10.0,0.03,1.0,0.0,3,500,0.04324321449577102,0.007811774783409745,0.0,0.044503049797057534,499,0.04324321449577102,0.044503049797057534,0.04450304979705748,0.1700994367288778,0.685436215475207,0.7990824530393881,-0.2385530227880965,0.26438808968016625,False,198.4562952518463,results/curve_fitting_tuning/fedogda_s_focused_v3/sin/fedogda_s/seed_0/v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p01_cm10_lam0p03_slr1
sin,screen_sine,fedogda_s,v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p0075_cm12_lam0p03_slr1p5,0,0.0075,12.0,0.03,1.5,0.0,3,500,0.043387372521132825,0.008079541647925069,-6.938893903907228e-18,0.04453070764031454,499,0.04338737252113282,0.04453070764031454,0.04453070764031481,0.17159575090756124,0.6779784321698268,0.8189398778516105,-0.1960811564644869,0.24030615575631337,False,207.76206040382385,results/curve_fitting_tuning/fedogda_s_focused_v3/sin/fedogda_s/seed_0/v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p0075_cm12_lam0p03_slr1p5
sin,screen_sine,fedogda_s,v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p01_cm12_lam0p03_slr1,0,0.01,12.0,0.03,1.0,0.0,3,500,0.04343373393353204,0.007543656800968295,0.0,0.04454747310646454,499,0.04343373393353204,0.04454747310646454,0.044547473106464404,0.16410635116473432,0.6931165170239599,0.7794913905240777,-0.2656109845346241,0.24275781051682258,False,209.81146216392517,results/curve_fitting_tuning/fedogda_s_focused_v3/sin/fedogda_s/seed_0/v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p01_cm12_lam0p03_slr1
sin,screen_sine,fedogda_s,v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p0075_cm8_lam0p03_slr1p5,0,0.0075,8.0,0.03,1.5,0.0,3,500,0.043906745934407056,0.006859878190568267,-6.938893903907228e-18,0.04533040961139175,499,0.04390674593440705,0.04533040961139175,0.04533040961139169,0.16748688816990803,0.7324174711716203,0.7867434971652857,-0.21720498401033134,0.29253434976748605,False,209.28584599494934,results/curve_fitting_tuning/fedogda_s_focused_v3/sin/fedogda_s/seed_0/v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p0075_cm8_lam0p03_slr1p5
sin,screen_sine,fedogda_s,v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p0075_cm6_lam0p01_slr1p5,0,0.0075,6.0,0.01,1.5,0.0,3,500,0.04405025852111912,0.01238102266810029,0.0022834657133119912,0.044895104398308676,486,0.04633372423443111,0.04680272941677645,0.04489510439830854,0.17318558262951633,0.6303501125499489,0.8097176612932436,-0.19183968122047065,0.23145421773466018,False,207.55825448036194,results/curve_fitting_tuning/fedogda_s_focused_v3/sin/fedogda_s/seed_0/v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p0075_cm6_lam0p01_slr1p5
sin,screen_sine,fedogda_s,v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p0075_cm6_lam0p03_slr1p5,0,0.0075,6.0,0.03,1.5,0.0,3,500,0.04432917711395873,0.007420647662617788,0.0,0.04527879603672109,499,0.04432917711395873,0.04527879603672109,0.045278796036721324,0.1741311648603036,0.6062317211653658,0.8171483729202401,-0.20968294759512124,0.20323260442835964,False,207.40745401382446,results/curve_fitting_tuning/fedogda_s_focused_v3/sin/fedogda_s/seed_0/v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p0075_cm6_lam0p03_slr1p5
sin,screen_sine,fedogda_s,v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p01_cm6_lam0p01_slr1,0,0.01,6.0,0.01,1.0,0.0,3,500,0.04522871655720401,0.009412114077278082,0.0,0.046158900971247724,499,0.04522871655720401,0.046158900971247724,0.0461589009712477,0.17250405798324767,0.6614973835101419,0.794260150276389,-0.20876628284118084,0.2090684855174479,False,206.12647104263306,results/curve_fitting_tuning/fedogda_s_focused_v3/sin/fedogda_s/seed_0/v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p01_cm6_lam0p01_slr1
sin,screen_sine,fedogda_s,v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p01_cm8_lam0p01_slr1,0,0.01,8.0,0.01,1.0,0.0,3,500,0.04564060203661161,0.00700386155299181,6.938893903907228e-18,0.04680794816727593,499,0.04564060203661162,0.04680794816727593,0.0468079481672761,0.17402708065296466,0.6761182181999041,0.7961087185503256,-0.17796114423450407,0.2268709342613286,False,207.13149285316467,results/curve_fitting_tuning/fedogda_s_focused_v3/sin/fedogda_s/seed_0/v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p01_cm8_lam0p01_slr1
sin,screen_sine,fedogda_s,v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p01_cm12_lam0p03_slr1p5,0,0.01,12.0,0.03,1.5,0.0,3,500,0.04620646346459844,0.016352385037250568,-6.938893903907228e-18,0.047432185529359315,499,0.04620646346459843,0.047432185529359315,0.04743218552935958,0.17668194137512605,0.7149478060971994,0.797064270460007,-0.17366040597915305,0.2799742979969068,False,208.15266585350037,results/curve_fitting_tuning/fedogda_s_focused_v3/sin/fedogda_s/seed_0/v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p01_cm12_lam0p03_slr1p5
sin,screen_sine,fedogda_s,v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p0075_cm10_lam0p03_slr1p5,0,0.0075,10.0,0.03,1.5,0.0,3,500,0.04663115828511687,0.00799787352109529,0.0008104935908954183,0.047739105044338835,475,0.047441651876012285,0.04867969134986268,0.04773910504433885,0.17656106499504526,0.6607455423797728,0.7817059437685054,-0.22819969553028321,0.19509108815840448,False,200.54354548454285,results/curve_fitting_tuning/fedogda_s_focused_v3/sin/fedogda_s/seed_0/v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p0075_cm10_lam0p03_slr1p5
sin,screen_sine,fedogda_s,v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p01_cm6_lam0p03_slr1,0,0.01,6.0,0.03,1.0,0.0,3,500,0.04748633169026982,0.006454285855036488,0.0,0.048782616424454396,499,0.04748633169026982,0.048782616424454396,0.048782616424454514,0.17811863988556423,0.7030669867974517,0.7720075709417948,-0.19471007979104474,0.2610173267456902,False,207.6877884864807,results/curve_fitting_tuning/fedogda_s_focused_v3/sin/fedogda_s/seed_0/v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p01_cm6_lam0p03_slr1
sin,screen_sine,fedogda_s,v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p005_cm12_lam0p01_slr1p5,0,0.005,12.0,0.01,1.5,0.0,3,500,0.05059434896753634,0.004870712614368684,0.0003915272409187598,0.05200091219270896,492,0.0509858762084551,0.05199275343894915,0.05200091219270896,0.17985118985700013,0.740603844738194,0.730951013551084,-0.2659746364766416,0.309697491297617,False,209.1192262172699,results/curve_fitting_tuning/fedogda_s_focused_v3/sin/fedogda_s/seed_0/v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p005_cm12_lam0p01_slr1p5
sin,screen_sine,fedogda_s,v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p005_cm10_lam0p01_slr1p5,0,0.005,10.0,0.01,1.5,0.0,3,500,0.051531055671724925,0.005272014165795749,0.0006842136077178235,0.05290919467503166,492,0.05221526927944275,0.053177641217000304,0.052909194675031475,0.1833090828420337,0.734457278347469,0.7264110590541535,-0.27471268242255,0.3027166275012573,False,205.0823016166687,results/curve_fitting_tuning/fedogda_s_focused_v3/sin/fedogda_s/seed_0/v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p005_cm10_lam0p01_slr1p5
sin,screen_sine,fedogda_s,v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p0075_cm12_lam0p01_slr1,0,0.0075,12.0,0.01,1.0,0.0,3,500,0.05216415451853453,0.00427111245547188,0.0,0.053465725922704245,499,0.05216415451853453,0.053465725922704245,0.053465725922704224,0.18438260151284533,0.7275026254354553,0.7270889122574844,-0.2800279855242281,0.2768950252882181,False,206.46555519104004,results/curve_fitting_tuning/fedogda_s_focused_v3/sin/fedogda_s/seed_0/v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p0075_cm12_lam0p01_slr1
sin,screen_sine,fedogda_s,v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p0075_cm8_lam0p03_slr1,0,0.0075,8.0,0.03,1.0,0.0,3,500,0.05317685027279142,0.0041578114913718035,-6.938893903907228e-18,0.05453890076843778,499,0.05317685027279141,0.05453890076843778,0.05453890076843811,0.18701272083288153,0.726258090482383,0.7200655697577544,-0.2737578608818639,0.2953103323540331,False,199.499773979187,results/curve_fitting_tuning/fedogda_s_focused_v3/sin/fedogda_s/seed_0/v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p0075_cm8_lam0p03_slr1
sin,screen_sine,fedogda_s,v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p0075_cm10_lam0p01_slr1,0,0.0075,10.0,0.01,1.0,0.0,3,500,0.053752664895538586,0.005112668155990249,2.7755575615628914e-17,0.05498277306758925,499,0.053752664895538614,0.05498277306758925,0.054982773067589266,0.18585424671625358,0.7740999523490724,0.7140764860789813,-0.34262930512655354,0.26119826586754435,False,208.04322028160095,results/curve_fitting_tuning/fedogda_s_focused_v3/sin/fedogda_s/seed_0/v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p0075_cm10_lam0p01_slr1
sin,screen_sine,fedogda_s,v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p005_cm10_lam0p03_slr1p5,0,0.005,10.0,0.03,1.5,0.0,3,500,0.05383903925255514,0.0041278924994913885,0.0,0.05507254278702012,499,0.05383903925255514,0.05507254278702012,0.055072542787020506,0.18832472294928357,0.751285090211995,0.7199407601895593,-0.3080481883301128,0.25419699396598416,False,209.4526093006134,results/curve_fitting_tuning/fedogda_s_focused_v3/sin/fedogda_s/seed_0/v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p005_cm10_lam0p03_slr1p5
sin,screen_sine,fedogda_s,v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p0075_cm8_lam0p01_slr1,0,0.0075,8.0,0.01,1.0,0.0,3,500,0.054347422172782794,0.005564586455286273,0.0,0.05547931136630378,499,0.054347422172782794,0.05547931136630378,0.055479311366304344,0.18756604263677,0.7865104892040209,0.7144586586228238,-0.35618399832698927,0.2259400307938742,False,199.07417845726013,results/curve_fitting_tuning/fedogda_s_focused_v3/sin/fedogda_s/seed_0/v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p0075_cm8_lam0p01_slr1
sin,screen_sine,fedogda_s,v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p0075_cm10_lam0p03_slr1,0,0.0075,10.0,0.03,1.0,0.0,3,500,0.054477130008824405,0.0037501329185300144,0.0,0.05609349353873531,499,0.054477130008824405,0.05609349353873531,0.05609349353873547,0.1891448480376444,0.7755695921316448,0.7054148129097754,-0.24732476723971092,0.37144092270274903,False,200.53363347053528,results/curve_fitting_tuning/fedogda_s_focused_v3/sin/fedogda_s/seed_0/v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p0075_cm10_lam0p03_slr1
sin,screen_sine,fedogda_s,v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p01_cm8_lam0p03_slr1,0,0.01,8.0,0.03,1.0,0.0,3,500,0.05491285015690172,0.006332345020845054,0.0,0.05654390388353841,499,0.05491285015690172,0.05654390388353841,0.056543903883538,0.1907642267924504,0.7880465084142048,0.717249787245381,-0.1667010101159464,0.38178403861514354,False,208.8196258544922,results/curve_fitting_tuning/fedogda_s_focused_v3/sin/fedogda_s/seed_0/v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p01_cm8_lam0p03_slr1
sin,screen_sine,fedogda_s,v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p005_cm12_lam0p03_slr1p5,0,0.005,12.0,0.03,1.5,0.0,3,500,0.05505021658914038,0.003576602671308784,-1.3877787807814457e-17,0.0565822794734661,499,0.05505021658914037,0.0565822794734661,0.05658227947346612,0.19083733801911537,0.7580450414315847,0.7021024485522375,-0.27945885279783944,0.34861091563005864,False,199.83807826042175,results/curve_fitting_tuning/fedogda_s_focused_v3/sin/fedogda_s/seed_0/v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p005_cm12_lam0p03_slr1p5
sin,screen_sine,fedogda_s,v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p004_cm12_lam0p01_slr1p5,0,0.004,12.0,0.01,1.5,0.0,3,500,0.0551663643291839,0.0035644772361278065,0.0014824792539100823,0.056661879020946694,492,0.05664884358309398,0.05771261148412168,0.05666187902094623,0.1897101948362802,0.7621265084327319,0.6961651224696352,-0.3278731743860876,0.34755449724778414,False,207.55945539474487,results/curve_fitting_tuning/fedogda_s_focused_v3/sin/fedogda_s/seed_0/v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p004_cm12_lam0p01_slr1p5
sin,screen_sine,fedogda_s,v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p005_cm8_lam0p01_slr1p5,0,0.005,8.0,0.01,1.5,0.0,3,500,0.056388319768531196,0.0054107533902489294,0.0013688309207396873,0.057775752856404,492,0.057757150689270884,0.0588317652043612,0.05777575285640352,0.19294705570958723,0.7722635257317514,0.691087970444935,-0.3477190488387796,0.31567705552218767,False,201.06868481636047,results/curve_fitting_tuning/fedogda_s_focused_v3/sin/fedogda_s/seed_0/v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p005_cm8_lam0p01_slr1p5
sin,screen_sine,fedogda_s,v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p0075_cm12_lam0p03_slr1,0,0.0075,12.0,0.03,1.0,0.0,3,500,0.056753307890227485,0.004370729159930863,6.938893903907228e-18,0.058157262156550905,499,0.05675330789022749,0.058157262156550905,0.05815726215655108,0.19475681976259288,0.749295273783203,0.6936416770795758,-0.3175056063348637,0.3202323445891571,False,207.31556224822998,results/curve_fitting_tuning/fedogda_s_focused_v3/sin/fedogda_s/seed_0/v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p0075_cm12_lam0p03_slr1
sin,screen_sine,fedogda_s,v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p004_cm12_lam0p03_slr1p5,0,0.004,12.0,0.03,1.5,0.0,3,500,0.05878120233600209,0.0029732839222092297,0.00048059290520084674,0.06026790386488497,487,0.05926179524120294,0.060546093583522476,0.06026790386488483,0.1991466229140207,0.7605450866523799,0.6760904111040784,-0.33211394191482535,0.34417465287135596,False,207.3307385444641,results/curve_fitting_tuning/fedogda_s_focused_v3/sin/fedogda_s/seed_0/v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p004_cm12_lam0p03_slr1p5
sin,screen_sine,fedogda_s,v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p005_cm8_lam0p03_slr1p5,0,0.005,8.0,0.03,1.5,0.0,3,500,0.05986971898182204,0.004327615262743886,0.0007703968965019833,0.061438849782547836,492,0.060640115878324026,0.061823694175786696,0.06143884978254778,0.19857939002986677,0.7959119313639886,0.661824720593019,-0.3848174829514448,0.3758378228797385,False,207.38661217689514,results/curve_fitting_tuning/fedogda_s_focused_v3/sin/fedogda_s/seed_0/v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p005_cm8_lam0p03_slr1p5
sin,screen_sine,fedogda_s,v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p004_cm10_lam0p01_slr1p5,0,0.004,10.0,0.01,1.5,0.0,3,500,0.06031787960317915,0.0036879006508614186,0.0019768582826215075,0.06195606045265595,492,0.06229473788580066,0.06361537125638063,0.06195606045265571,0.2001289904560125,0.7893764236261971,0.6584304869366869,-0.3580702840549893,0.39562870893880175,False,206.49322509765625,results/curve_fitting_tuning/fedogda_s_focused_v3/sin/fedogda_s/seed_0/v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p004_cm10_lam0p01_slr1p5
sin,screen_sine,fedogda_s,v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p0075_cm6_lam0p01_slr1,0,0.0075,6.0,0.01,1.0,0.0,3,500,0.060360869600257605,0.005205607417951016,0.0013641682514595813,0.061963699899334986,492,0.061725037851717186,0.06314679601102512,0.061963699899335256,0.19980839638158027,0.7926108314549961,0.657706909040461,-0.37515803621005256,0.3865889416902013,False,200.40542674064636,results/curve_fitting_tuning/fedogda_s_focused_v3/sin/fedogda_s/seed_0/v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p0075_cm6_lam0p01_slr1
sin,screen_sine,fedogda_s,v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p0075_cm6_lam0p03_slr1,0,0.0075,6.0,0.03,1.0,0.0,3,500,0.06089312006128608,0.004219938724902524,0.0003819494472947216,0.06252279966556462,492,0.061275069508580804,0.06272210456664162,0.06252279966556507,0.20076198401870382,0.7950965970207888,0.6533052160376366,-0.3790216943554173,0.39527306335452483,False,200.8884789943695,results/curve_fitting_tuning/fedogda_s_focused_v3/sin/fedogda_s/seed_0/v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p0075_cm6_lam0p03_slr1
sin,screen_sine,fedogda_s,v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p004_cm10_lam0p03_slr1p5,0,0.004,10.0,0.03,1.5,0.0,3,500,0.06098266605561612,0.0029824646600611258,0.001533104502146769,0.06260225178153568,492,0.06251577055776289,0.0637850833400981,0.06260225178153603,0.20151686503868171,0.7932067141718484,0.6530045250987484,-0.3789367637663242,0.3926655899833318,False,208.2329819202423,results/curve_fitting_tuning/fedogda_s_focused_v3/sin/fedogda_s/seed_0/v3_screen_sine_sin_fedogda_s_seed0_alpha1_T500_R3_batch256_glr0p004_cm10_lam0p03_slr1p5
