source_family,dataset,method,method_label,alpha,seed,prediction_key_used,curve_mse,curve_mae,curve_max_abs_error,best_validation_mse,test_mse_at_best_validation,final_test_mse,included,prediction_path,result_dir
base_sweep,linear,fedogda_d,FedOGDA-D,0.5,2,best_validation_prediction,0.0073101378474928,0.0709242661896257,0.3685751624192503,0.0071824633401492,0.0073101378474929,0.0073101378474929,True,results/rerun_protocol_v1/linear/fedogda_d/seed_2/rerun_protocol_v1_linear_fedogda_d_seed2_alpha0p5/predictions.npz,results/rerun_protocol_v1/linear/fedogda_d/seed_2/rerun_protocol_v1_linear_fedogda_d_seed2_alpha0p5
base_sweep,linear,fedogda_d,FedOGDA-D,1.0,0,best_validation_prediction,0.0004421956832766,0.0165761785370447,0.1113822626093385,0.0004411363103029,0.0004421956832766,0.0005809579606677,True,results/rerun_protocol_v1/linear/fedogda_d/seed_0/rerun_protocol_v1_linear_fedogda_d_seed0_alpha1p0/predictions.npz,results/rerun_protocol_v1/linear/fedogda_d/seed_0/rerun_protocol_v1_linear_fedogda_d_seed0_alpha1p0
base_sweep,linear,fedogda_d,FedOGDA-D,1.0,1,best_validation_prediction,0.0007688399388399,0.0225849569674931,0.1255407003296575,0.0007656886480202,0.0007688399388399,0.0011839151730021,True,results/rerun_protocol_v1/linear/fedogda_d/seed_1/rerun_protocol_v1_linear_fedogda_d_seed1_alpha1p0/predictions.npz,results/rerun_protocol_v1/linear/fedogda_d/seed_1/rerun_protocol_v1_linear_fedogda_d_seed1_alpha1p0
base_sweep,linear,fedogda_d,FedOGDA-D,1.0,2,best_validation_prediction,0.0072371062881135,0.0705661501336281,0.3678650944438719,0.0071141831772744,0.0072371062881135,0.0072371062881135,True,results/rerun_protocol_v1/linear/fedogda_d/seed_2/rerun_protocol_v1_linear_fedogda_d_seed2_alpha1p0/predictions.npz,results/rerun_protocol_v1/linear/fedogda_d/seed_2/rerun_protocol_v1_linear_fedogda_d_seed2_alpha1p0
base_sweep,linear,fedogda_s,FedOGDA-S,0.1,0,best_validation_prediction,0.0012622439249028,0.0221970508447226,0.2429099321963346,0.0012675884443516,0.0012622439249028,0.0019264149138423,True,results/rerun_protocol_v1/linear/fedogda_s/seed_0/rerun_protocol_v1_linear_fedogda_s_seed0_alpha0p1/predictions.npz,results/rerun_protocol_v1/linear/fedogda_s/seed_0/rerun_protocol_v1_linear_fedogda_s_seed0_alpha0p1
base_sweep,linear,fedogda_s,FedOGDA-S,0.1,1,best_validation_prediction,0.0008752994345104,0.0260072296342389,0.1248151967571666,0.0008709648846947,0.0008752994345104,0.0012667877245754,True,results/rerun_protocol_v1/linear/fedogda_s/seed_1/rerun_protocol_v1_linear_fedogda_s_seed1_alpha0p1/predictions.npz,results/rerun_protocol_v1/linear/fedogda_s/seed_1/rerun_protocol_v1_linear_fedogda_s_seed1_alpha0p1
base_sweep,linear,fedogda_s,FedOGDA-S,0.1,2,best_validation_prediction,0.0062367240918849,0.0649065847951975,0.3390130559969799,0.0060973828478771,0.0062367240918849,0.0062367240918849,True,results/rerun_protocol_v1/linear/fedogda_s/seed_2/rerun_protocol_v1_linear_fedogda_s_seed2_alpha0p1/predictions.npz,results/rerun_protocol_v1/linear/fedogda_s/seed_2/rerun_protocol_v1_linear_fedogda_s_seed2_alpha0p1
base_sweep,linear,fedogda_s,FedOGDA-S,0.5,0,best_validation_prediction,0.0007847149540269,0.018463808295314,0.1556925034326979,0.0007822137267112,0.0007847149540269,0.0011582412758197,True,results/rerun_protocol_v1/linear/fedogda_s/seed_0/rerun_protocol_v1_linear_fedogda_s_seed0_alpha0p5/predictions.npz,results/rerun_protocol_v1/linear/fedogda_s/seed_0/rerun_protocol_v1_linear_fedogda_s_seed0_alpha0p5
base_sweep,linear,fedogda_s,FedOGDA-S,0.5,1,best_validation_prediction,0.0007672509647585,0.021577747114817,0.1128700499404213,0.0007639782529321,0.0007672509647585,0.002052883076729,True,results/rerun_protocol_v1/linear/fedogda_s/seed_1/rerun_protocol_v1_linear_fedogda_s_seed1_alpha0p5/predictions.npz,results/rerun_protocol_v1/linear/fedogda_s/seed_1/rerun_protocol_v1_linear_fedogda_s_seed1_alpha0p5
base_sweep,linear,fedogda_s,FedOGDA-S,0.5,2,best_validation_prediction,0.0072510527533622,0.071068942471834,0.3294780910553589,0.007075657910292,0.0072510527533622,0.0072510527533622,True,results/rerun_protocol_v1/linear/fedogda_s/seed_2/rerun_protocol_v1_linear_fedogda_s_seed2_alpha0p5/predictions.npz,results/rerun_protocol_v1/linear/fedogda_s/seed_2/rerun_protocol_v1_linear_fedogda_s_seed2_alpha0p5
base_sweep,linear,fedogda_s,FedOGDA-S,1.0,0,best_validation_prediction,0.0003871207879862,0.0168093392279439,0.1098160896816951,0.0003851227021513,0.0003871207879862,0.001592070617061,True,results/rerun_protocol_v1/linear/fedogda_s/seed_0/rerun_protocol_v1_linear_fedogda_s_seed0_alpha1p0/predictions.npz,results/rerun_protocol_v1/linear/fedogda_s/seed_0/rerun_protocol_v1_linear_fedogda_s_seed0_alpha1p0
base_sweep,linear,fedogda_s,FedOGDA-S,1.0,1,best_validation_prediction,0.0007490467925889,0.0227626316142882,0.0833537463398974,0.0007430554121704,0.0007490467925889,0.0012842777566505,True,results/rerun_protocol_v1/linear/fedogda_s/seed_1/rerun_protocol_v1_linear_fedogda_s_seed1_alpha1p0/predictions.npz,results/rerun_protocol_v1/linear/fedogda_s/seed_1/rerun_protocol_v1_linear_fedogda_s_seed1_alpha1p0
base_sweep,linear,fedogda_s,FedOGDA-S,1.0,2,best_validation_prediction,0.006598469925796,0.06644571797626,0.3833636913062193,0.0065150092589236,0.006598469925796,0.006598469925796,True,results/rerun_protocol_v1/linear/fedogda_s/seed_2/rerun_protocol_v1_linear_fedogda_s_seed2_alpha1p0/predictions.npz,results/rerun_protocol_v1/linear/fedogda_s/seed_2/rerun_protocol_v1_linear_fedogda_s_seed2_alpha1p0
base_sweep,sin,fedgda_d,FedGDA-D,0.1,0,best_validation_prediction,0.0900098761932639,0.2467664427281525,0.9846364927516332,0.0873881748712739,0.0900098761932638,0.0900098761932638,True,results/rerun_protocol_v1/sin/fedgda_d/seed_0/rerun_protocol_v1_sin_fedgda_d_seed0_alpha0p1/predictions.npz,results/rerun_protocol_v1/sin/fedgda_d/seed_0/rerun_protocol_v1_sin_fedgda_d_seed0_alpha0p1
base_sweep,sin,fedgda_d,FedGDA-D,0.1,1,best_validation_prediction,0.0810931492497202,0.240479725766857,0.8324983209100785,0.0792761727084046,0.0810931492497198,0.0869695574480628,True,results/rerun_protocol_v1/sin/fedgda_d/seed_1/rerun_protocol_v1_sin_fedgda_d_seed1_alpha0p1/predictions.npz,results/rerun_protocol_v1/sin/fedgda_d/seed_1/rerun_protocol_v1_sin_fedgda_d_seed1_alpha0p1
base_sweep,sin,fedgda_d,FedGDA-D,0.1,2,best_validation_prediction,0.0873588048842143,0.2485453079510286,1.0229402634438325,0.0843723899663483,0.087358804884214,0.0874616845633023,True,results/rerun_protocol_v1/sin/fedgda_d/seed_2/rerun_protocol_v1_sin_fedgda_d_seed2_alpha0p1/predictions.npz,results/rerun_protocol_v1/sin/fedgda_d/seed_2/rerun_protocol_v1_sin_fedgda_d_seed2_alpha0p1
base_sweep,sin,fedgda_d,FedGDA-D,0.5,0,best_validation_prediction,0.0901691072308285,0.2465152508571687,0.987974292058154,0.0875315266330157,0.0901691072308283,0.0901691072308283,True,results/rerun_protocol_v1/sin/fedgda_d/seed_0/rerun_protocol_v1_sin_fedgda_d_seed0_alpha0p5/predictions.npz,results/rerun_protocol_v1/sin/fedgda_d/seed_0/rerun_protocol_v1_sin_fedgda_d_seed0_alpha0p5
base_sweep,sin,fedgda_d,FedGDA-D,0.5,1,best_validation_prediction,0.08109686035711,0.240227791347606,0.8376345134571553,0.0792586111256985,0.0810968603571106,0.0861627202145217,True,results/rerun_protocol_v1/sin/fedgda_d/seed_1/rerun_protocol_v1_sin_fedgda_d_seed1_alpha0p5/predictions.npz,results/rerun_protocol_v1/sin/fedgda_d/seed_1/rerun_protocol_v1_sin_fedgda_d_seed1_alpha0p5
base_sweep,sin,fedgda_d,FedGDA-D,0.5,2,best_validation_prediction,0.0873224635590061,0.2484509264859061,1.0244466938171153,0.0843309346093111,0.087322463559006,0.0874974316267286,True,results/rerun_protocol_v1/sin/fedgda_d/seed_2/rerun_protocol_v1_sin_fedgda_d_seed2_alpha0p5/predictions.npz,results/rerun_protocol_v1/sin/fedgda_d/seed_2/rerun_protocol_v1_sin_fedgda_d_seed2_alpha0p5
base_sweep,sin,fedgda_d,FedGDA-D,1.0,0,best_validation_prediction,0.0900600729460792,0.2465251484080134,0.990866280409548,0.0874083651831601,0.0900600729460791,0.0900600729460791,True,results/rerun_protocol_v1/sin/fedgda_d/seed_0/rerun_protocol_v1_sin_fedgda_d_seed0_alpha1p0/predictions.npz,results/rerun_protocol_v1/sin/fedgda_d/seed_0/rerun_protocol_v1_sin_fedgda_d_seed0_alpha1p0
base_sweep,sin,fedgda_d,FedGDA-D,1.0,1,best_validation_prediction,0.081030727470045,0.2405799196158197,0.8285833755727552,0.0792318304322165,0.0810307274700448,0.0862135237609412,True,results/rerun_protocol_v1/sin/fedgda_d/seed_1/rerun_protocol_v1_sin_fedgda_d_seed1_alpha1p0/predictions.npz,results/rerun_protocol_v1/sin/fedgda_d/seed_1/rerun_protocol_v1_sin_fedgda_d_seed1_alpha1p0
base_sweep,sin,fedgda_d,FedGDA-D,1.0,2,best_validation_prediction,0.0872297883039324,0.2482125208982925,1.0231960567172491,0.0842470175648451,0.0872297883039328,0.0874116120031301,True,results/rerun_protocol_v1/sin/fedgda_d/seed_2/rerun_protocol_v1_sin_fedgda_d_seed2_alpha1p0/predictions.npz,results/rerun_protocol_v1/sin/fedgda_d/seed_2/rerun_protocol_v1_sin_fedgda_d_seed2_alpha1p0
base_sweep,sin,fedgda_s,FedGDA-S,0.1,0,best_validation_prediction,0.0837320533183686,0.2340197437945025,1.007452924607558,0.0818945396412247,0.0837320533183688,0.0845600778228879,True,results/rerun_protocol_v1/sin/fedgda_s/seed_0/rerun_protocol_v1_sin_fedgda_s_seed0_alpha0p1/predictions.npz,results/rerun_protocol_v1/sin/fedgda_s/seed_0/rerun_protocol_v1_sin_fedgda_s_seed0_alpha0p1
base_sweep,sin,fedgda_s,FedGDA-S,0.1,1,best_validation_prediction,0.0725287397657262,0.2189436576665392,0.8685112619734857,0.0708039268367244,0.0725287397657261,0.0742767901123543,True,results/rerun_protocol_v1/sin/fedgda_s/seed_1/rerun_protocol_v1_sin_fedgda_s_seed1_alpha0p1/predictions.npz,results/rerun_protocol_v1/sin/fedgda_s/seed_1/rerun_protocol_v1_sin_fedgda_s_seed1_alpha0p1
base_sweep,sin,fedgda_s,FedGDA-S,0.1,2,best_validation_prediction,0.080110099842182,0.237123935379502,0.8663734132213999,0.0782855384804366,0.0801100998421825,0.0826077725238815,True,results/rerun_protocol_v1/sin/fedgda_s/seed_2/rerun_protocol_v1_sin_fedgda_s_seed2_alpha0p1/predictions.npz,results/rerun_protocol_v1/sin/fedgda_s/seed_2/rerun_protocol_v1_sin_fedgda_s_seed2_alpha0p1
base_sweep,sin,fedgda_s,FedGDA-S,0.5,0,best_validation_prediction,0.0808446501255546,0.2406996603027468,0.8563923293252715,0.0792361134606482,0.0808446501255546,0.0816933093903071,True,results/rerun_protocol_v1/sin/fedgda_s/seed_0/rerun_protocol_v1_sin_fedgda_s_seed0_alpha0p5/predictions.npz,results/rerun_protocol_v1/sin/fedgda_s/seed_0/rerun_protocol_v1_sin_fedgda_s_seed0_alpha0p5
base_sweep,sin,fedgda_s,FedGDA-S,0.5,1,best_validation_prediction,0.0708797547432649,0.2252463759837043,0.7876942888884686,0.0696237538934037,0.0708797547432649,0.0797272999799262,True,results/rerun_protocol_v1/sin/fedgda_s/seed_1/rerun_protocol_v1_sin_fedgda_s_seed1_alpha0p5/predictions.npz,results/rerun_protocol_v1/sin/fedgda_s/seed_1/rerun_protocol_v1_sin_fedgda_s_seed1_alpha0p5
base_sweep,sin,fedgda_s,FedGDA-S,0.5,2,best_validation_prediction,0.082377999023,0.2421098444715785,0.919347017947822,0.0800534094399952,0.0823779990229996,0.0834791484525208,True,results/rerun_protocol_v1/sin/fedgda_s/seed_2/rerun_protocol_v1_sin_fedgda_s_seed2_alpha0p5/predictions.npz,results/rerun_protocol_v1/sin/fedgda_s/seed_2/rerun_protocol_v1_sin_fedgda_s_seed2_alpha0p5
base_sweep,sin,fedgda_s,FedGDA-S,1.0,0,best_validation_prediction,0.0797854929083988,0.2280582528878717,0.9579635459536188,0.077858349104723,0.0797854929083989,0.0810871719098718,True,results/rerun_protocol_v1/sin/fedgda_s/seed_0/rerun_protocol_v1_sin_fedgda_s_seed0_alpha1p0/predictions.npz,results/rerun_protocol_v1/sin/fedgda_s/seed_0/rerun_protocol_v1_sin_fedgda_s_seed0_alpha1p0
base_sweep,sin,fedgda_s,FedGDA-S,1.0,1,best_validation_prediction,0.0756283265223583,0.2270372324963785,0.8374499356950946,0.0737639576598922,0.0756283265223583,0.0803896778833864,True,results/rerun_protocol_v1/sin/fedgda_s/seed_1/rerun_protocol_v1_sin_fedgda_s_seed1_alpha1p0/predictions.npz,results/rerun_protocol_v1/sin/fedgda_s/seed_1/rerun_protocol_v1_sin_fedgda_s_seed1_alpha1p0
base_sweep,sin,fedgda_s,FedGDA-S,1.0,2,best_validation_prediction,0.0805138040654369,0.2368727540348427,0.894920701777058,0.0787610110332211,0.0805138040654371,0.0834056959803923,True,results/rerun_protocol_v1/sin/fedgda_s/seed_2/rerun_protocol_v1_sin_fedgda_s_seed2_alpha1p0/predictions.npz,results/rerun_protocol_v1/sin/fedgda_s/seed_2/rerun_protocol_v1_sin_fedgda_s_seed2_alpha1p0
base_sweep,sin,fedogda_d,FedOGDA-D,0.1,0,best_validation_prediction,0.0899245297727739,0.2468357851538341,0.9839612635478472,0.087306127358294,0.0899245297727738,0.0899245297727738,True,results/rerun_protocol_v1/sin/fedogda_d/seed_0/rerun_protocol_v1_sin_fedogda_d_seed0_alpha0p1/predictions.npz,results/rerun_protocol_v1/sin/fedogda_d/seed_0/rerun_protocol_v1_sin_fedogda_d_seed0_alpha0p1
base_sweep,sin,fedogda_d,FedOGDA-D,0.1,1,best_validation_prediction,0.0812149424941836,0.2379730683496849,0.8825310152273538,0.0792182448861643,0.0812149424941832,0.0862070769250074,True,results/rerun_protocol_v1/sin/fedogda_d/seed_1/rerun_protocol_v1_sin_fedogda_d_seed1_alpha0p1/predictions.npz,results/rerun_protocol_v1/sin/fedogda_d/seed_1/rerun_protocol_v1_sin_fedogda_d_seed1_alpha0p1
base_sweep,sin,fedogda_d,FedOGDA-D,0.1,2,best_validation_prediction,0.087495291888023,0.2481016685436068,1.0286147701205404,0.0844783501645401,0.0874952918880233,0.0877857116232272,True,results/rerun_protocol_v1/sin/fedogda_d/seed_2/rerun_protocol_v1_sin_fedogda_d_seed2_alpha0p1/predictions.npz,results/rerun_protocol_v1/sin/fedogda_d/seed_2/rerun_protocol_v1_sin_fedogda_d_seed2_alpha0p1
base_sweep,sin,fedogda_d,FedOGDA-D,0.5,0,best_validation_prediction,0.0901789477397345,0.2464402598827935,0.9864320082159,0.087551818657594,0.0901789477397344,0.0901789477397344,True,results/rerun_protocol_v1/sin/fedogda_d/seed_0/rerun_protocol_v1_sin_fedogda_d_seed0_alpha0p5/predictions.npz,results/rerun_protocol_v1/sin/fedogda_d/seed_0/rerun_protocol_v1_sin_fedogda_d_seed0_alpha0p5
base_sweep,sin,fedogda_d,FedOGDA-D,0.5,1,best_validation_prediction,0.0811763438678976,0.2379256717763589,0.8816812737511135,0.0791832742366355,0.0811763438678972,0.0858937996524895,True,results/rerun_protocol_v1/sin/fedogda_d/seed_1/rerun_protocol_v1_sin_fedogda_d_seed1_alpha0p5/predictions.npz,results/rerun_protocol_v1/sin/fedogda_d/seed_1/rerun_protocol_v1_sin_fedogda_d_seed1_alpha0p5
base_sweep,sin,fedogda_d,FedOGDA-D,0.5,2,best_validation_prediction,0.0874631918214395,0.247956300024879,1.02997875805602,0.084441394961457,0.0874631918214393,0.0878878972100038,True,results/rerun_protocol_v1/sin/fedogda_d/seed_2/rerun_protocol_v1_sin_fedogda_d_seed2_alpha0p5/predictions.npz,results/rerun_protocol_v1/sin/fedogda_d/seed_2/rerun_protocol_v1_sin_fedogda_d_seed2_alpha0p5
base_sweep,sin,fedogda_d,FedOGDA-D,1.0,0,best_validation_prediction,0.0899948868065071,0.2464899805670788,0.9898814575240787,0.0873509794934153,0.089994886806507,0.089994886806507,True,results/rerun_protocol_v1/sin/fedogda_d/seed_0/rerun_protocol_v1_sin_fedogda_d_seed0_alpha1p0/predictions.npz,results/rerun_protocol_v1/sin/fedogda_d/seed_0/rerun_protocol_v1_sin_fedogda_d_seed0_alpha1p0
base_sweep,sin,fedogda_d,FedOGDA-D,1.0,1,best_validation_prediction,0.08107782502352,0.2384376531062361,0.8738113014888849,0.0791237508657766,0.0810778250235202,0.0859740048615439,True,results/rerun_protocol_v1/sin/fedogda_d/seed_1/rerun_protocol_v1_sin_fedogda_d_seed1_alpha1p0/predictions.npz,results/rerun_protocol_v1/sin/fedogda_d/seed_1/rerun_protocol_v1_sin_fedogda_d_seed1_alpha1p0
base_sweep,sin,fedogda_d,FedOGDA-D,1.0,2,best_validation_prediction,0.0873950406225538,0.2477075869586635,1.0298722230748256,0.0843763630030839,0.0873950406225542,0.0878342638866547,True,results/rerun_protocol_v1/sin/fedogda_d/seed_2/rerun_protocol_v1_sin_fedogda_d_seed2_alpha1p0/predictions.npz,results/rerun_protocol_v1/sin/fedogda_d/seed_2/rerun_protocol_v1_sin_fedogda_d_seed2_alpha1p0
base_sweep,sin,fedogda_s,FedOGDA-S,0.1,0,best_validation_prediction,0.0901094545534564,0.2487976093775505,1.0112435281700438,0.0873217661487672,0.0901094545534573,0.0933901174207899,True,results/rerun_protocol_v1/sin/fedogda_s/seed_0/rerun_protocol_v1_sin_fedogda_s_seed0_alpha0p1/predictions.npz,results/rerun_protocol_v1/sin/fedogda_s/seed_0/rerun_protocol_v1_sin_fedogda_s_seed0_alpha0p1
base_sweep,sin,fedogda_s,FedOGDA-S,0.1,1,best_validation_prediction,0.0801105057483446,0.2425370850525439,0.767875612506453,0.0786726263673733,0.0801105057483442,0.0878691798717653,True,results/rerun_protocol_v1/sin/fedogda_s/seed_1/rerun_protocol_v1_sin_fedogda_s_seed1_alpha0p1/predictions.npz,results/rerun_protocol_v1/sin/fedogda_s/seed_1/rerun_protocol_v1_sin_fedogda_s_seed1_alpha0p1
base_sweep,sin,fedogda_s,FedOGDA-S,0.1,2,best_validation_prediction,0.0866081637856715,0.2495265898436424,0.9837946299108477,0.0838266672209072,0.0866081637856707,0.0916405684315136,True,results/rerun_protocol_v1/sin/fedogda_s/seed_2/rerun_protocol_v1_sin_fedogda_s_seed2_alpha0p1/predictions.npz,results/rerun_protocol_v1/sin/fedogda_s/seed_2/rerun_protocol_v1_sin_fedogda_s_seed2_alpha0p1
base_sweep,sin,fedogda_s,FedOGDA-S,0.5,0,best_validation_prediction,0.0905828244704477,0.2475719577714172,1.013089971904823,0.0877877491993261,0.0905828244704472,0.0906174666868943,True,results/rerun_protocol_v1/sin/fedogda_s/seed_0/rerun_protocol_v1_sin_fedogda_s_seed0_alpha0p5/predictions.npz,results/rerun_protocol_v1/sin/fedogda_s/seed_0/rerun_protocol_v1_sin_fedogda_s_seed0_alpha0p5
base_sweep,sin,fedogda_s,FedOGDA-S,0.5,1,best_validation_prediction,0.0805648679465236,0.2380860322223858,0.8458828701626055,0.0787147350235261,0.0805648679465236,0.0861717312897127,True,results/rerun_protocol_v1/sin/fedogda_s/seed_1/rerun_protocol_v1_sin_fedogda_s_seed1_alpha0p5/predictions.npz,results/rerun_protocol_v1/sin/fedogda_s/seed_1/rerun_protocol_v1_sin_fedogda_s_seed1_alpha0p5
base_sweep,sin,fedogda_s,FedOGDA-S,0.5,2,best_validation_prediction,0.0872730420307376,0.2494049452131034,1.022111562838798,0.0843016292883356,0.0872730420307373,0.0897921894839911,True,results/rerun_protocol_v1/sin/fedogda_s/seed_2/rerun_protocol_v1_sin_fedogda_s_seed2_alpha0p5/predictions.npz,results/rerun_protocol_v1/sin/fedogda_s/seed_2/rerun_protocol_v1_sin_fedogda_s_seed2_alpha0p5
base_sweep,sin,fedogda_s,FedOGDA-S,1.0,0,best_validation_prediction,0.0904347854926972,0.2509388869873584,1.0008614989417044,0.0876600997547456,0.0904347854926974,0.0908314418088221,True,results/rerun_protocol_v1/sin/fedogda_s/seed_0/rerun_protocol_v1_sin_fedogda_s_seed0_alpha1p0/predictions.npz,results/rerun_protocol_v1/sin/fedogda_s/seed_0/rerun_protocol_v1_sin_fedogda_s_seed0_alpha1p0
base_sweep,sin,fedogda_s,FedOGDA-S,1.0,1,best_validation_prediction,0.0804718767803214,0.2401843233668219,0.8561439288208792,0.0789124946122136,0.0804718767803208,0.0866881505290563,True,results/rerun_protocol_v1/sin/fedogda_s/seed_1/rerun_protocol_v1_sin_fedogda_s_seed1_alpha1p0/predictions.npz,results/rerun_protocol_v1/sin/fedogda_s/seed_1/rerun_protocol_v1_sin_fedogda_s_seed1_alpha1p0
base_sweep,sin,fedogda_s,FedOGDA-S,1.0,2,best_validation_prediction,0.0864786893393854,0.2459867106696411,1.0040448877426558,0.083613955022659,0.0864786893393855,0.0864916183458994,True,results/rerun_protocol_v1/sin/fedogda_s/seed_2/rerun_protocol_v1_sin_fedogda_s_seed2_alpha1p0/predictions.npz,results/rerun_protocol_v1/sin/fedogda_s/seed_2/rerun_protocol_v1_sin_fedogda_s_seed2_alpha1p0
base_sweep,step,fedgda_d,FedGDA-D,0.1,0,best_validation_prediction,0.030866804096569,0.147818595543756,0.6318522796135362,0.0303224432270994,0.0308668040965693,0.0308668040965693,True,results/rerun_protocol_v1/step/fedgda_d/seed_0/rerun_protocol_v1_step_fedgda_d_seed0_alpha0p1/predictions.npz,results/rerun_protocol_v1/step/fedgda_d/seed_0/rerun_protocol_v1_step_fedgda_d_seed0_alpha0p1
base_sweep,step,fedgda_d,FedGDA-D,0.1,1,best_validation_prediction,0.0261994523978596,0.137345677688079,0.5057212217860227,0.02582644307823,0.0261994523978598,0.0291185018565287,True,results/rerun_protocol_v1/step/fedgda_d/seed_1/rerun_protocol_v1_step_fedgda_d_seed1_alpha0p1/predictions.npz,results/rerun_protocol_v1/step/fedgda_d/seed_1/rerun_protocol_v1_step_fedgda_d_seed1_alpha0p1
base_sweep,step,fedgda_d,FedGDA-D,0.1,2,best_validation_prediction,0.0322976904060474,0.1432513808828555,0.7504707597309583,0.0315946400023232,0.0322976904060475,0.0322976904060475,True,results/rerun_protocol_v1/step/fedgda_d/seed_2/rerun_protocol_v1_step_fedgda_d_seed2_alpha0p1/predictions.npz,results/rerun_protocol_v1/step/fedgda_d/seed_2/rerun_protocol_v1_step_fedgda_d_seed2_alpha0p1
base_sweep,step,fedgda_d,FedGDA-D,0.5,0,best_validation_prediction,0.0307354667886922,0.1476218130141258,0.6273550769105858,0.0301959460259029,0.030735466788692,0.030735466788692,True,results/rerun_protocol_v1/step/fedgda_d/seed_0/rerun_protocol_v1_step_fedgda_d_seed0_alpha0p5/predictions.npz,results/rerun_protocol_v1/step/fedgda_d/seed_0/rerun_protocol_v1_step_fedgda_d_seed0_alpha0p5
base_sweep,step,fedgda_d,FedGDA-D,0.5,1,best_validation_prediction,0.0261981126284413,0.137261420140293,0.5172246138221683,0.0258066363854071,0.0261981126284411,0.0285312299397269,True,results/rerun_protocol_v1/step/fedgda_d/seed_1/rerun_protocol_v1_step_fedgda_d_seed1_alpha0p5/predictions.npz,results/rerun_protocol_v1/step/fedgda_d/seed_1/rerun_protocol_v1_step_fedgda_d_seed1_alpha0p5
base_sweep,step,fedgda_d,FedGDA-D,0.5,2,best_validation_prediction,0.032242884169416,0.143343045154886,0.7523449690230013,0.0315364315135966,0.032242884169416,0.032276004185394,True,results/rerun_protocol_v1/step/fedgda_d/seed_2/rerun_protocol_v1_step_fedgda_d_seed2_alpha0p5/predictions.npz,results/rerun_protocol_v1/step/fedgda_d/seed_2/rerun_protocol_v1_step_fedgda_d_seed2_alpha0p5
base_sweep,step,fedgda_d,FedGDA-D,1.0,0,best_validation_prediction,0.0307033076337541,0.1476153580586181,0.6307223562386972,0.0301586727381192,0.030703307633754,0.030703307633754,True,results/rerun_protocol_v1/step/fedgda_d/seed_0/rerun_protocol_v1_step_fedgda_d_seed0_alpha1p0/predictions.npz,results/rerun_protocol_v1/step/fedgda_d/seed_0/rerun_protocol_v1_step_fedgda_d_seed0_alpha1p0
base_sweep,step,fedgda_d,FedGDA-D,1.0,1,best_validation_prediction,0.0261345988363681,0.1370742942592746,0.5136420152018304,0.0257464195237502,0.026134598836368,0.0286547309337735,True,results/rerun_protocol_v1/step/fedgda_d/seed_1/rerun_protocol_v1_step_fedgda_d_seed1_alpha1p0/predictions.npz,results/rerun_protocol_v1/step/fedgda_d/seed_1/rerun_protocol_v1_step_fedgda_d_seed1_alpha1p0
base_sweep,step,fedgda_d,FedGDA-D,1.0,2,best_validation_prediction,0.0321881937210949,0.1432657258062107,0.7505654988814441,0.0314840987320152,0.0321881937210949,0.0322396823495213,True,results/rerun_protocol_v1/step/fedgda_d/seed_2/rerun_protocol_v1_step_fedgda_d_seed2_alpha1p0/predictions.npz,results/rerun_protocol_v1/step/fedgda_d/seed_2/rerun_protocol_v1_step_fedgda_d_seed2_alpha1p0
base_sweep,step,fedgda_s,FedGDA-S,0.1,0,best_validation_prediction,0.0282185729877497,0.1389314944850412,0.6641326554868723,0.027814618496127,0.0282185729877497,0.030328771864915,True,results/rerun_protocol_v1/step/fedgda_s/seed_0/rerun_protocol_v1_step_fedgda_s_seed0_alpha0p1/predictions.npz,results/rerun_protocol_v1/step/fedgda_s/seed_0/rerun_protocol_v1_step_fedgda_s_seed0_alpha0p1
base_sweep,step,fedgda_s,FedGDA-S,0.1,1,best_validation_prediction,0.0252183799263753,0.1336749631670407,0.5283513324094541,0.0248607936454624,0.0252183799263751,0.0273101562965526,True,results/rerun_protocol_v1/step/fedgda_s/seed_1/rerun_protocol_v1_step_fedgda_s_seed1_alpha0p1/predictions.npz,results/rerun_protocol_v1/step/fedgda_s/seed_1/rerun_protocol_v1_step_fedgda_s_seed1_alpha0p1
base_sweep,step,fedgda_s,FedGDA-S,0.1,2,best_validation_prediction,0.0284420725413319,0.141339069194315,0.5424486854323772,0.0280852023890634,0.0284420725413319,0.0284576057439168,True,results/rerun_protocol_v1/step/fedgda_s/seed_2/rerun_protocol_v1_step_fedgda_s_seed2_alpha0p1/predictions.npz,results/rerun_protocol_v1/step/fedgda_s/seed_2/rerun_protocol_v1_step_fedgda_s_seed2_alpha0p1
base_sweep,step,fedgda_s,FedGDA-S,0.5,0,best_validation_prediction,0.0261619042148767,0.135716215343703,0.510907241456038,0.0257909368787082,0.0261619042148765,0.0268553973429534,True,results/rerun_protocol_v1/step/fedgda_s/seed_0/rerun_protocol_v1_step_fedgda_s_seed0_alpha0p5/predictions.npz,results/rerun_protocol_v1/step/fedgda_s/seed_0/rerun_protocol_v1_step_fedgda_s_seed0_alpha0p5
base_sweep,step,fedgda_s,FedGDA-S,0.5,1,best_validation_prediction,0.0240006796085666,0.1270331130615711,0.4770087209959882,0.0237446373736045,0.0240006796085666,0.0247448677837189,True,results/rerun_protocol_v1/step/fedgda_s/seed_1/rerun_protocol_v1_step_fedgda_s_seed1_alpha0p5/predictions.npz,results/rerun_protocol_v1/step/fedgda_s/seed_1/rerun_protocol_v1_step_fedgda_s_seed1_alpha0p5
