Round,MSE
0,0.5040593283495408
1,0.5040518642451167
2,0.5040548430107723
3,0.5040438293184074
4,0.5040581014921397
5,0.5040741492500954
6,0.5040647325704656
7,0.5040799046714034
8,0.5040932109442868
9,0.5040746927215886
10,0.5040873296101566
11,0.5040825566163
12,0.5040632377843042
13,0.5040588392364013
14,0.5040357083650974
15,0.5040133051501517
16,0.5040064383291211
17,0.5039995465304109
18,0.5039865473458354
19,0.5039551982781177
20,0.5039435096170273
21,0.5039526712871646
22,0.5039204700445434
23,0.5039081403401376
24,0.5038732575173619
25,0.503876825704006
26,0.5038528779244141
27,0.5038364924980793
28,0.503796076108704
29,0.5037919236904751
30,0.5037467744115859
31,0.5037059153248834
32,0.5036949411290309
33,0.5036866505287567
34,0.5036770450916422
35,0.5036614035588111
36,0.5036526944648898
37,0.5036139911656087
38,0.503605467643674
39,0.5035950552852732
40,0.5035443776078633
41,0.5035272892607383
42,0.503516382532993
43,0.50347142727977
44,0.5034228826547448
45,0.5034141557646701
46,0.5033570221899729
47,0.5033041590579617
48,0.5032525164744909
49,0.5031970728635597
50,0.5031405591277176
51,0.5031278183462863
52,0.5030558051565247
53,0.5030421649287042
54,0.5029803506173428
55,0.502904529251417
56,0.5028895336202275
57,0.5028690447741959
58,0.5028534981500774
59,0.5028288864121833
60,0.5028066944087438
61,0.5027291339038907
62,0.5027127918875177
63,0.5026340345432829
64,0.5025462980676675
65,0.5024580283980473
66,0.5023753095524421
67,0.5023450788430107
68,0.5022433257162704
69,0.5022203930438269
70,0.502111093844505
71,0.5020286926186753
72,0.501926185226646
73,0.5018253866100447
74,0.5018059779751024
75,0.5017102918038214
76,0.5015984186994615
77,0.5014947390384159
78,0.5014804684511881
79,0.5013841617231976
80,0.5012743670321902
81,0.5011652681029078
82,0.5010474923050849
83,0.5009283582668766
84,0.5008000822951754
85,0.500680438311011
86,0.5006483010472288
87,0.5006147857696504
88,0.500492198100232
89,0.5003660569749029
90,0.5002272704863473
91,0.5000883988264104
92,0.49996926474093945
93,0.49994034043220165
94,0.4999115314140654
95,0.4998505047812972
96,0.4997912906391347
97,0.49973209973092725
98,0.4996740994927438
99,0.49960654069471966
