Round,MSE
0,0.24146328050315596
1,0.2416248742058476
2,0.2415716838407111
3,0.24138452568853472
4,0.24122139469509074
5,0.24125975214812775
6,0.24116309289486806
7,0.24092199238848583
8,0.24075274755322743
9,0.2403396610167306
10,0.23940784335359921
11,0.23969522547719815
12,0.2391773862261507
13,0.23835553510126664
14,0.23760307523155524
15,0.2367595265545735
16,0.23654030832897338
17,0.23635380921542892
18,0.2347348316424648
19,0.2345925785780588
20,0.23462568132680472
21,0.23387311823896442
22,0.23316166684144188
23,0.23302402501041466
24,0.2324599192475636
25,0.23218073471724443
26,0.23189044925011845
27,0.23118811120959454
28,0.2298215614352604
29,0.22962167403140707
30,0.22798539494392625
31,0.22812124206200943
32,0.22695508577846357
33,0.2270121843210207
34,0.22630365623962312
35,0.22456373147456815
36,0.22502340642256122
37,0.22435028244392105
38,0.2242636006142968
39,0.22363738537612998
40,0.22167155531550128
41,0.22228972763109858
42,0.22172313068917532
43,0.2213003831565735
44,0.22064731874960325
45,0.21996995346783127
46,0.21965000643129473
47,0.2193438824299742
48,0.2188720942443595
49,0.21857144999928424
50,0.21805981488496792
51,0.21764790245711005
52,0.21740953980213798
53,0.21692699339586358
54,0.21614867634081092
55,0.2158129355099636
56,0.2150631992194745
57,0.21444823141977132
58,0.21357327681532523
59,0.2132720076867142
60,0.2133659781812662
61,0.21324077052638418
62,0.2113944784940997
63,0.21123060984829545
64,0.21140706056558775
65,0.21113723118132285
66,0.21104464287530428
67,0.21061811779118872
68,0.21024847701892854
69,0.20427760118659438
70,0.2066411702476541
71,0.20652816151453984
72,0.20628731563761615
73,0.20605907298739057
74,0.20600939444724187
75,0.2053516410409092
76,0.20516909210120948
77,0.20510503916990855
78,0.20466316046342767
79,0.20448574609422998
80,0.20424738539058726
81,0.20434830383460123
82,0.2040803441986373
83,0.203547965003027
84,0.2036324354000031
85,0.20345102366781628
86,0.20273461905194903
87,0.20274661771239297
88,0.2023188194277373
89,0.20216080330426367
90,0.20165527678379833
91,0.2014858733341362
92,0.201431231993278
93,0.2012858075660725
94,0.20088952036177096
95,0.2007299125668482
96,0.20041990051000702
97,0.20039913676288942
98,0.20004182384714028
99,0.199682331273208
100,0.19954704748124594
101,0.19955023898514396
