Round,MSE
0,0.4900443405652095
1,0.489983432004769
2,0.48964813505754184
3,0.4895846332422338
4,0.4893870551495158
5,0.4891926809112485
6,0.4891184790331441
7,0.488926105963619
8,0.488719813608178
9,0.4883486948572741
10,0.48815017287211776
11,0.487794838582929
12,0.4874488651736468
13,0.48739136784671455
14,0.4870457047520846
15,0.4866972735991298
16,0.4866388633130394
17,0.48658409394812224
18,0.48621069994405935
19,0.48584231520183757
20,0.48578412436234786
21,0.48557173986210656
22,0.48521132989388405
23,0.48515642498152495
24,0.48479200438784337
25,0.48457003388840103
26,0.4842101676891016
27,0.4841483265851932
28,0.48379951476251426
29,0.483598896421218
30,0.48322207883799595
31,0.48290463190125527
32,0.4828474456830029
33,0.4826748329931168
34,0.482615183545081
35,0.4825566374487686
36,0.48235822097620246
37,0.4820161670662507
38,0.48182507294185734
39,0.4817697687330923
40,0.4814394289860946
41,0.48136604361085594
42,0.4811844276998932
43,0.4808256974852286
44,0.4804496604228585
45,0.48041972287441276
46,0.4800702843329943
47,0.47972877776257083
48,0.4793761239950876
49,0.4789965785515246
50,0.4786516824956847
51,0.4785941058127426
52,0.4782509075314567
53,0.4781931081475405
54,0.4778414616755278
55,0.47749058107978454
56,0.4774353111162949
57,0.4773747631150549
58,0.4773138859387394
59,0.47723956257290956
60,0.47717716283469674
61,0.4768400917785266
62,0.47678274119103126
63,0.4764517643591706
64,0.4760768613839644
65,0.47573216074574265
66,0.47541377006273305
67,0.47523874734857235
68,0.47485375398071183
69,0.47479514789813976
70,0.47439721637183013
71,0.4740516700524278
72,0.47370052830218357
73,0.4733550868791568
74,0.4733000055680186
75,0.47295299369498134
76,0.47259267998856014
77,0.472269404181763
78,0.4722351630503382
79,0.4719027147087467
80,0.4715790729610257
81,0.47125919940126176
82,0.47092466286363177
83,0.4705639440268489
84,0.4701914837671834
85,0.4698286820676167
86,0.46977027849587055
87,0.469699105146235
88,0.4693376613690299
89,0.4689668786576605
90,0.4686062518095964
91,0.46825794355878336
92,0.4679390310791033
93,0.46788093300317796
94,0.4678221004973591
95,0.46762018023067814
96,0.4674433757163692
97,0.46724724942249507
98,0.4670665202063062
99,0.46683462682553106
