Round,MSE
0,0.2824247978299894
1,0.2823756079581318
2,0.2821701138681502
3,0.2821573669273614
4,0.2820901559394158
5,0.2820965035984097
6,0.2819209182051566
7,0.28200305250205265
8,0.2818862047882656
9,0.28203898292768137
10,0.2820076290972751
11,0.2820646792416862
12,0.2818977597751513
13,0.2822832104390915
14,0.28232392669461237
15,0.28227360014395064
16,0.28213639604360086
17,0.28206758933163084
18,0.28288304328159913
19,0.28291783684345617
20,0.28277464420610243
21,0.28290127428969575
22,0.28333989579767493
23,0.28361096927308055
24,0.28389586051423893
25,0.28380011287317175
26,0.28525770928092503
27,0.28491447474920173
28,0.2869048798861365
29,0.2857708217298103
30,0.2884567754664936
31,0.2874482291417864
32,0.2907582526150518
33,0.291165760618328
34,0.2915202634449834
35,0.2950269640808024
36,0.29390245545768273
37,0.29638201957181
38,0.2896086388834536
39,0.2990555181063388
40,0.2982236155160645
41,0.3007807623665959
42,0.2992567083874127
43,0.30524745777090223
44,0.30725011053419093
45,0.3068290389492825
46,0.31112034468068744
47,0.3014935317525967
48,0.3108533834312387
49,0.30763706864241397
50,0.31509556470583655
51,0.31262230280748593
52,0.3164816116323429
53,0.31065660148061314
54,0.3142689841773891
55,0.3120494096777767
56,0.3075537292111784
57,0.30869358022596183
58,0.31314705201410536
59,0.30826846314070877
60,0.3145528123716385
61,0.3025872960900716
62,0.30890403774722147
63,0.31214073960815575
64,0.3123965317318548
65,0.3139025437338408
66,0.31501295418303615
67,0.3091314017223178
68,0.3115680979535364
69,0.31075605861363736
70,0.31615572696660477
71,0.3076259209771998
72,0.3140727806631875
73,0.31402686053602236
74,0.3074980151495301
75,0.30985836446463993
76,0.3127593612052914
77,0.3095208458127487
78,0.30879733720221547
79,0.30460192076900194
80,0.3141968411266863
81,0.31172799016072045
82,0.3077135478334288
83,0.3125934740722315
84,0.31075227038442793
85,0.3117599177430839
86,0.3053940032914039
87,0.31225260826933937
88,0.305365393414068
89,0.30827125578762277
90,0.3160977261458944
91,0.30458963877597467
92,0.3143059040883374
93,0.3053680250266501
94,0.3142554346701163
95,0.30600831601753253
96,0.30878901238403367
97,0.3036559043378943
98,0.30966244300367507
99,0.31481733740426043
100,0.3079705485247816
0,0.28242483464831286
1,0.28237492140748227
2,0.28216902533098664
3,0.28215630546615567
4,0.28209052951263314
5,0.2820965363488471
6,0.28192031184541083
7,0.28200009306108714
8,0.2818843232216367
9,0.28203290048703694
10,0.28199907339206765
11,0.2820532405295464
12,0.28189464233380623
13,0.2822646404671844
14,0.2823147728225149
15,0.2822676860009059
16,0.2821210528650974
17,0.28205118440164517
18,0.2828588817124754
19,0.28291287513050095
20,0.2827423086057847
21,0.2828455887359912
22,0.28328529906264055
23,0.28356355348511625
24,0.2838635684120797
25,0.2837517157814666
26,0.28525110015044686
27,0.28489857323234524
28,0.2868479808748984
29,0.2856168832733244
30,0.2884484613938993
31,0.28729161579983786
32,0.29064134092738325
33,0.2909102211117987
34,0.2913279944840672
35,0.2945329638536579
36,0.29349631791549863
37,0.29568572810704274
38,0.28917231922683606
39,0.29835875105140797
40,0.29710729851075524
41,0.30023595434073147
42,0.2985282392327134
43,0.30439604557796546
44,0.306294063043726
45,0.30582091769424496
46,0.3100546661963149
47,0.3003962873855375
48,0.3100459494892491
49,0.30621046723166306
50,0.31417484445621546
51,0.3108008080842689
52,0.3150773069734143
53,0.30925188356592115
54,0.3127029853668522
55,0.31075284014718024
56,0.3061603913560898
57,0.3069939288221966
58,0.31185545027749356
59,0.30702446509697007
60,0.31320605592350864
61,0.30117770383847003
62,0.306725463168532
63,0.31028780973290043
64,0.3108326757690406
65,0.3117653881308996
66,0.3135441574991427
67,0.3072260841071468
68,0.3088488242630396
69,0.30766026025931126
70,0.3151732726752129
71,0.30517170198873084
72,0.3123092078095943
73,0.3109956684970089
74,0.3052704435195953
75,0.30755112517675576
76,0.3096392425530055
77,0.3077211169639634
78,0.30629347290845826
79,0.30128227422321724
80,0.31122197762385573
81,0.3084287954016087
82,0.3048432016637493
83,0.30998720097057614
84,0.3074322682270235
85,0.30786335257211506
86,0.3023990171710174
87,0.3085135588641573
88,0.30224991378890226
89,0.3050183319934737
90,0.31254200489809864
91,0.30096294587835665
92,0.31097038075328326
93,0.3015940577625903
94,0.31023612466892425
95,0.30269863275085934
96,0.30545640189744633
97,0.3000427615275076
98,0.30616969745144323
99,0.3097219659076183
100,0.30510746819514806
101,0.30910669688996323
102,0.30253889572630044
103,0.3044443637984665
104,0.3068726684239484
105,0.3025473652449986
106,0.30767371458364984
107,0.298979737339696
108,0.3092534733347321
109,0.3041815793513825
110,0.30319799018323573
111,0.30838570383514896
112,0.31123050910744515
113,0.3069047655693371
114,0.3048862626501782
115,0.3043958766211817
116,0.3093066312267788
117,0.3087456507490587
118,0.3055991695442933
119,0.30736994713826404
120,0.3046143842397652
121,0.3082826704210509
122,0.30813125324621093
123,0.3087610530821411
124,0.3020188618673721
125,0.3044892971463272
126,0.30554597389622495
127,0.30116264863723125
128,0.3133551596401099
129,0.3065577517475591
130,0.31398542218066533
131,0.3020304760312508
132,0.31236784700987935
133,0.3064305972416354
134,0.3107833468906462
135,0.30591843091770315
136,0.3068914128809905
137,0.30321203792045653
138,0.3018565881245256
139,0.3080184168013199
140,0.3066471240594968
141,0.30859699714057853
142,0.30008362383860665
143,0.3063473671659523
144,0.30755041350695567
145,0.30209219082540073
146,0.30224848127675474
147,0.2990256344986961
148,0.3007268198579035
149,0.30293198528417986
150,0.3023403821303005
151,0.3044674881127018
152,0.31014006202395683
153,0.29965090476401685
154,0.30529420655054545
155,0.30091793773280073
156,0.3021108863263257
157,0.30061547763307556
158,0.30278606964465415
159,0.30341533382793784
160,0.30176296053305435
161,0.2997665001973308
162,0.297959190448707
163,0.3010633044386059
164,0.299214689686149
165,0.30070153469443067
166,0.29349727549244303
167,0.3020984291528744
168,0.29029736030173037
169,0.2952163050179712
170,0.2968290523090365
171,0.2995655340441269
172,0.29165808869018467
173,0.29409457857552423
174,0.3016659875472012
175,0.2985703762244369
176,0.304417085594134
177,0.3026836011585582
178,0.2989514394458791
179,0.30427859586053896
180,0.3025711899514002
181,0.3080815911606232
182,0.29608412176938953
183,0.30264597776084157
184,0.29633631790368425
185,0.30138685327225656
186,0.2957624068182364
187,0.3004711218968408
188,0.3019967678380156
189,0.29941094814045693
190,0.3005522991362734
191,0.29394729446922835
192,0.2964373237181773
193,0.29942693599182385
194,0.29721923952265633
195,0.30166724720221594
196,0.3017988283435888
197,0.29796090815701354
198,0.3036905663984765
199,0.29167316162578905
200,0.3021215846853614
201,0.30134089813622356
202,0.2988575711622948
203,0.2950799742217003
204,0.3035578483224318
205,0.2946649412225659
206,0.29880530117967086
207,0.30135772182035514
208,0.2978797068918748
209,0.2963419209960156
210,0.30430527607922886
211,0.2979542761584505
212,0.29300452039921376
213,0.30508859902258867
214,0.2941359505966773
215,0.29371432157814814
216,0.29559037402328003
217,0.30062647633825984
218,0.29598485289029514
219,0.3002330766475069
220,0.2908702716010166
221,0.2977597628829083
222,0.28938473984873747
223,0.29884379987507964
224,0.29986478354299995
225,0.29273958831784447
226,0.29516004522245065
227,0.29544748953229205
228,0.29859491627818247
229,0.3005882193106576
230,0.3012783137431327
231,0.2997537517248904
232,0.30162725943972524
233,0.3031516652506899
234,0.29744990756739714
235,0.30280955726515224
236,0.29301135943653916
237,0.3038315334115193
238,0.29218303623304537
239,0.3035969367232823
240,0.290954178265975
241,0.2989578050709942
