Round,MSE
0,1.2300712021001599
1,1.2226197346485157
2,1.2103741436254587
3,1.1918184562837688
4,1.1803926485156717
5,1.1718771677601545
6,1.1652360053808295
7,1.1406915526790435
8,1.1292984907124366
9,1.1115179817022571
10,1.0783083504481148
11,1.0719837408774853
12,1.059321029212308
13,1.031990809446279
14,1.0073714685799398
15,0.983644411288726
16,0.9681238879418823
17,0.960205682483957
18,0.9288112637784952
19,0.9161943815933266
20,0.9063588117128664
21,0.8948913340797704
22,0.8801135709545651
23,0.8738825473567678
24,0.8641367633265737
25,0.8579295419745998
26,0.8506389804662396
27,0.8389461777963726
28,0.8259552920346843
29,0.8146182218277364
30,0.7971378218687769
31,0.7890385231904197
32,0.7744315207011254
33,0.7685795112137367
34,0.7600873756680717
35,0.7422681583544548
36,0.7377762925334032
37,0.7305501301097121
38,0.7269135135293351
39,0.7208674527726874
40,0.7044677844686228
41,0.6998653826177887
42,0.6953395615962323
43,0.6897595200805258
44,0.6834845751324656
45,0.6772707997547883
46,0.6733666135321893
47,0.6686651457983317
48,0.663339055629318
49,0.6602474065412312
50,0.6562221162812478
51,0.6519359547005515
52,0.6490950296575043
53,0.6451944030775291
54,0.6404363468646143
55,0.6356931797721914
56,0.6295506811374572
57,0.6237392552096067
58,0.6158350688225026
59,0.6124865970075121
60,0.6108549903005734
61,0.6098013417117408
62,0.6025609514891257
63,0.5979886206781703
64,0.5965588034372635
65,0.5946968388943118
66,0.5935971186338208
67,0.5904260488281999
68,0.5877726793468288
69,0.5589005269007442
70,0.5573477014966518
71,0.555529251650552
72,0.552935458814999
73,0.5512523252844352
74,0.5498290126394544
75,0.5468838577168943
76,0.5441946643405656
77,0.5425811816100133
78,0.5400713395762909
79,0.538508965848157
80,0.5365364689432975
81,0.5356410435238403
82,0.534126753877985
83,0.5320829531750284
84,0.5309327359992605
85,0.5293573471163419
86,0.5258899932488346
87,0.524687109457706
88,0.5227929950022976
89,0.5209024368044803
90,0.5183339141525537
91,0.5163774982513762
92,0.5153428169868848
93,0.5142997161173635
94,0.5121411705172612
95,0.5105037087841297
96,0.508859116565347
97,0.5078138921004831
98,0.5068151526653815
99,0.5035525645462195
100,0.5018213501938362
101,0.5008098140774797
102,0.4869772201734536
103,0.48595125965530306
104,0.48359527340571523
105,0.48115606694866403
106,0.4803243602040753
107,0.47913126020529506
108,0.4759920600364874
109,0.4747803725947939
110,0.4726130913918946
111,0.4716240535989287
112,0.4696016896712648
113,0.46713753475478553
114,0.4649364780181084
115,0.4642569741481073
116,0.46317586094080243
117,0.4621507700724873
118,0.46126693703168786
119,0.4605677434510477
120,0.4591773462546956
121,0.45766716486868897
122,0.45579917823848093
123,0.45532618814234554
124,0.45371814442332986
125,0.4508905785254068
126,0.450270290844249
127,0.44972799656596474
128,0.4491816594374799
129,0.44810826477015636
130,0.4478315210591516
131,0.4470850600650176
132,0.446243286376937
133,0.4447442115717322
134,0.44451998029299167
135,0.4440482589611487
136,0.4425503782627952
137,0.4345430863898845
138,0.43387289096589604
139,0.43324535778827633
140,0.43251032369377046
141,0.43190883302642197
142,0.4306863149406839
143,0.429820271716953
144,0.4295769798237342
145,0.42837514208316313
146,0.42679686126825817
147,0.4260111551286129
148,0.42493643504690826
149,0.4231230651355665
150,0.4230341238756049
151,0.4218649531339388
152,0.42129284131596406
153,0.42089537623968754
154,0.4202232568245284
155,0.41991741977059066
156,0.4191461733913101
157,0.41827686269763414
158,0.41745050642669573
159,0.41721359500283617
160,0.4156748549470486
161,0.41490960521281095
162,0.41366830576588437
163,0.41101977143708673
164,0.41033216310306586
165,0.41016559794888724
166,0.4096244315653129
167,0.4091950456546614
168,0.4088472976155333
169,0.40847895609582274
170,0.40797131891746635
171,0.4066616333920437
172,0.4055768018304272
173,0.40523946603635547
174,0.4041150309355631
175,0.40302162294858923
176,0.40275587250294953
177,0.4024345255168457
178,0.40154412547096124
179,0.4007180216253772
180,0.4000168715481344
181,0.39948718109377385
182,0.3992326022913027
183,0.39861773866680156
184,0.3982456218456462
185,0.39776484498534265
186,0.39760049708770173
187,0.3970535313654885
188,0.39681534859519557
189,0.39644580324856626
190,0.39617166815398225
191,0.3961638277500597
192,0.39538834996152894
193,0.3955638094279709
194,0.39551020994297736
195,0.3952495887930234
196,0.3945217827806961
197,0.3942931911552548
198,0.39373875664374347
199,0.3936900830514571
