Round,MSE
0,0.2376921954938671
1,0.2200409570098611
2,0.20424871514053256
3,0.19303151525750709
4,0.19025330996962653
5,0.1881666349567422
6,0.18771918044274566
7,0.17742589275309165
8,0.1752590052758735
9,0.16761467311341807
10,0.14907315593289977
11,0.1483372640034527
12,0.14567174155673382
13,0.14092378453919122
14,0.13806659009797584
15,0.13519352531630593
16,0.13338202587765885
17,0.1328747228540054
18,0.12755877817965378
19,0.12665878902950659
20,0.1256622046396368
21,0.12385209231545344
22,0.12344833078572852
23,0.12295750971182899
24,0.12204344572939659
25,0.12167117134205464
26,0.12122184888752136
27,0.12394273208994111
28,0.12479528170812987
29,0.12681188850725617
30,0.12762770141993796
31,0.12691572117112604
32,0.11895775768592978
33,0.11615436466756528
34,0.11139430081640464
35,0.10628289784043911
36,0.10511056557236045
37,0.1026355164530288
38,0.10190446235520324
39,0.10047663332964235
40,0.10220725722952619
41,0.10280919462732627
42,0.10493223992600506
43,0.10673050280612471
44,0.10607994186052286
45,0.10391902152611077
46,0.1005979988478528
47,0.09908208686565646
48,0.09042721805936133
49,0.08804413338868881
50,0.08484776698340657
51,0.08104818517643855
52,0.08028997157459042
53,0.07839130301960033
54,0.07936892971209954
55,0.07918860608728917
56,0.07110587629161765
57,0.0758702226044083
58,0.07761331985640325
59,0.08143039429708568
60,0.08074437379686308
61,0.08010041817039137
62,0.06556151416918123
63,0.0615251127379851
64,0.06101742718915465
65,0.05938137476038969
66,0.05869970391518116
67,0.05460591047119931
68,0.05404996552455452
69,0.04050297533912893
70,0.03924012567348603
71,0.0385716178942876
72,0.03537702456642268
73,0.034256821906478725
74,0.0341854168660148
75,0.031159433776025144
76,0.03077274925265183
77,0.030702159622253474
78,0.030044656719746484
79,0.02907220653718654
80,0.028695768523700156
81,0.028630802998894637
82,0.028078832071609792
83,0.02639908028395667
84,0.025492899565990025
85,0.023984811969353505
86,0.025979065070877067
87,0.02696630972588428
88,0.041647449472797846
89,0.04329092928320688
90,0.0255480700411791
91,0.021983453631536094
92,0.019997472043076513
93,0.019006292237235302
94,0.022743053385194376
95,0.026204792062792484
96,0.02470957245090064
97,0.023860220126856048
98,0.023269731031347277
99,0.020327673370552343
100,0.017998586823786508
101,0.019795635781764083
102,0.008348293868111699
103,0.008284187054055234
104,0.008583972330117937
105,0.00790603537629392
106,0.007576522388995172
107,0.006772569191255333
108,0.007023696753577532
109,0.006238391852963999
110,0.00537748751474801
111,0.005194272724382638
112,0.005230239111268952
113,0.013936404984968374
114,0.005924046169062771
115,0.00569208551140419
116,0.004935065296789871
117,0.0039058441837630667
118,0.003704926139354726
119,0.0036906987382855833
120,0.003039651897392389
121,0.002618646696960728
122,0.002502134707044948
123,0.0023628674558846285
124,0.0021614298148217065
125,0.0016927732223107974
126,0.0015544723393675216
127,0.0015651482074580164
128,0.0018336184410662724
129,0.0023863965916296028
130,0.002859278409370782
131,0.003765516025255403
132,0.004226557932498858
133,0.0025126375011842207
134,0.0022447827586650182
135,0.0022702077453795435
136,0.001245916356350872
137,0.0021309949490172647
138,0.001187924579783452
139,0.00046706757724559143
140,0.0008116650626736269
141,0.0010556880544467643
142,0.0017996761972087238
143,0.0021887402101370326
144,0.002323250355736018
145,0.0022734826533512918
146,0.003976595881760708
147,0.004490521224737595
148,0.003517452291465699
149,0.004161563857728755
150,0.004812063923868041
151,0.005696758135468721
152,0.005827130360681437
153,0.007056687663034907
154,0.007529833875973362
155,0.00785765999749837
156,0.006682290469864055
157,0.004043903278262311
158,0.0032457705761227552
159,0.003616831636469987
160,0.002497115422917986
161,0.0005758729283468025
162,0.0005312079659492625
163,0.0015263307051419307
164,0.001249634692759701
165,0.0010603826864975558
166,0.0011429722821771002
167,0.0009972417039687414
168,0.000809342689828426
169,0.0008282507233662937
170,0.000938132284904732
171,0.002309494139918362
172,0.003271443945683447
173,0.002963267111929882
174,0.001638696688175677
175,0.000688353213397517
176,0.001050289546409612
177,0.0015807638114395976
178,0.002828823962485709
179,0.003199026613143453
180,0.004217011681527774
181,0.004889072555713101
182,0.005940117774839436
183,0.008383844701012359
184,0.022677048665260706
185,0.02541255341533981
186,0.0237158137279692
187,0.021416037126775103
188,0.018410347468992724
189,0.0157847437792052
190,0.013597324888501851
191,0.011582941311677974
192,0.013605681155947838
193,0.01171806132397926
194,0.00980468255593505
195,0.006595006421619226
196,0.005352539475427881
197,0.004939029724844947
198,0.004605448512465604
199,0.004977200775598608
