source,dataset,function,alpha,seed,fedgda_best_validation_mse,fedogda_best_validation_mse,fedgda_test_mse_at_best_validation,fedogda_test_mse_at_best_validation,absolute_gap,relative_gap_pct,winner,fedgda_final_test_mse,fedogda_final_test_mse,fedgda_curve_mse_best,fedogda_curve_mse_best,curve_mse_gap,fedgda_last50_test_mse_mean,fedogda_last50_test_mse_mean,config_match_status,caveat,fedgda_result_dir,fedogda_result_dir
baseline_sweep,linear,Linear,0.5,2,0.010600353296383216,0.007182463340149253,0.010929807539069166,0.007310137847492932,-0.0036196696915762336,-33.11741472699804,FedOGDA-D,0.010929807539069166,0.007310137847492932,0.010929807539069138,0.007310137847492888,-0.00361966969157625,,,fully_paired_base_protocol,legacy run: per-round Test MSE not logged,results/rerun_protocol_v1/linear/fedgda_d/seed_2/rerun_protocol_v1_linear_fedgda_d_seed2_alpha0p5,results/rerun_protocol_v1/linear/fedogda_d/seed_2/rerun_protocol_v1_linear_fedogda_d_seed2_alpha0p5
baseline_sweep,linear,Linear,1.0,0,0.00042038321843818424,0.0004411363103029833,0.0004227994945007816,0.00044219568327667194,1.9396188775890348e-05,4.58756195978718,FedGDA-D,0.001183338273380372,0.0005809579606677632,0.0004227994945007813,0.0004421956832766735,1.939618877589219e-05,,,fully_paired_base_protocol,legacy run: per-round Test MSE not logged,results/rerun_protocol_v1/linear/fedgda_d/seed_0/rerun_protocol_v1_linear_fedgda_d_seed0_alpha1p0,results/rerun_protocol_v1/linear/fedogda_d/seed_0/rerun_protocol_v1_linear_fedogda_d_seed0_alpha1p0
baseline_sweep,linear,Linear,1.0,1,0.0012464535657295119,0.0007656886480202661,0.0012460202309047964,0.000768839938839923,-0.0004771802920648734,-38.29635187531179,FedOGDA-D,0.003546846774105434,0.0011839151730021404,0.001246020230904796,0.0007688399388399181,-0.0004771802920648778,,,fully_paired_base_protocol,legacy run: per-round Test MSE not logged,results/rerun_protocol_v1/linear/fedgda_d/seed_1/rerun_protocol_v1_linear_fedgda_d_seed1_alpha1p0,results/rerun_protocol_v1/linear/fedogda_d/seed_1/rerun_protocol_v1_linear_fedogda_d_seed1_alpha1p0
baseline_sweep,linear,Linear,1.0,2,0.010481929218808205,0.007114183177274453,0.010804873823933555,0.007237106288113536,-0.003567767535820019,-33.01998333305071,FedOGDA-D,0.010804873823933555,0.007237106288113536,0.010804873823933567,0.007237106288113553,-0.0035677675358200137,,,fully_paired_base_protocol,legacy run: per-round Test MSE not logged,results/rerun_protocol_v1/linear/fedgda_d/seed_2/rerun_protocol_v1_linear_fedgda_d_seed2_alpha1p0,results/rerun_protocol_v1/linear/fedogda_d/seed_2/rerun_protocol_v1_linear_fedogda_d_seed2_alpha1p0
baseline_sweep,sin,Sine,0.1,0,0.08738817487127391,0.087306127358294,0.09000987619326388,0.08992452977277386,-8.534642049001784e-05,-0.09481895109684081,FedOGDA-D,0.09000987619326388,0.08992452977277386,0.09000987619326391,0.08992452977277396,-8.534642048994845e-05,,,fully_paired_base_protocol,legacy run: per-round Test MSE not logged,results/rerun_protocol_v1/sin/fedgda_d/seed_0/rerun_protocol_v1_sin_fedgda_d_seed0_alpha0p1,results/rerun_protocol_v1/sin/fedogda_d/seed_0/rerun_protocol_v1_sin_fedogda_d_seed0_alpha0p1
baseline_sweep,sin,Sine,0.1,1,0.07927617270840466,0.0792182448861643,0.08109314924971982,0.08121494249418329,0.00012179324446347228,0.15018931388201462,FedGDA-D,0.08696955744806288,0.08620707692500745,0.08109314924972025,0.08121494249418368,0.00012179324446343065,,,fully_paired_base_protocol,legacy run: per-round Test MSE not logged,results/rerun_protocol_v1/sin/fedgda_d/seed_1/rerun_protocol_v1_sin_fedgda_d_seed1_alpha0p1,results/rerun_protocol_v1/sin/fedogda_d/seed_1/rerun_protocol_v1_sin_fedogda_d_seed1_alpha0p1
baseline_sweep,sin,Sine,0.1,2,0.08437238996634831,0.08447835016454014,0.087358804884214,0.0874952918880233,0.0001364870038092908,0.15623726078921485,FedGDA-D,0.08746168456330232,0.08778571162322724,0.08735880488421431,0.08749529188802305,0.00013648700380873569,,,fully_paired_base_protocol,legacy run: per-round Test MSE not logged,results/rerun_protocol_v1/sin/fedgda_d/seed_2/rerun_protocol_v1_sin_fedgda_d_seed2_alpha0p1,results/rerun_protocol_v1/sin/fedogda_d/seed_2/rerun_protocol_v1_sin_fedogda_d_seed2_alpha0p1
baseline_sweep,sin,Sine,0.5,0,0.08753152663301575,0.08755181865759408,0.0901691072308283,0.09017894773973445,9.840508906150403e-06,0.010913392855226129,FedGDA-D,0.0901691072308283,0.09017894773973445,0.09016910723082851,0.09017894773973455,9.84050890603938e-06,,,fully_paired_base_protocol,legacy run: per-round Test MSE not logged,results/rerun_protocol_v1/sin/fedgda_d/seed_0/rerun_protocol_v1_sin_fedgda_d_seed0_alpha0p5,results/rerun_protocol_v1/sin/fedogda_d/seed_0/rerun_protocol_v1_sin_fedogda_d_seed0_alpha0p5
baseline_sweep,sin,Sine,0.5,1,0.07925861112569858,0.07918327423663558,0.0810968603571106,0.0811763438678972,7.948351078659877e-05,0.09801058935770456,FedGDA-D,0.08616272021452176,0.08589379965248956,0.08109686035711006,0.08117634386789764,7.948351078758409e-05,,,fully_paired_base_protocol,legacy run: per-round Test MSE not logged,results/rerun_protocol_v1/sin/fedgda_d/seed_1/rerun_protocol_v1_sin_fedgda_d_seed1_alpha0p5,results/rerun_protocol_v1/sin/fedogda_d/seed_1/rerun_protocol_v1_sin_fedogda_d_seed1_alpha0p5
baseline_sweep,sin,Sine,0.5,2,0.08433093460931113,0.08444139496145704,0.087322463559006,0.0874631918214393,0.00014072826243330394,0.16115929017303812,FedGDA-D,0.08749743162672868,0.08788789721000381,0.08732246355900612,0.08746319182143955,0.00014072826243342884,,,fully_paired_base_protocol,legacy run: per-round Test MSE not logged,results/rerun_protocol_v1/sin/fedgda_d/seed_2/rerun_protocol_v1_sin_fedgda_d_seed2_alpha0p5,results/rerun_protocol_v1/sin/fedogda_d/seed_2/rerun_protocol_v1_sin_fedogda_d_seed2_alpha0p5
baseline_sweep,sin,Sine,1.0,0,0.08740836518316018,0.08735097949341533,0.09006007294607915,0.08999488680650702,-6.518613957212649e-05,-0.07238073148259029,FedOGDA-D,0.09006007294607915,0.08999488680650702,0.09006007294607926,0.0899948868065071,-6.518613957216812e-05,,,fully_paired_base_protocol,legacy run: per-round Test MSE not logged,results/rerun_protocol_v1/sin/fedgda_d/seed_0/rerun_protocol_v1_sin_fedgda_d_seed0_alpha1p0,results/rerun_protocol_v1/sin/fedogda_d/seed_0/rerun_protocol_v1_sin_fedogda_d_seed0_alpha1p0
baseline_sweep,sin,Sine,1.0,1,0.07923183043221657,0.07912375086577668,0.08103072747004482,0.08107782502352026,4.709755347544198e-05,0.0581230786714248,FedGDA-D,0.08621352376094123,0.0859740048615439,0.08103072747004508,0.08107782502352001,4.70975534749285e-05,,,fully_paired_base_protocol,legacy run: per-round Test MSE not logged,results/rerun_protocol_v1/sin/fedgda_d/seed_1/rerun_protocol_v1_sin_fedgda_d_seed1_alpha1p0,results/rerun_protocol_v1/sin/fedogda_d/seed_1/rerun_protocol_v1_sin_fedogda_d_seed1_alpha1p0
baseline_sweep,sin,Sine,1.0,2,0.08424701756484515,0.08437636300308396,0.08722978830393281,0.08739504062255427,0.0001652523186214533,0.1894448236486237,FedGDA-D,0.08741161200313015,0.08783426388665472,0.0872297883039324,0.08739504062255382,0.00016525231862142553,,,fully_paired_base_protocol,legacy run: per-round Test MSE not logged,results/rerun_protocol_v1/sin/fedgda_d/seed_2/rerun_protocol_v1_sin_fedgda_d_seed2_alpha1p0,results/rerun_protocol_v1/sin/fedogda_d/seed_2/rerun_protocol_v1_sin_fedogda_d_seed2_alpha1p0
tuned_sine_a2_lite,sin,Sine,1.0,0,,,0.0900600729460791,0.0832102193262539,-0.0068498536198251,-7.605871720675077,FedOGDA-D,0.0900600729460791,0.0832102193262539,0.0900600729460792,0.0832102193262545,-0.006849853619824708,,0.0839005143926665,paired_tuned_fedogda_vs_existing_fedgda_same_alpha_seed_T_R_client_policy,tuned FedOGDA-D selected by validation only; reported separately from original sweep,results/rerun_protocol_v1/sin/fedgda_d/seed_0/rerun_protocol_v1_sin_fedgda_d_seed0_alpha1p0,experiments/sine_fedogda_tuning/a2_lite_locked_recipe_summary.json
tuned_sine_a2_lite,sin,Sine,1.0,1,,,0.0810307274700448,0.0746463115113123,-0.0063844159587324,-7.879006098140539,FedOGDA-D,0.0862135237609412,0.0746463115113123,0.081030727470045,0.0746463115113124,-0.006384415958732598,,0.0757993172156607,paired_tuned_fedogda_vs_existing_fedgda_same_alpha_seed_T_R_client_policy,tuned FedOGDA-D selected by validation only; reported separately from original sweep,results/rerun_protocol_v1/sin/fedgda_d/seed_1/rerun_protocol_v1_sin_fedgda_d_seed1_alpha1p0,experiments/sine_fedogda_tuning/a2_lite_locked_recipe_summary.json
tuned_sine_a2_lite,sin,Sine,1.0,2,,,0.0872297883039328,0.0821780728845633,-0.0050517154193694,-5.791273276702045,FedOGDA-D,0.0874116120031301,0.0821780728845633,0.0872297883039324,0.0821780728845637,-0.005051715419368691,,0.0825377907295859,paired_tuned_fedogda_vs_existing_fedgda_same_alpha_seed_T_R_client_policy,tuned FedOGDA-D selected by validation only; reported separately from original sweep,results/rerun_protocol_v1/sin/fedgda_d/seed_2/rerun_protocol_v1_sin_fedgda_d_seed2_alpha1p0,experiments/sine_fedogda_tuning/a2_lite_locked_recipe_summary.json
