artifact_status,family,phase,dataset,method,mode,training_scope,seed,partition_alpha,run_id,comm_round_or_iterations,local_epochs,batch_size,g_learning_rate,f_learning_rate,server_learning_rate,critic_multiplier,weight_decay,gradient_clip_norm,best_validation_mse,best_validation_round,test_mse_at_best_validation,final_validation_mse,final_test_mse,runtime_seconds,diverged,selection_metric_source,test_mse_used_for_selection,test_mse_logged_by_round,has_mse_by_round,has_predictions,has_best_validation_checkpoint,config_path,metrics_path
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,abs,fedogda_s,stochastic,federated,1,0.5,tune_fedogda_s_abs_seed1_alpha0p5_cm10_wd0p01,500,3,256,0.001,0.01,1.5,10.0,0.01,1.0,0.006828394533845636,439,0.006969377204524669,0.008621925529237691,0.008988455276731188,200.72894287109375,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_1/tune_fedogda_s_abs_seed1_alpha0p5_cm10_wd0p01/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_1/tune_fedogda_s_abs_seed1_alpha0p5_cm10_wd0p01/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,abs,fedogda_s,stochastic,federated,1,0.5,tune_fedogda_s_abs_seed1_alpha0p5_cm10_wd0p03,500,3,256,0.001,0.01,1.5,10.0,0.03,1.0,0.006828394533845636,439,0.006969377204524669,0.008621925529237691,0.008988455276731188,199.37318301200867,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_1/tune_fedogda_s_abs_seed1_alpha0p5_cm10_wd0p03/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_1/tune_fedogda_s_abs_seed1_alpha0p5_cm10_wd0p03/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,abs,fedogda_s,stochastic,federated,1,0.5,tune_fedogda_s_abs_seed1_alpha0p5_cm10_wd0p1,500,3,256,0.001,0.01,1.5,10.0,0.1,1.0,0.006828394533845636,439,0.006969377204524669,0.008621925529237691,0.008988455276731188,195.5962655544281,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_1/tune_fedogda_s_abs_seed1_alpha0p5_cm10_wd0p1/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_1/tune_fedogda_s_abs_seed1_alpha0p5_cm10_wd0p1/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,abs,fedogda_s,stochastic,federated,1,0.5,tune_fedogda_s_abs_seed1_alpha0p5_cm20_wd0p001,500,3,256,0.001,0.02,1.5,20.0,0.001,1.0,0.006308323497104798,398,0.006481770855438129,0.008263629058191526,0.00860225948585044,197.4257469177246,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_1/tune_fedogda_s_abs_seed1_alpha0p5_cm20_wd0p001/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_1/tune_fedogda_s_abs_seed1_alpha0p5_cm20_wd0p001/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,abs,fedogda_s,stochastic,federated,1,0.5,tune_fedogda_s_abs_seed1_alpha0p5_cm20_wd0p01,500,3,256,0.001,0.02,1.5,20.0,0.01,1.0,0.006308323497104798,398,0.006481770855438129,0.008263629058191526,0.00860225948585044,190.09932851791382,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_1/tune_fedogda_s_abs_seed1_alpha0p5_cm20_wd0p01/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_1/tune_fedogda_s_abs_seed1_alpha0p5_cm20_wd0p01/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,abs,fedogda_s,stochastic,federated,1,0.5,tune_fedogda_s_abs_seed1_alpha0p5_cm20_wd0p03,500,3,256,0.001,0.02,1.5,20.0,0.03,1.0,0.006308323497104798,398,0.006481770855438129,0.008263629058191526,0.00860225948585044,189.30704140663147,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_1/tune_fedogda_s_abs_seed1_alpha0p5_cm20_wd0p03/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_1/tune_fedogda_s_abs_seed1_alpha0p5_cm20_wd0p03/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,abs,fedogda_s,stochastic,federated,1,0.5,tune_fedogda_s_abs_seed1_alpha0p5_cm20_wd0p1,500,3,256,0.001,0.02,1.5,20.0,0.1,1.0,0.006308323497104798,398,0.006481770855438129,0.008263629058191526,0.00860225948585044,196.86505699157715,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_1/tune_fedogda_s_abs_seed1_alpha0p5_cm20_wd0p1/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_1/tune_fedogda_s_abs_seed1_alpha0p5_cm20_wd0p1/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,abs,fedogda_s,stochastic,federated,1,0.5,tune_fedogda_s_abs_seed1_alpha0p5_cm2_wd0p001,500,3,256,0.001,0.002,1.5,2.0,0.001,1.0,0.09891974501325526,468,0.10098465995080096,0.1176289634348689,0.12119175346099849,196.7100887298584,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_1/tune_fedogda_s_abs_seed1_alpha0p5_cm2_wd0p001/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_1/tune_fedogda_s_abs_seed1_alpha0p5_cm2_wd0p001/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,abs,fedogda_s,stochastic,federated,1,0.5,tune_fedogda_s_abs_seed1_alpha0p5_cm2_wd0p01,500,3,256,0.001,0.002,1.5,2.0,0.01,1.0,0.09891974501325526,468,0.10098465995080096,0.1176289634348689,0.12119175346099849,197.71453046798706,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_1/tune_fedogda_s_abs_seed1_alpha0p5_cm2_wd0p01/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_1/tune_fedogda_s_abs_seed1_alpha0p5_cm2_wd0p01/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,abs,fedogda_s,stochastic,federated,1,0.5,tune_fedogda_s_abs_seed1_alpha0p5_cm2_wd0p03,500,3,256,0.001,0.002,1.5,2.0,0.03,1.0,0.09891974501325526,468,0.10098465995080096,0.1176289634348689,0.12119175346099849,204.72589635849,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_1/tune_fedogda_s_abs_seed1_alpha0p5_cm2_wd0p03/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_1/tune_fedogda_s_abs_seed1_alpha0p5_cm2_wd0p03/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,abs,fedogda_s,stochastic,federated,1,0.5,tune_fedogda_s_abs_seed1_alpha0p5_cm2_wd0p1,500,3,256,0.001,0.002,1.5,2.0,0.1,1.0,0.09891974501325526,468,0.10098465995080096,0.1176289634348689,0.12119175346099849,195.0127329826355,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_1/tune_fedogda_s_abs_seed1_alpha0p5_cm2_wd0p1/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_1/tune_fedogda_s_abs_seed1_alpha0p5_cm2_wd0p1/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,abs,fedogda_s,stochastic,federated,1,0.5,tune_fedogda_s_abs_seed1_alpha0p5_cm5_wd0p001,500,3,256,0.001,0.005,1.5,5.0,0.001,1.0,0.017574532675464903,499,0.017671829539231344,0.017574532675464896,0.017671829539231344,191.3196201324463,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_1/tune_fedogda_s_abs_seed1_alpha0p5_cm5_wd0p001/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_1/tune_fedogda_s_abs_seed1_alpha0p5_cm5_wd0p001/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,abs,fedogda_s,stochastic,federated,1,0.5,tune_fedogda_s_abs_seed1_alpha0p5_cm5_wd0p01,500,3,256,0.001,0.005,1.5,5.0,0.01,1.0,0.017574532675464903,499,0.017671829539231344,0.017574532675464896,0.017671829539231344,199.10534238815308,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_1/tune_fedogda_s_abs_seed1_alpha0p5_cm5_wd0p01/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_1/tune_fedogda_s_abs_seed1_alpha0p5_cm5_wd0p01/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,abs,fedogda_s,stochastic,federated,1,0.5,tune_fedogda_s_abs_seed1_alpha0p5_cm5_wd0p03,500,3,256,0.001,0.005,1.5,5.0,0.03,1.0,0.017574532675464903,499,0.017671829539231344,0.017574532675464896,0.017671829539231344,199.9577989578247,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_1/tune_fedogda_s_abs_seed1_alpha0p5_cm5_wd0p03/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_1/tune_fedogda_s_abs_seed1_alpha0p5_cm5_wd0p03/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,abs,fedogda_s,stochastic,federated,1,0.5,tune_fedogda_s_abs_seed1_alpha0p5_cm5_wd0p1,500,3,256,0.001,0.005,1.5,5.0,0.1,1.0,0.017574532675464903,499,0.017671829539231344,0.017574532675464896,0.017671829539231344,201.37633204460144,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_1/tune_fedogda_s_abs_seed1_alpha0p5_cm5_wd0p1/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_1/tune_fedogda_s_abs_seed1_alpha0p5_cm5_wd0p1/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,abs,fedogda_s,stochastic,federated,2,0.5,tune_fedogda_s_abs_seed2_alpha0p5_cm10_wd0p001,500,3,256,0.001,0.01,1.5,10.0,0.001,1.0,0.03178155207732554,499,0.03241663467431333,0.031781552077325526,0.03241663467431333,195.54408812522888,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_2/tune_fedogda_s_abs_seed2_alpha0p5_cm10_wd0p001/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_2/tune_fedogda_s_abs_seed2_alpha0p5_cm10_wd0p001/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,abs,fedogda_s,stochastic,federated,2,0.5,tune_fedogda_s_abs_seed2_alpha0p5_cm10_wd0p01,500,3,256,0.001,0.01,1.5,10.0,0.01,1.0,0.03178155207732554,499,0.03241663467431333,0.031781552077325526,0.03241663467431333,199.92520999908447,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_2/tune_fedogda_s_abs_seed2_alpha0p5_cm10_wd0p01/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_2/tune_fedogda_s_abs_seed2_alpha0p5_cm10_wd0p01/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,abs,fedogda_s,stochastic,federated,2,0.5,tune_fedogda_s_abs_seed2_alpha0p5_cm10_wd0p03,500,3,256,0.001,0.01,1.5,10.0,0.03,1.0,0.03178155207732554,499,0.03241663467431333,0.031781552077325526,0.03241663467431333,193.12943243980408,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_2/tune_fedogda_s_abs_seed2_alpha0p5_cm10_wd0p03/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_2/tune_fedogda_s_abs_seed2_alpha0p5_cm10_wd0p03/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,abs,fedogda_s,stochastic,federated,2,0.5,tune_fedogda_s_abs_seed2_alpha0p5_cm10_wd0p1,500,3,256,0.001,0.01,1.5,10.0,0.1,1.0,0.03178155207732554,499,0.03241663467431333,0.031781552077325526,0.03241663467431333,199.85402703285217,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_2/tune_fedogda_s_abs_seed2_alpha0p5_cm10_wd0p1/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_2/tune_fedogda_s_abs_seed2_alpha0p5_cm10_wd0p1/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,abs,fedogda_s,stochastic,federated,2,0.5,tune_fedogda_s_abs_seed2_alpha0p5_cm20_wd0p001,500,3,256,0.001,0.02,1.5,20.0,0.001,1.0,0.009764715147508658,499,0.009930666084070549,0.009764715147508663,0.009930666084070549,193.54789972305298,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_2/tune_fedogda_s_abs_seed2_alpha0p5_cm20_wd0p001/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_2/tune_fedogda_s_abs_seed2_alpha0p5_cm20_wd0p001/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,abs,fedogda_s,stochastic,federated,2,0.5,tune_fedogda_s_abs_seed2_alpha0p5_cm20_wd0p01,500,3,256,0.001,0.02,1.5,20.0,0.01,1.0,0.009764715147508658,499,0.009930666084070549,0.009764715147508663,0.009930666084070549,199.07687425613403,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_2/tune_fedogda_s_abs_seed2_alpha0p5_cm20_wd0p01/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_2/tune_fedogda_s_abs_seed2_alpha0p5_cm20_wd0p01/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,abs,fedogda_s,stochastic,federated,2,0.5,tune_fedogda_s_abs_seed2_alpha0p5_cm20_wd0p03,500,3,256,0.001,0.02,1.5,20.0,0.03,1.0,0.009764715147508658,499,0.009930666084070549,0.009764715147508663,0.009930666084070549,195.45101356506348,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_2/tune_fedogda_s_abs_seed2_alpha0p5_cm20_wd0p03/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_2/tune_fedogda_s_abs_seed2_alpha0p5_cm20_wd0p03/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,abs,fedogda_s,stochastic,federated,2,0.5,tune_fedogda_s_abs_seed2_alpha0p5_cm20_wd0p1,500,3,256,0.001,0.02,1.5,20.0,0.1,1.0,0.009764715147508658,499,0.009930666084070549,0.009764715147508663,0.009930666084070549,198.8978214263916,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_2/tune_fedogda_s_abs_seed2_alpha0p5_cm20_wd0p1/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_2/tune_fedogda_s_abs_seed2_alpha0p5_cm20_wd0p1/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,abs,fedogda_s,stochastic,federated,2,0.5,tune_fedogda_s_abs_seed2_alpha0p5_cm2_wd0p001,500,3,256,0.001,0.002,1.5,2.0,0.001,1.0,0.11673173778555725,499,0.11893546588599702,0.11673173778555725,0.11893546588599702,196.77467727661133,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_2/tune_fedogda_s_abs_seed2_alpha0p5_cm2_wd0p001/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_2/tune_fedogda_s_abs_seed2_alpha0p5_cm2_wd0p001/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,abs,fedogda_s,stochastic,federated,2,0.5,tune_fedogda_s_abs_seed2_alpha0p5_cm2_wd0p01,500,3,256,0.001,0.002,1.5,2.0,0.01,1.0,0.11673173778555725,499,0.11893546588599702,0.11673173778555725,0.11893546588599702,195.53193402290344,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_2/tune_fedogda_s_abs_seed2_alpha0p5_cm2_wd0p01/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_2/tune_fedogda_s_abs_seed2_alpha0p5_cm2_wd0p01/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,abs,fedogda_s,stochastic,federated,2,0.5,tune_fedogda_s_abs_seed2_alpha0p5_cm2_wd0p03,500,3,256,0.001,0.002,1.5,2.0,0.03,1.0,0.11673173778555725,499,0.11893546588599702,0.11673173778555725,0.11893546588599702,192.74799609184265,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_2/tune_fedogda_s_abs_seed2_alpha0p5_cm2_wd0p03/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_2/tune_fedogda_s_abs_seed2_alpha0p5_cm2_wd0p03/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,abs,fedogda_s,stochastic,federated,2,0.5,tune_fedogda_s_abs_seed2_alpha0p5_cm2_wd0p1,500,3,256,0.001,0.002,1.5,2.0,0.1,1.0,0.11673173778555725,499,0.11893546588599702,0.11673173778555725,0.11893546588599702,199.70315837860107,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_2/tune_fedogda_s_abs_seed2_alpha0p5_cm2_wd0p1/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_2/tune_fedogda_s_abs_seed2_alpha0p5_cm2_wd0p1/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,abs,fedogda_s,stochastic,federated,2,0.5,tune_fedogda_s_abs_seed2_alpha0p5_cm5_wd0p001,500,3,256,0.001,0.005,1.5,5.0,0.001,1.0,0.07611832011901515,499,0.07766127288993799,0.07611832011901513,0.07766127288993799,191.54355907440186,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_2/tune_fedogda_s_abs_seed2_alpha0p5_cm5_wd0p001/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_2/tune_fedogda_s_abs_seed2_alpha0p5_cm5_wd0p001/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,abs,fedogda_s,stochastic,federated,2,0.5,tune_fedogda_s_abs_seed2_alpha0p5_cm5_wd0p01,500,3,256,0.001,0.005,1.5,5.0,0.01,1.0,0.07611832011901515,499,0.07766127288993799,0.07611832011901513,0.07766127288993799,199.8542890548706,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_2/tune_fedogda_s_abs_seed2_alpha0p5_cm5_wd0p01/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_2/tune_fedogda_s_abs_seed2_alpha0p5_cm5_wd0p01/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,abs,fedogda_s,stochastic,federated,2,0.5,tune_fedogda_s_abs_seed2_alpha0p5_cm5_wd0p03,500,3,256,0.001,0.005,1.5,5.0,0.03,1.0,0.07611832011901515,499,0.07766127288993799,0.07611832011901513,0.07766127288993799,193.85840368270874,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_2/tune_fedogda_s_abs_seed2_alpha0p5_cm5_wd0p03/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_2/tune_fedogda_s_abs_seed2_alpha0p5_cm5_wd0p03/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,abs,fedogda_s,stochastic,federated,2,0.5,tune_fedogda_s_abs_seed2_alpha0p5_cm5_wd0p1,500,3,256,0.001,0.005,1.5,5.0,0.1,1.0,0.07611832011901515,499,0.07766127288993799,0.07611832011901513,0.07766127288993799,199.02297401428223,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_2/tune_fedogda_s_abs_seed2_alpha0p5_cm5_wd0p1/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_2/tune_fedogda_s_abs_seed2_alpha0p5_cm5_wd0p1/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,linear,fedogda_s,stochastic,federated,0,0.5,tune_fedogda_s_linear_seed0_alpha0p5_cm10_wd0p001,500,3,256,0.001,0.01,1.5,10.0,0.001,1.0,0.0007822137267112849,440,0.0007847149540269521,0.0011729623566767182,0.0011582412758197687,191.67916870117188,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_0/tune_fedogda_s_linear_seed0_alpha0p5_cm10_wd0p001/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_0/tune_fedogda_s_linear_seed0_alpha0p5_cm10_wd0p001/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,linear,fedogda_s,stochastic,federated,0,0.5,tune_fedogda_s_linear_seed0_alpha0p5_cm10_wd0p01,500,3,256,0.001,0.01,1.5,10.0,0.01,1.0,0.0007822137267112849,440,0.0007847149540269521,0.0011729623566767182,0.0011582412758197687,187.51271510124207,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_0/tune_fedogda_s_linear_seed0_alpha0p5_cm10_wd0p01/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_0/tune_fedogda_s_linear_seed0_alpha0p5_cm10_wd0p01/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,linear,fedogda_s,stochastic,federated,0,0.5,tune_fedogda_s_linear_seed0_alpha0p5_cm10_wd0p03,500,3,256,0.001,0.01,1.5,10.0,0.03,1.0,0.0007822137267112849,440,0.0007847149540269521,0.0011729623566767182,0.0011582412758197687,193.2022545337677,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_0/tune_fedogda_s_linear_seed0_alpha0p5_cm10_wd0p03/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_0/tune_fedogda_s_linear_seed0_alpha0p5_cm10_wd0p03/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,linear,fedogda_s,stochastic,federated,0,0.5,tune_fedogda_s_linear_seed0_alpha0p5_cm10_wd0p1,500,3,256,0.001,0.01,1.5,10.0,0.1,1.0,0.0007822137267112849,440,0.0007847149540269521,0.0011729623566767182,0.0011582412758197687,193.75763511657715,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_0/tune_fedogda_s_linear_seed0_alpha0p5_cm10_wd0p1/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_0/tune_fedogda_s_linear_seed0_alpha0p5_cm10_wd0p1/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,linear,fedogda_s,stochastic,federated,0,0.5,tune_fedogda_s_linear_seed0_alpha0p5_cm20_wd0p001,500,3,256,0.001,0.02,1.5,20.0,0.001,1.0,0.00031525785361828364,351,0.0003174775871184345,0.0012105403979078562,0.0012441588803776592,190.69397592544556,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_0/tune_fedogda_s_linear_seed0_alpha0p5_cm20_wd0p001/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_0/tune_fedogda_s_linear_seed0_alpha0p5_cm20_wd0p001/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,linear,fedogda_s,stochastic,federated,0,0.5,tune_fedogda_s_linear_seed0_alpha0p5_cm20_wd0p01,500,3,256,0.001,0.02,1.5,20.0,0.01,1.0,0.00031525785361828364,351,0.0003174775871184345,0.0012105403979078562,0.0012441588803776592,187.85481095314026,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_0/tune_fedogda_s_linear_seed0_alpha0p5_cm20_wd0p01/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_0/tune_fedogda_s_linear_seed0_alpha0p5_cm20_wd0p01/metrics.json
