run_id,training_scope,dataset,method,seed,output_dir,iterations,batch_size,g_lr,f_lr,weight_decay,gradient_clip_norm,log_test_mse_by_round,selection_metric_source,test_mse_used_for_selection,status,command
centralized_lowdim_abs_gda_seed0,centralized,abs,gda,0,results/centralized_lowdim_v1_smoke/abs/gda/seed_0,2,0,0.001,0.01,0.0,1.0,False,validation,False,ready_for_smoke,/home/arnav22103/miniconda3/envs/fedgmm/bin/python scripts/run_centralized_lowdim.py --dataset abs --method gda --seed 0 --output-dir results/centralized_lowdim_v1_smoke/abs/gda/seed_0 --iterations 2 --batch-size 0 --g-lr 0.001 --f-lr 0.01 --weight-decay 0.0 --gradient-clip-norm 1.0
centralized_lowdim_abs_sgda_seed0,centralized,abs,sgda,0,results/centralized_lowdim_v1_smoke/abs/sgda/seed_0,2,256,0.001,0.01,0.0,1.0,False,validation,False,ready_for_smoke,/home/arnav22103/miniconda3/envs/fedgmm/bin/python scripts/run_centralized_lowdim.py --dataset abs --method sgda --seed 0 --output-dir results/centralized_lowdim_v1_smoke/abs/sgda/seed_0 --iterations 2 --batch-size 256 --g-lr 0.001 --f-lr 0.01 --weight-decay 0.0 --gradient-clip-norm 1.0
centralized_lowdim_abs_oadam_seed0,centralized,abs,oadam,0,results/centralized_lowdim_v1_smoke/abs/oadam/seed_0,2,256,0.001,0.01,0.0,1.0,False,validation,False,ready_for_smoke,/home/arnav22103/miniconda3/envs/fedgmm/bin/python scripts/run_centralized_lowdim.py --dataset abs --method oadam --seed 0 --output-dir results/centralized_lowdim_v1_smoke/abs/oadam/seed_0 --iterations 2 --batch-size 256 --g-lr 0.001 --f-lr 0.01 --weight-decay 0.0 --gradient-clip-norm 1.0
