alpha,dataset,method,seed,run_id,result_dir,source,method_label,round_rows,comm_round,client_num_in_total,client_num_per_round,epochs,batch_size,learning_rate,weight_decay,critic_multiplier,server_learning_rate,gradient_clip_norm,best_validation_mse,best_validation_round,test_mse_at_best_validation,final_test_mse,runtime_seconds,append_round_csv,skip_model_selection,skip_gmm_eval,auxiliary_regression,auxiliary_regression_epochs,periodic_checkpoint_interval,test_mse_used_for_selection
0.1,femnist_xz,fedgda_s,3,highdim_abs_femnist_xz_fedgda_s_seed3_alpha0p1,results/rerun_protocol_v1_real_images_abs_remaining_safe_speedup_v1_20260719_123539/femnist_xz/fedgda_s/seed_3/highdim_abs_femnist_xz_fedgda_s_seed3_alpha0p1,safe_speedup_v1,FedGDA-S,1500,1500,1000,10,3,256,0.003,0.05,10.0,1.5,1.0,0.17138482894525225,15,0.1730847428364429,0.3945556355729995,966.277446269989,True,False,False,True,3,200,False
0.1,femnist_xz,fedgda_s,4,highdim_abs_femnist_xz_fedgda_s_seed4_alpha0p1,results/rerun_protocol_v1_real_images_abs_remaining_safe_speedup_v1_20260719_123539/femnist_xz/fedgda_s/seed_4/highdim_abs_femnist_xz_fedgda_s_seed4_alpha0p1,safe_speedup_v1,FedGDA-S,1500,1500,1000,10,3,256,0.003,0.05,10.0,1.5,1.0,0.13935653998171582,676,0.1422782766132081,0.34274188955333174,984.8084590435028,True,False,False,True,3,200,False
0.1,femnist_xz,fedogda_s,0,highdim_abs_femnist_xz_fedogda_s_seed0_alpha0p1,results/rerun_protocol_v1_real_images_abs_remaining_safe_speedup_v1_20260719_123539/femnist_xz/fedogda_s/seed_0/highdim_abs_femnist_xz_fedogda_s_seed0_alpha0p1,safe_speedup_v1,FedOGDA-S,1500,1500,1000,10,3,256,0.003,0.05,10.0,1.5,1.0,0.14745404855840563,63,0.14998712184067475,0.31083785483101894,1015.3188016414642,True,False,False,True,3,200,False
0.1,femnist_xz,fedogda_s,1,highdim_abs_femnist_xz_fedogda_s_seed1_alpha0p1,results/rerun_protocol_v1_real_images_abs_remaining_safe_speedup_v1_20260719_123539/femnist_xz/fedogda_s/seed_1/highdim_abs_femnist_xz_fedogda_s_seed1_alpha0p1,safe_speedup_v1,FedOGDA-S,1500,1500,1000,10,3,256,0.003,0.05,10.0,1.5,1.0,0.13819340893202983,138,0.1358653457160359,0.3235516839723357,974.6405856609344,True,False,False,True,3,200,False
0.1,femnist_xz,fedogda_s,2,highdim_abs_femnist_xz_fedogda_s_seed2_alpha0p1,results/rerun_protocol_v1_real_images_abs_remaining_safe_speedup_v1_20260719_123539/femnist_xz/fedogda_s/seed_2/highdim_abs_femnist_xz_fedogda_s_seed2_alpha0p1,safe_speedup_v1,FedOGDA-S,1500,1500,1000,10,3,256,0.003,0.05,10.0,1.5,1.0,0.1444566132913937,60,0.14281197899470638,5.138567992755566,1019.1700048446655,True,False,False,True,3,200,False
0.1,femnist_xz,fedogda_s,3,highdim_abs_femnist_xz_fedogda_s_seed3_alpha0p1,results/rerun_protocol_v1_real_images_abs_remaining_safe_speedup_v1_20260719_123539/femnist_xz/fedogda_s/seed_3/highdim_abs_femnist_xz_fedogda_s_seed3_alpha0p1,safe_speedup_v1,FedOGDA-S,1500,1500,1000,10,3,256,0.003,0.05,10.0,1.5,1.0,0.1616380272283166,25,0.16337684442779427,0.43573216684734606,964.3255207538605,True,False,False,True,3,200,False
0.1,femnist_xz,fedogda_s,4,highdim_abs_femnist_xz_fedogda_s_seed4_alpha0p1,results/rerun_protocol_v1_real_images_abs_remaining_safe_speedup_v1_20260719_123539/femnist_xz/fedogda_s/seed_4/highdim_abs_femnist_xz_fedogda_s_seed4_alpha0p1,safe_speedup_v1,FedOGDA-S,1500,1500,1000,10,3,256,0.003,0.05,10.0,1.5,1.0,0.16763228390022264,346,0.16730546288387288,2.445878791781115,967.003457069397,True,False,False,True,3,200,False
0.1,femnist_z,fedgda_s,0,highdim_abs_femnist_z_fedgda_s_seed0_alpha0p1,results/rerun_protocol_v1_real_images_abs_remaining_safe_speedup_v1_20260719_123539/femnist_z/fedgda_s/seed_0/highdim_abs_femnist_z_fedgda_s_seed0_alpha0p1,safe_speedup_v1,FedGDA-S,1500,1500,1000,10,3,256,0.01,0.05,10.0,1.5,1.0,0.011925425042999238,543,0.012117718073921004,0.05287603190099553,578.8519022464752,True,False,False,True,3,200,False
0.1,femnist_z,fedgda_s,1,highdim_abs_femnist_z_fedgda_s_seed1_alpha0p1,results/rerun_protocol_v1_real_images_abs_remaining_safe_speedup_v1_20260719_123539/femnist_z/fedgda_s/seed_1/highdim_abs_femnist_z_fedgda_s_seed1_alpha0p1,safe_speedup_v1,FedGDA-S,1500,1500,1000,10,3,256,0.01,0.05,10.0,1.5,1.0,0.014094592280056767,766,0.014223896588922445,0.04202924655845935,550.5102922916412,True,False,False,True,3,200,False
0.1,femnist_z,fedgda_s,2,highdim_abs_femnist_z_fedgda_s_seed2_alpha0p1,results/rerun_protocol_v1_real_images_abs_remaining_safe_speedup_v1_20260719_123539/femnist_z/fedgda_s/seed_2/highdim_abs_femnist_z_fedgda_s_seed2_alpha0p1,safe_speedup_v1,FedGDA-S,1500,1500,1000,10,3,256,0.01,0.05,10.0,1.5,1.0,0.012316840373806308,656,0.01259734483671381,0.08510551000328805,562.7092001438141,True,False,False,True,3,200,False
0.1,femnist_z,fedgda_s,3,highdim_abs_femnist_z_fedgda_s_seed3_alpha0p1,results/rerun_protocol_v1_real_images_abs_remaining_safe_speedup_v1_20260719_123539/femnist_z/fedgda_s/seed_3/highdim_abs_femnist_z_fedgda_s_seed3_alpha0p1,safe_speedup_v1,FedGDA-S,1500,1500,1000,10,3,256,0.01,0.05,10.0,1.5,1.0,0.008490078568414848,639,0.008578588778006088,0.08511887181673963,566.6206340789795,True,False,False,True,3,200,False
0.1,femnist_z,fedgda_s,4,highdim_abs_femnist_z_fedgda_s_seed4_alpha0p1,results/rerun_protocol_v1_real_images_abs_remaining_safe_speedup_v1_20260719_123539/femnist_z/fedgda_s/seed_4/highdim_abs_femnist_z_fedgda_s_seed4_alpha0p1,safe_speedup_v1,FedGDA-S,1500,1500,1000,10,3,256,0.01,0.05,10.0,1.5,1.0,0.011119363822022941,531,0.011348717474901347,0.19537544371733526,578.8475916385651,True,False,False,True,3,200,False
0.1,femnist_z,fedogda_s,0,highdim_abs_femnist_z_fedogda_s_seed0_alpha0p1,results/rerun_protocol_v1_real_images_abs_remaining_safe_speedup_v1_20260719_123539/femnist_z/fedogda_s/seed_0/highdim_abs_femnist_z_fedogda_s_seed0_alpha0p1,safe_speedup_v1,FedOGDA-S,1500,1500,1000,10,3,256,0.01,0.05,10.0,1.5,1.0,0.009440316948016137,707,0.009546075796282425,0.23236738302902277,581.4656250476837,True,False,False,True,3,200,False
0.1,femnist_z,fedogda_s,1,highdim_abs_femnist_z_fedogda_s_seed1_alpha0p1,results/rerun_protocol_v1_real_images_abs_remaining_safe_speedup_v1_20260719_123539/femnist_z/fedogda_s/seed_1/highdim_abs_femnist_z_fedogda_s_seed1_alpha0p1,safe_speedup_v1,FedOGDA-S,1500,1500,1000,10,3,256,0.01,0.05,10.0,1.5,1.0,0.012362216478450766,1494,0.012247086744964993,0.12760178574741557,603.950875043869,True,False,False,True,3,200,False
0.1,femnist_z,fedogda_s,2,highdim_abs_femnist_z_fedogda_s_seed2_alpha0p1,results/rerun_protocol_v1_real_images_abs_remaining_safe_speedup_v1_20260719_123539/femnist_z/fedogda_s/seed_2/highdim_abs_femnist_z_fedogda_s_seed2_alpha0p1,safe_speedup_v1,FedOGDA-S,1500,1500,1000,10,3,256,0.01,0.05,10.0,1.5,1.0,0.009989075101954726,1039,0.010197122593220947,0.19094806067795,582.8252942562103,True,False,False,True,3,200,False
0.1,femnist_z,fedogda_s,3,highdim_abs_femnist_z_fedogda_s_seed3_alpha0p1,results/rerun_protocol_v1_real_images_abs_remaining_safe_speedup_v1_20260719_123539/femnist_z/fedogda_s/seed_3/highdim_abs_femnist_z_fedogda_s_seed3_alpha0p1,safe_speedup_v1,FedOGDA-S,1500,1500,1000,10,3,256,0.01,0.05,10.0,1.5,1.0,0.009882324003163469,741,0.010182835721231898,0.12214604992014784,603.9711027145386,True,False,False,True,3,200,False
0.1,femnist_z,fedogda_s,4,highdim_abs_femnist_z_fedogda_s_seed4_alpha0p1,results/rerun_protocol_v1_real_images_abs_remaining_safe_speedup_v1_20260719_123539/femnist_z/fedogda_s/seed_4/highdim_abs_femnist_z_fedogda_s_seed4_alpha0p1,safe_speedup_v1,FedOGDA-S,1500,1500,1000,10,3,256,0.01,0.05,10.0,1.5,1.0,0.0093123736834276,683,0.009493191597804644,0.08099441186576649,594.1787023544312,True,False,False,True,3,200,False
0.5,cifar10_x,fedgda_s,0,highdim_abs_cifar10_x_fedgda_s_seed0_alpha0p5,results/rerun_protocol_v1_real_images_abs_alpha0p5/cifar10_x/fedgda_s/seed_0/highdim_abs_cifar10_x_fedgda_s_seed0_alpha0p5,old_original,FedGDA-S,1500,1500,1000,10,3,256,0.003,0.05,10.0,1.5,1.0,0.15460611936177926,33,0.15197626588264704,1.0936337089316093,1917.8593952655792,,,,,,,False
0.5,cifar10_x,fedgda_s,1,highdim_abs_cifar10_x_fedgda_s_seed1_alpha0p5,results/rerun_protocol_v1_real_images_abs_alpha0p5/cifar10_x/fedgda_s/seed_1/highdim_abs_cifar10_x_fedgda_s_seed1_alpha0p5,old_original,FedGDA-S,1500,1500,1000,10,3,256,0.003,0.05,10.0,1.5,1.0,0.14433396137260368,14,0.1434444824888057,1.0138199804255965,1905.2635204792023,,,,,,,False
0.5,cifar10_x,fedgda_s,2,highdim_abs_cifar10_x_fedgda_s_seed2_alpha0p5,results/rerun_protocol_v1_real_images_abs_alpha0p5/cifar10_x/fedgda_s/seed_2/highdim_abs_cifar10_x_fedgda_s_seed2_alpha0p5,old_original,FedGDA-S,1500,1500,1000,10,3,256,0.003,0.05,10.0,1.5,1.0,0.2351693431201802,7,0.24137025629108372,1.11276408902726,1885.9154136180878,,,,,,,False
0.5,cifar10_x,fedgda_s,3,highdim_abs_cifar10_x_fedgda_s_seed3_alpha0p5,results/rerun_protocol_v1_real_images_abs_alpha0p5/cifar10_x/fedgda_s/seed_3/highdim_abs_cifar10_x_fedgda_s_seed3_alpha0p5,old_original,FedGDA-S,1500,1500,1000,10,3,256,0.003,0.05,10.0,1.5,1.0,0.1456451535177922,11,0.14967101852602138,0.9081971521934774,1922.9510884284973,,,,,,,False
0.5,cifar10_x,fedgda_s,4,highdim_abs_cifar10_x_fedgda_s_seed4_alpha0p5,results/rerun_protocol_v1_real_images_abs_alpha0p5/cifar10_x/fedgda_s/seed_4/highdim_abs_cifar10_x_fedgda_s_seed4_alpha0p5,old_original,FedGDA-S,1500,1500,1000,10,3,256,0.003,0.05,10.0,1.5,1.0,0.2735575457733355,39,0.25860467273395105,1.5242870236915045,1882.3371136188507,,,,,,,False
0.5,cifar10_x,fedogda_s,0,highdim_abs_cifar10_x_fedogda_s_seed0_alpha0p5,results/rerun_protocol_v1_real_images_abs_alpha0p5/cifar10_x/fedogda_s/seed_0/highdim_abs_cifar10_x_fedogda_s_seed0_alpha0p5,old_original,FedOGDA-S,1500,1500,1000,10,3,256,0.01,0.05,10.0,1.5,1.0,0.1511303177477736,20,0.15062454025566932,1.255561646900059,1927.9527082443237,,,,,,,False
0.5,cifar10_x,fedogda_s,1,highdim_abs_cifar10_x_fedogda_s_seed1_alpha0p5,results/rerun_protocol_v1_real_images_abs_alpha0p5/cifar10_x/fedogda_s/seed_1/highdim_abs_cifar10_x_fedogda_s_seed1_alpha0p5,old_original,FedOGDA-S,1500,1500,1000,10,3,256,0.01,0.05,10.0,1.5,1.0,0.1461646872360545,18,0.14860269268985943,1.354773047607442,1942.4061124324799,,,,,,,False
0.5,cifar10_x,fedogda_s,2,highdim_abs_cifar10_x_fedogda_s_seed2_alpha0p5,results/rerun_protocol_v1_real_images_abs_alpha0p5/cifar10_x/fedogda_s/seed_2/highdim_abs_cifar10_x_fedogda_s_seed2_alpha0p5,old_original,FedOGDA-S,1500,1500,1000,10,3,256,0.01,0.05,10.0,1.5,1.0,0.16960570196891864,14,0.1756133507767418,1.2174340155368084,2789.2612266540527,,,,,,,False
0.5,cifar10_x,fedogda_s,3,highdim_abs_cifar10_x_fedogda_s_seed3_alpha0p5,results/rerun_protocol_v1_real_images_abs_remaining_safe_speedup_v1_20260719_123539/cifar10_x/fedogda_s/seed_3/highdim_abs_cifar10_x_fedogda_s_seed3_alpha0p5,safe_speedup_v1,FedOGDA-S,1500,1500,1000,10,3,256,0.01,0.05,10.0,1.5,1.0,0.15666966925479997,14,0.15880344331970533,1.1072408182529612,855.0850696563721,True,False,False,True,3,200,False
0.5,cifar10_x,fedogda_s,4,highdim_abs_cifar10_x_fedogda_s_seed4_alpha0p5,results/rerun_protocol_v1_real_images_abs_remaining_safe_speedup_v1_20260719_123539/cifar10_x/fedogda_s/seed_4/highdim_abs_cifar10_x_fedogda_s_seed4_alpha0p5,safe_speedup_v1,FedOGDA-S,1500,1500,1000,10,3,256,0.01,0.05,10.0,1.5,1.0,0.18616942683108695,16,0.19022083289968067,1.9453827598784605,857.7311022281647,True,False,False,True,3,200,False
0.5,cifar10_xz,fedgda_s,0,highdim_abs_cifar10_xz_fedgda_s_seed0_alpha0p5,results/rerun_protocol_v1_real_images_abs_remaining_safe_speedup_v1_20260719_123539/cifar10_xz/fedgda_s/seed_0/highdim_abs_cifar10_xz_fedgda_s_seed0_alpha0p5,safe_speedup_v1,FedGDA-S,1500,1500,1000,10,3,256,0.01,0.05,10.0,1.5,1.0,0.18359678332921975,15,0.18826408203082828,0.948058901863367,1356.0561039447784,True,False,False,True,3,200,False
0.5,cifar10_xz,fedgda_s,1,highdim_abs_cifar10_xz_fedgda_s_seed1_alpha0p5,results/rerun_protocol_v1_real_images_abs_remaining_safe_speedup_v1_20260719_123539/cifar10_xz/fedgda_s/seed_1/highdim_abs_cifar10_xz_fedgda_s_seed1_alpha0p5,safe_speedup_v1,FedGDA-S,1500,1500,1000,10,3,256,0.01,0.05,10.0,1.5,1.0,0.146529589011108,13,0.15018176817111561,1.4678593965068913,1289.3799891471863,True,False,False,True,3,200,False
0.5,cifar10_xz,fedgda_s,2,highdim_abs_cifar10_xz_fedgda_s_seed2_alpha0p5,results/rerun_protocol_v1_real_images_abs_remaining_safe_speedup_v1_20260719_123539/cifar10_xz/fedgda_s/seed_2/highdim_abs_cifar10_xz_fedgda_s_seed2_alpha0p5,safe_speedup_v1,FedGDA-S,1500,1500,1000,10,3,256,0.01,0.05,10.0,1.5,1.0,0.15371721263232876,12,0.15815469794121761,1.1230331559020084,1302.7609808444977,True,False,False,True,3,200,False
0.5,cifar10_xz,fedgda_s,3,highdim_abs_cifar10_xz_fedgda_s_seed3_alpha0p5,results/rerun_protocol_v1_real_images_abs_remaining_safe_speedup_v1_20260719_123539/cifar10_xz/fedgda_s/seed_3/highdim_abs_cifar10_xz_fedgda_s_seed3_alpha0p5,safe_speedup_v1,FedGDA-S,1500,1500,1000,10,3,256,0.01,0.05,10.0,1.5,1.0,0.16470090826243225,8,0.16814473095376725,0.6260736804807154,1339.7488012313843,True,False,False,True,3,200,False
0.5,cifar10_xz,fedgda_s,4,highdim_abs_cifar10_xz_fedgda_s_seed4_alpha0p5,results/rerun_protocol_v1_real_images_abs_remaining_safe_speedup_v1_20260719_123539/cifar10_xz/fedgda_s/seed_4/highdim_abs_cifar10_xz_fedgda_s_seed4_alpha0p5,safe_speedup_v1,FedGDA-S,1500,1500,1000,10,3,256,0.01,0.05,10.0,1.5,1.0,0.14984594691455894,14,0.15565386041407983,1.4683102267902337,1357.5498042106628,True,False,False,True,3,200,False
0.5,cifar10_xz,fedogda_s,0,highdim_abs_cifar10_xz_fedogda_s_seed0_alpha0p5,results/rerun_protocol_v1_real_images_abs_remaining_safe_speedup_v1_20260719_123539/cifar10_xz/fedogda_s/seed_0/highdim_abs_cifar10_xz_fedogda_s_seed0_alpha0p5,safe_speedup_v1,FedOGDA-S,1500,1500,1000,10,3,256,0.01,0.05,10.0,1.5,1.0,0.17591189315472486,318,0.17649766478117557,1.5771108441875574,1294.2794637680054,True,False,False,True,3,200,False
0.5,cifar10_xz,fedogda_s,1,highdim_abs_cifar10_xz_fedogda_s_seed1_alpha0p5,results/rerun_protocol_v1_real_images_abs_remaining_safe_speedup_v1_20260719_123539/cifar10_xz/fedogda_s/seed_1/highdim_abs_cifar10_xz_fedogda_s_seed1_alpha0p5,safe_speedup_v1,FedOGDA-S,1500,1500,1000,10,3,256,0.01,0.05,10.0,1.5,1.0,0.14780446854086013,23,0.15240602137247936,1.2992518829005861,1361.1069965362549,True,False,False,True,3,200,False
0.5,cifar10_xz,fedogda_s,2,highdim_abs_cifar10_xz_fedogda_s_seed2_alpha0p5,results/rerun_protocol_v1_real_images_abs_remaining_safe_speedup_v1_20260719_123539/cifar10_xz/fedogda_s/seed_2/highdim_abs_cifar10_xz_fedogda_s_seed2_alpha0p5,safe_speedup_v1,FedOGDA-S,1500,1500,1000,10,3,256,0.01,0.05,10.0,1.5,1.0,0.1561523573728143,15,0.16099782950560468,0.8716065562722671,1363.0262229442596,True,False,False,True,3,200,False
0.5,cifar10_xz,fedogda_s,3,highdim_abs_cifar10_xz_fedogda_s_seed3_alpha0p5,results/rerun_protocol_v1_real_images_abs_remaining_safe_speedup_v1_20260719_123539/cifar10_xz/fedogda_s/seed_3/highdim_abs_cifar10_xz_fedogda_s_seed3_alpha0p5,safe_speedup_v1,FedOGDA-S,1500,1500,1000,10,3,256,0.01,0.05,10.0,1.5,1.0,0.16708337287580288,16,0.1713174654464857,1.0398908583611417,1308.9167125225067,True,False,False,True,3,200,False
0.5,cifar10_xz,fedogda_s,4,highdim_abs_cifar10_xz_fedogda_s_seed4_alpha0p5,results/rerun_protocol_v1_real_images_abs_remaining_safe_speedup_v1_20260719_123539/cifar10_xz/fedogda_s/seed_4/highdim_abs_cifar10_xz_fedogda_s_seed4_alpha0p5,safe_speedup_v1,FedOGDA-S,1500,1500,1000,10,3,256,0.01,0.05,10.0,1.5,1.0,0.15485429139667706,24,0.16102195144456738,0.8265109711266697,1343.9705109596252,True,False,False,True,3,200,False
0.5,cifar10_z,fedgda_s,0,highdim_abs_cifar10_z_fedgda_s_seed0_alpha0p5,results/rerun_protocol_v1_real_images_abs_remaining_safe_speedup_v1_20260719_123539/cifar10_z/fedgda_s/seed_0/highdim_abs_cifar10_z_fedgda_s_seed0_alpha0p5,safe_speedup_v1,FedGDA-S,1500,1500,1000,10,3,256,0.01,0.05,10.0,1.5,1.0,0.046310742628483996,563,0.04676392384097766,0.23442556116536026,738.4864084720612,True,False,False,True,3,200,False
0.5,cifar10_z,fedgda_s,1,highdim_abs_cifar10_z_fedgda_s_seed1_alpha0p5,results/rerun_protocol_v1_real_images_abs_remaining_safe_speedup_v1_20260719_123539/cifar10_z/fedgda_s/seed_1/highdim_abs_cifar10_z_fedgda_s_seed1_alpha0p5,safe_speedup_v1,FedGDA-S,1500,1500,1000,10,3,256,0.01,0.05,10.0,1.5,1.0,0.04745299901011008,1162,0.04651604710344785,0.14322084985156863,750.0387635231018,True,False,False,True,3,200,False
0.5,cifar10_z,fedgda_s,2,highdim_abs_cifar10_z_fedgda_s_seed2_alpha0p5,results/rerun_protocol_v1_real_images_abs_remaining_safe_speedup_v1_20260719_123539/cifar10_z/fedgda_s/seed_2/highdim_abs_cifar10_z_fedgda_s_seed2_alpha0p5,safe_speedup_v1,FedGDA-S,1500,1500,1000,10,3,256,0.01,0.05,10.0,1.5,1.0,0.05934716412349703,570,0.059709112898506576,0.11674065608621208,740.0963008403778,True,False,False,True,3,200,False
0.5,cifar10_z,fedgda_s,3,highdim_abs_cifar10_z_fedgda_s_seed3_alpha0p5,results/rerun_protocol_v1_real_images_abs_remaining_safe_speedup_v1_20260719_123539/cifar10_z/fedgda_s/seed_3/highdim_abs_cifar10_z_fedgda_s_seed3_alpha0p5,safe_speedup_v1,FedGDA-S,1500,1500,1000,10,3,256,0.01,0.05,10.0,1.5,1.0,0.06170260921820495,808,0.06052322104478882,0.1678072085184458,758.2540378570557,True,False,False,True,3,200,False
0.5,cifar10_z,fedgda_s,4,highdim_abs_cifar10_z_fedgda_s_seed4_alpha0p5,results/rerun_protocol_v1_real_images_abs_remaining_safe_speedup_v1_20260719_123539/cifar10_z/fedgda_s/seed_4/highdim_abs_cifar10_z_fedgda_s_seed4_alpha0p5,safe_speedup_v1,FedGDA-S,1500,1500,1000,10,3,256,0.01,0.05,10.0,1.5,1.0,0.06460795307228004,1359,0.06300489133757733,0.10796739409096565,742.567218542099,True,False,False,True,3,200,False
0.5,cifar10_z,fedogda_s,0,highdim_abs_cifar10_z_fedogda_s_seed0_alpha0p5,results/rerun_protocol_v1_real_images_abs_remaining_safe_speedup_v1_20260719_123539/cifar10_z/fedogda_s/seed_0/highdim_abs_cifar10_z_fedogda_s_seed0_alpha0p5,safe_speedup_v1,FedOGDA-S,1500,1500,1000,10,3,256,0.01,0.05,10.0,1.5,1.0,0.05605695660175639,696,0.056500794985290204,0.41379822656899296,791.9420292377472,True,False,False,True,3,200,False
0.5,cifar10_z,fedogda_s,1,highdim_abs_cifar10_z_fedogda_s_seed1_alpha0p5,results/rerun_protocol_v1_real_images_abs_remaining_safe_speedup_v1_20260719_123539/cifar10_z/fedogda_s/seed_1/highdim_abs_cifar10_z_fedogda_s_seed1_alpha0p5,safe_speedup_v1,FedOGDA-S,1500,1500,1000,10,3,256,0.01,0.05,10.0,1.5,1.0,0.06301009913204508,920,0.06297360917180082,0.38910938913734544,776.0372245311737,True,False,False,True,3,200,False
0.5,cifar10_z,fedogda_s,2,highdim_abs_cifar10_z_fedogda_s_seed2_alpha0p5,results/rerun_protocol_v1_real_images_abs_remaining_safe_speedup_v1_20260719_123539/cifar10_z/fedogda_s/seed_2/highdim_abs_cifar10_z_fedogda_s_seed2_alpha0p5,safe_speedup_v1,FedOGDA-S,1500,1500,1000,10,3,256,0.01,0.05,10.0,1.5,1.0,0.06505701713411052,965,0.06459374006947101,0.9864037369292251,789.1347000598907,True,False,False,True,3,200,False
0.5,cifar10_z,fedogda_s,3,highdim_abs_cifar10_z_fedogda_s_seed3_alpha0p5,results/rerun_protocol_v1_real_images_abs_remaining_safe_speedup_v1_20260719_123539/cifar10_z/fedogda_s/seed_3/highdim_abs_cifar10_z_fedogda_s_seed3_alpha0p5,safe_speedup_v1,FedOGDA-S,1500,1500,1000,10,3,256,0.01,0.05,10.0,1.5,1.0,0.06868370226325222,849,0.06831298144375804,0.13779050431972906,763.1482329368591,True,False,False,True,3,200,False
0.5,cifar10_z,fedogda_s,4,highdim_abs_cifar10_z_fedogda_s_seed4_alpha0p5,results/rerun_protocol_v1_real_images_abs_remaining_safe_speedup_v1_20260719_123539/cifar10_z/fedogda_s/seed_4/highdim_abs_cifar10_z_fedogda_s_seed4_alpha0p5,safe_speedup_v1,FedOGDA-S,1500,1500,1000,10,3,256,0.01,0.05,10.0,1.5,1.0,0.07006355504749333,673,0.0705788165137837,0.2317676945655016,748.0651705265045,True,False,False,True,3,200,False
0.5,femnist_x,fedgda_s,0,highdim_abs_femnist_x_fedgda_s_seed0_alpha0p5,results/rerun_protocol_v1_real_images_abs_remaining_safe_speedup_v1_20260719_123539/femnist_x/fedgda_s/seed_0/highdim_abs_femnist_x_fedgda_s_seed0_alpha0p5,safe_speedup_v1,FedGDA-S,1500,1500,1000,10,3,256,0.01,0.05,10.0,1.5,1.0,0.14592151134208134,15,0.14598409766187814,1.873058713920758,631.7747821807861,True,False,False,True,3,200,False
0.5,femnist_x,fedgda_s,1,highdim_abs_femnist_x_fedgda_s_seed1_alpha0p5,results/rerun_protocol_v1_real_images_abs_remaining_safe_speedup_v1_20260719_123539/femnist_x/fedgda_s/seed_1/highdim_abs_femnist_x_fedgda_s_seed1_alpha0p5,safe_speedup_v1,FedGDA-S,1500,1500,1000,10,3,256,0.01,0.05,10.0,1.5,1.0,0.14880326460297968,16,0.1511449807071747,1.9046591845974747,610.6977837085724,True,False,False,True,3,200,False
0.5,femnist_x,fedgda_s,2,highdim_abs_femnist_x_fedgda_s_seed2_alpha0p5,results/rerun_protocol_v1_real_images_abs_remaining_safe_speedup_v2_20260719_233531/femnist_x/fedgda_s/seed_2/highdim_abs_femnist_x_fedgda_s_seed2_alpha0p5,safe_speedup_v2,FedGDA-S,1500,1500,1000,10,3,256,0.01,0.05,10.0,1.5,1.0,0.17560444536312958,11,0.1779860343671896,2.0177375396493877,645.1524229049683,True,False,False,True,3,200,False
0.5,femnist_x,fedgda_s,3,highdim_abs_femnist_x_fedgda_s_seed3_alpha0p5,results/rerun_protocol_v1_real_images_abs_remaining_safe_speedup_v2_20260719_233531/femnist_x/fedgda_s/seed_3/highdim_abs_femnist_x_fedgda_s_seed3_alpha0p5,safe_speedup_v2,FedGDA-S,1500,1500,1000,10,3,256,0.01,0.05,10.0,1.5,1.0,0.20759242314963422,5,0.20885553444929447,1.8477126213877115,628.5620679855347,True,False,False,True,3,200,False
0.5,femnist_x,fedgda_s,4,highdim_abs_femnist_x_fedgda_s_seed4_alpha0p5,results/rerun_protocol_v1_real_images_abs_remaining_safe_speedup_v2_20260719_233531/femnist_x/fedgda_s/seed_4/highdim_abs_femnist_x_fedgda_s_seed4_alpha0p5,safe_speedup_v2,FedGDA-S,1500,1500,1000,10,3,256,0.01,0.05,10.0,1.5,1.0,0.16074485472075503,13,0.16355757775479246,1.9385284377929246,591.8887968063354,True,False,False,True,3,200,False
0.5,femnist_x,fedogda_s,0,highdim_abs_femnist_x_fedogda_s_seed0_alpha0p5,results/rerun_protocol_v1_real_images_abs_remaining_safe_speedup_v2_20260719_233531/femnist_x/fedogda_s/seed_0/highdim_abs_femnist_x_fedogda_s_seed0_alpha0p5,safe_speedup_v2,FedOGDA-S,1500,1500,1000,10,3,256,0.01,0.05,10.0,1.5,1.0,0.12365293725366402,26,0.12442578259716368,1.2992248692176676,632.6970953941345,True,False,False,True,3,200,False
0.5,femnist_x,fedogda_s,1,highdim_abs_femnist_x_fedogda_s_seed1_alpha0p5,results/rerun_protocol_v1_real_images_abs_remaining_safe_speedup_v2_20260719_233531/femnist_x/fedogda_s/seed_1/highdim_abs_femnist_x_fedogda_s_seed1_alpha0p5,safe_speedup_v2,FedOGDA-S,1500,1500,1000,10,3,256,0.01,0.05,10.0,1.5,1.0,0.1357957835164789,22,0.13861144691109858,0.9225903026414857,637.0610177516937,True,False,False,True,3,200,False
0.5,femnist_x,fedogda_s,2,highdim_abs_femnist_x_fedogda_s_seed2_alpha0p5,results/rerun_protocol_v1_real_images_abs_remaining_safe_speedup_v2_20260719_233531/femnist_x/fedogda_s/seed_2/highdim_abs_femnist_x_fedogda_s_seed2_alpha0p5,safe_speedup_v2,FedOGDA-S,1500,1500,1000,10,3,256,0.01,0.05,10.0,1.5,1.0,0.14119794108894848,22,0.14207063879675894,11.297957998372413,646.1130366325378,True,False,False,True,3,200,False
0.5,femnist_x,fedogda_s,3,highdim_abs_femnist_x_fedogda_s_seed3_alpha0p5,results/rerun_protocol_v1_real_images_abs_remaining_safe_speedup_v2_20260719_233531/femnist_x/fedogda_s/seed_3/highdim_abs_femnist_x_fedogda_s_seed3_alpha0p5,safe_speedup_v2,FedOGDA-S,1500,1500,1000,10,3,256,0.01,0.05,10.0,1.5,1.0,0.13293104104155845,24,0.13441087526236326,1.5255587254095349,664.1118605136871,True,False,False,True,3,200,False
