run_id,protocol_version,run_group,training_scope,method,method_label,dataset,seed,alpha,output_root,final_result_dir,implementation_status,run_status,preflight_required,preflight_status,model,federated_optimizer,client_optimizer,client_num_in_total,client_num_per_round,comm_round,epochs,batch_size,partition_method,partition_alpha,data_cache_dir,learning_rate,learning_rate_status,weight_decay,critic_multiplier,server_learning_rate,gradient_clip_norm,simple_model_selection_epochs,f_history_model_selection_epochs,model_selection_batch_size,using_gpu,gpu_id,log_test_mse_by_round,test_mse_used_for_selection,selection_metric_source,selected_without_test,notes
stage_A1_sin_fedogda_d_seed0_alpha1p0_R3_cm10_slr1p5_glr0p001,sine_fedogda_tuning_v1,sine_fedogda_d_stage_A1,federated,fedogda_d,FedOGDA-D,sin,0,1.0,results/sine_fedogda_tuning/stage_A1_deterministic,results/sine_fedogda_tuning/stage_A1_deterministic/sin/fedogda_d/seed_0/stage_A1_sin_fedogda_d_seed0_alpha1p0_R3_cm10_slr1p5_glr0p001,ready,not_started,False,not_required,lr,FedAvg,ogda,1000,1000,200,3,0,hetero,1.0,data,0.001,stage_A1_grid_from_current_fedogda_d,0.1,10.0,1.5,1.0,100,60,200,True,,True,False,validation,True,Stage A1 deterministic Sine FedOGDA-D fallback grid; candidate ranking validation-only; Test MSE logged for post-selection reporting only.
stage_A1_sin_fedogda_d_seed0_alpha1p0_R3_cm10_slr1p5_glr0p002,sine_fedogda_tuning_v1,sine_fedogda_d_stage_A1,federated,fedogda_d,FedOGDA-D,sin,0,1.0,results/sine_fedogda_tuning/stage_A1_deterministic,results/sine_fedogda_tuning/stage_A1_deterministic/sin/fedogda_d/seed_0/stage_A1_sin_fedogda_d_seed0_alpha1p0_R3_cm10_slr1p5_glr0p002,ready,not_started,False,not_required,lr,FedAvg,ogda,1000,1000,200,3,0,hetero,1.0,data,0.002,stage_A1_grid_from_current_fedogda_d,0.1,10.0,1.5,1.0,100,60,200,True,,True,False,validation,True,Stage A1 deterministic Sine FedOGDA-D fallback grid; candidate ranking validation-only; Test MSE logged for post-selection reporting only.
stage_A1_sin_fedogda_d_seed0_alpha1p0_R3_cm10_slr2_glr0p0005,sine_fedogda_tuning_v1,sine_fedogda_d_stage_A1,federated,fedogda_d,FedOGDA-D,sin,0,1.0,results/sine_fedogda_tuning/stage_A1_deterministic,results/sine_fedogda_tuning/stage_A1_deterministic/sin/fedogda_d/seed_0/stage_A1_sin_fedogda_d_seed0_alpha1p0_R3_cm10_slr2_glr0p0005,ready,not_started,False,not_required,lr,FedAvg,ogda,1000,1000,200,3,0,hetero,1.0,data,0.0005,stage_A1_grid_from_current_fedogda_d,0.1,10.0,2.0,1.0,100,60,200,True,,True,False,validation,True,Stage A1 deterministic Sine FedOGDA-D fallback grid; candidate ranking validation-only; Test MSE logged for post-selection reporting only.
stage_A1_sin_fedogda_d_seed0_alpha1p0_R3_cm10_slr2_glr0p001,sine_fedogda_tuning_v1,sine_fedogda_d_stage_A1,federated,fedogda_d,FedOGDA-D,sin,0,1.0,results/sine_fedogda_tuning/stage_A1_deterministic,results/sine_fedogda_tuning/stage_A1_deterministic/sin/fedogda_d/seed_0/stage_A1_sin_fedogda_d_seed0_alpha1p0_R3_cm10_slr2_glr0p001,ready,not_started,False,not_required,lr,FedAvg,ogda,1000,1000,200,3,0,hetero,1.0,data,0.001,stage_A1_grid_from_current_fedogda_d,0.1,10.0,2.0,1.0,100,60,200,True,,True,False,validation,True,Stage A1 deterministic Sine FedOGDA-D fallback grid; candidate ranking validation-only; Test MSE logged for post-selection reporting only.
stage_A1_sin_fedogda_d_seed0_alpha1p0_R3_cm10_slr2_glr0p002,sine_fedogda_tuning_v1,sine_fedogda_d_stage_A1,federated,fedogda_d,FedOGDA-D,sin,0,1.0,results/sine_fedogda_tuning/stage_A1_deterministic,results/sine_fedogda_tuning/stage_A1_deterministic/sin/fedogda_d/seed_0/stage_A1_sin_fedogda_d_seed0_alpha1p0_R3_cm10_slr2_glr0p002,ready,not_started,False,not_required,lr,FedAvg,ogda,1000,1000,200,3,0,hetero,1.0,data,0.002,stage_A1_grid_from_current_fedogda_d,0.1,10.0,2.0,1.0,100,60,200,True,,True,False,validation,True,Stage A1 deterministic Sine FedOGDA-D fallback grid; candidate ranking validation-only; Test MSE logged for post-selection reporting only.
stage_A1_sin_fedogda_d_seed0_alpha1p0_R3_cm15_slr1p5_glr0p0005,sine_fedogda_tuning_v1,sine_fedogda_d_stage_A1,federated,fedogda_d,FedOGDA-D,sin,0,1.0,results/sine_fedogda_tuning/stage_A1_deterministic,results/sine_fedogda_tuning/stage_A1_deterministic/sin/fedogda_d/seed_0/stage_A1_sin_fedogda_d_seed0_alpha1p0_R3_cm15_slr1p5_glr0p0005,ready,not_started,False,not_required,lr,FedAvg,ogda,1000,1000,200,3,0,hetero,1.0,data,0.0005,stage_A1_grid_from_current_fedogda_d,0.1,15.0,1.5,1.0,100,60,200,True,,True,False,validation,True,Stage A1 deterministic Sine FedOGDA-D fallback grid; candidate ranking validation-only; Test MSE logged for post-selection reporting only.
stage_A1_sin_fedogda_d_seed0_alpha1p0_R3_cm15_slr1p5_glr0p001,sine_fedogda_tuning_v1,sine_fedogda_d_stage_A1,federated,fedogda_d,FedOGDA-D,sin,0,1.0,results/sine_fedogda_tuning/stage_A1_deterministic,results/sine_fedogda_tuning/stage_A1_deterministic/sin/fedogda_d/seed_0/stage_A1_sin_fedogda_d_seed0_alpha1p0_R3_cm15_slr1p5_glr0p001,ready,not_started,False,not_required,lr,FedAvg,ogda,1000,1000,200,3,0,hetero,1.0,data,0.001,stage_A1_grid_from_current_fedogda_d,0.1,15.0,1.5,1.0,100,60,200,True,,True,False,validation,True,Stage A1 deterministic Sine FedOGDA-D fallback grid; candidate ranking validation-only; Test MSE logged for post-selection reporting only.
stage_A1_sin_fedogda_d_seed0_alpha1p0_R3_cm15_slr1p5_glr0p002,sine_fedogda_tuning_v1,sine_fedogda_d_stage_A1,federated,fedogda_d,FedOGDA-D,sin,0,1.0,results/sine_fedogda_tuning/stage_A1_deterministic,results/sine_fedogda_tuning/stage_A1_deterministic/sin/fedogda_d/seed_0/stage_A1_sin_fedogda_d_seed0_alpha1p0_R3_cm15_slr1p5_glr0p002,ready,not_started,False,not_required,lr,FedAvg,ogda,1000,1000,200,3,0,hetero,1.0,data,0.002,stage_A1_grid_from_current_fedogda_d,0.1,15.0,1.5,1.0,100,60,200,True,,True,False,validation,True,Stage A1 deterministic Sine FedOGDA-D fallback grid; candidate ranking validation-only; Test MSE logged for post-selection reporting only.
stage_A1_sin_fedogda_d_seed0_alpha1p0_R3_cm15_slr2_glr0p0005,sine_fedogda_tuning_v1,sine_fedogda_d_stage_A1,federated,fedogda_d,FedOGDA-D,sin,0,1.0,results/sine_fedogda_tuning/stage_A1_deterministic,results/sine_fedogda_tuning/stage_A1_deterministic/sin/fedogda_d/seed_0/stage_A1_sin_fedogda_d_seed0_alpha1p0_R3_cm15_slr2_glr0p0005,ready,not_started,False,not_required,lr,FedAvg,ogda,1000,1000,200,3,0,hetero,1.0,data,0.0005,stage_A1_grid_from_current_fedogda_d,0.1,15.0,2.0,1.0,100,60,200,True,,True,False,validation,True,Stage A1 deterministic Sine FedOGDA-D fallback grid; candidate ranking validation-only; Test MSE logged for post-selection reporting only.
stage_A1_sin_fedogda_d_seed0_alpha1p0_R3_cm15_slr2_glr0p001,sine_fedogda_tuning_v1,sine_fedogda_d_stage_A1,federated,fedogda_d,FedOGDA-D,sin,0,1.0,results/sine_fedogda_tuning/stage_A1_deterministic,results/sine_fedogda_tuning/stage_A1_deterministic/sin/fedogda_d/seed_0/stage_A1_sin_fedogda_d_seed0_alpha1p0_R3_cm15_slr2_glr0p001,ready,not_started,False,not_required,lr,FedAvg,ogda,1000,1000,200,3,0,hetero,1.0,data,0.001,stage_A1_grid_from_current_fedogda_d,0.1,15.0,2.0,1.0,100,60,200,True,,True,False,validation,True,Stage A1 deterministic Sine FedOGDA-D fallback grid; candidate ranking validation-only; Test MSE logged for post-selection reporting only.
stage_A1_sin_fedogda_d_seed0_alpha1p0_R3_cm15_slr2_glr0p002,sine_fedogda_tuning_v1,sine_fedogda_d_stage_A1,federated,fedogda_d,FedOGDA-D,sin,0,1.0,results/sine_fedogda_tuning/stage_A1_deterministic,results/sine_fedogda_tuning/stage_A1_deterministic/sin/fedogda_d/seed_0/stage_A1_sin_fedogda_d_seed0_alpha1p0_R3_cm15_slr2_glr0p002,ready,not_started,False,not_required,lr,FedAvg,ogda,1000,1000,200,3,0,hetero,1.0,data,0.002,stage_A1_grid_from_current_fedogda_d,0.1,15.0,2.0,1.0,100,60,200,True,,True,False,validation,True,Stage A1 deterministic Sine FedOGDA-D fallback grid; candidate ranking validation-only; Test MSE logged for post-selection reporting only.
