rank_validation_only,run_id,alpha,seed,T,R,g_lr,critic_multiplier,server_lr,best_validation_mse,best_validation_round,final_validation_mse,last50_validation_mse_mean,last50_validation_mse_std,last50_validation_mse_cv,last50_validation_mse_range,test_mse_at_best_validation,final_test_mse,last50_test_mse_mean,last50_test_mse_std,diverged,finite_history,validated,result_dir
1,stage_A2_from_A1_mini_sin_fedogda_d_seed0_alpha1p0_R3_cm15_slr1.5_glr0p002,1.0,0,500,3,0.002,15.0,1.5,0.08107361413428762,499,0.08107361413428762,0.08174772477114323,0.0003887488089372199,0.0047554694644473755,0.0013258761153596837,0.08321021932625397,0.08321021932625397,0.08390051439266659,0.00039845899025553407,False,True,True,results/sine_fedogda_tuning/stage_A2_from_A1_mini/sin/fedogda_d/seed_0/stage_A2_from_A1_mini_sin_fedogda_d_seed0_alpha1p0_R3_cm15_slr1.5_glr0p002
