seed,run_id,result_dir,best_validation_round,best_validation_mse,test_mse_at_best_validation,final_test_mse,last50_validation_mse_mean,last50_validation_mse_std,last50_validation_mse_cv,last50_test_mse_mean,last50_test_mse_std,last50_test_mse_cv,diverged,finite_history
0,stage_A2_from_A1_mini_sin_fedogda_d_seed0_alpha1p0_R3_cm15_slr1.5_glr0p002,results/sine_fedogda_tuning/stage_A2_from_A1_mini/sin/fedogda_d/seed_0/stage_A2_from_A1_mini_sin_fedogda_d_seed0_alpha1p0_R3_cm15_slr1.5_glr0p002,499,0.08107361413428762,0.08321021932625397,0.08321021932625397,0.08174772477114323,0.0003887488089372199,0.0047554694644473755,0.08390051439266659,0.00039845899025553407,0.004749184115733643,False,True
1,stage_A2_from_A1_mini_sin_fedogda_d_seed1_alpha1p0_R3_cm15_slr1.5_glr0p002,results/sine_fedogda_tuning/stage_A2_from_A1_mini/sin/fedogda_d/seed_1/stage_A2_from_A1_mini_sin_fedogda_d_seed1_alpha1p0_R3_cm15_slr1.5_glr0p002,499,0.07270591745587794,0.07464631151131235,0.07464631151131235,0.07381611629505361,0.0006520779456029159,0.008833815409584361,0.07579931721566079,0.0006775693479401646,0.008938990123253682,False,True
2,stage_A2_from_A1_mini_sin_fedogda_d_seed2_alpha1p0_R3_cm15_slr1.5_glr0p002,results/sine_fedogda_tuning/stage_A2_from_A1_mini/sin/fedogda_d/seed_2/stage_A2_from_A1_mini_sin_fedogda_d_seed2_alpha1p0_R3_cm15_slr1.5_glr0p002,499,0.08005922766616173,0.08217807288456339,0.08217807288456339,0.08037048757292478,0.00017802221684178946,0.002215019744408787,0.08253779072958593,0.00020783030310967518,0.002518001769523712,False,True
