run_id,dataset,method,seed,alpha,status,checked_client_count,sample_count_min,sample_count_max,sample_count_sum,preflight_run_dir,preflight_report_path,effective_config_path,error
rerun_protocol_v1_step_fedgda_d_seed2_alpha1p0,step,fedgda_d,2,1.0,passed,1000,5,518,20000,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/step/fedgda_d/seed_2/rerun_protocol_v1_step_fedgda_d_seed2_alpha1p0_full_gradient_preflight,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/step/fedgda_d/seed_2/rerun_protocol_v1_step_fedgda_d_seed2_alpha1p0_full_gradient_preflight/full_gradient_preflight.json,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/step/fedgda_d/seed_2/rerun_protocol_v1_step_fedgda_d_seed2_alpha1p0_full_gradient_preflight/effective_config.json,
rerun_protocol_v1_step_fedogda_d_seed2_alpha1p0,step,fedogda_d,2,1.0,passed,1000,5,518,20000,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/step/fedogda_d/seed_2/rerun_protocol_v1_step_fedogda_d_seed2_alpha1p0_full_gradient_preflight,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/step/fedogda_d/seed_2/rerun_protocol_v1_step_fedogda_d_seed2_alpha1p0_full_gradient_preflight/full_gradient_preflight.json,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/step/fedogda_d/seed_2/rerun_protocol_v1_step_fedogda_d_seed2_alpha1p0_full_gradient_preflight/effective_config.json,
rerun_protocol_v1_linear_fedgda_d_seed0_alpha0p1,linear,fedgda_d,0,0.1,passed,1000,5,453,20000,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/linear/fedgda_d/seed_0/rerun_protocol_v1_linear_fedgda_d_seed0_alpha0p1_full_gradient_preflight,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/linear/fedgda_d/seed_0/rerun_protocol_v1_linear_fedgda_d_seed0_alpha0p1_full_gradient_preflight/full_gradient_preflight.json,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/linear/fedgda_d/seed_0/rerun_protocol_v1_linear_fedgda_d_seed0_alpha0p1_full_gradient_preflight/effective_config.json,
rerun_protocol_v1_linear_fedogda_d_seed0_alpha0p1,linear,fedogda_d,0,0.1,passed,1000,5,453,20000,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/linear/fedogda_d/seed_0/rerun_protocol_v1_linear_fedogda_d_seed0_alpha0p1_full_gradient_preflight,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/linear/fedogda_d/seed_0/rerun_protocol_v1_linear_fedogda_d_seed0_alpha0p1_full_gradient_preflight/full_gradient_preflight.json,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/linear/fedogda_d/seed_0/rerun_protocol_v1_linear_fedogda_d_seed0_alpha0p1_full_gradient_preflight/effective_config.json,
rerun_protocol_v1_linear_fedgda_d_seed1_alpha0p1,linear,fedgda_d,1,0.1,passed,1000,5,510,20000,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/linear/fedgda_d/seed_1/rerun_protocol_v1_linear_fedgda_d_seed1_alpha0p1_full_gradient_preflight,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/linear/fedgda_d/seed_1/rerun_protocol_v1_linear_fedgda_d_seed1_alpha0p1_full_gradient_preflight/full_gradient_preflight.json,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/linear/fedgda_d/seed_1/rerun_protocol_v1_linear_fedgda_d_seed1_alpha0p1_full_gradient_preflight/effective_config.json,
rerun_protocol_v1_linear_fedogda_d_seed1_alpha0p1,linear,fedogda_d,1,0.1,passed,1000,5,510,20000,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/linear/fedogda_d/seed_1/rerun_protocol_v1_linear_fedogda_d_seed1_alpha0p1_full_gradient_preflight,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/linear/fedogda_d/seed_1/rerun_protocol_v1_linear_fedogda_d_seed1_alpha0p1_full_gradient_preflight/full_gradient_preflight.json,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/linear/fedogda_d/seed_1/rerun_protocol_v1_linear_fedogda_d_seed1_alpha0p1_full_gradient_preflight/effective_config.json,
rerun_protocol_v1_linear_fedgda_d_seed2_alpha0p1,linear,fedgda_d,2,0.1,passed,1000,5,697,20000,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/linear/fedgda_d/seed_2/rerun_protocol_v1_linear_fedgda_d_seed2_alpha0p1_full_gradient_preflight,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/linear/fedgda_d/seed_2/rerun_protocol_v1_linear_fedgda_d_seed2_alpha0p1_full_gradient_preflight/full_gradient_preflight.json,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/linear/fedgda_d/seed_2/rerun_protocol_v1_linear_fedgda_d_seed2_alpha0p1_full_gradient_preflight/effective_config.json,
rerun_protocol_v1_linear_fedogda_d_seed2_alpha0p1,linear,fedogda_d,2,0.1,passed,1000,5,697,20000,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/linear/fedogda_d/seed_2/rerun_protocol_v1_linear_fedogda_d_seed2_alpha0p1_full_gradient_preflight,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/linear/fedogda_d/seed_2/rerun_protocol_v1_linear_fedogda_d_seed2_alpha0p1_full_gradient_preflight/full_gradient_preflight.json,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/linear/fedogda_d/seed_2/rerun_protocol_v1_linear_fedogda_d_seed2_alpha0p1_full_gradient_preflight/effective_config.json,
rerun_protocol_v1_linear_fedgda_d_seed0_alpha0p5,linear,fedgda_d,0,0.5,passed,1000,5,478,20000,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/linear/fedgda_d/seed_0/rerun_protocol_v1_linear_fedgda_d_seed0_alpha0p5_full_gradient_preflight,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/linear/fedgda_d/seed_0/rerun_protocol_v1_linear_fedgda_d_seed0_alpha0p5_full_gradient_preflight/full_gradient_preflight.json,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/linear/fedgda_d/seed_0/rerun_protocol_v1_linear_fedgda_d_seed0_alpha0p5_full_gradient_preflight/effective_config.json,
rerun_protocol_v1_linear_fedogda_d_seed0_alpha0p5,linear,fedogda_d,0,0.5,passed,1000,5,478,20000,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/linear/fedogda_d/seed_0/rerun_protocol_v1_linear_fedogda_d_seed0_alpha0p5_full_gradient_preflight,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/linear/fedogda_d/seed_0/rerun_protocol_v1_linear_fedogda_d_seed0_alpha0p5_full_gradient_preflight/full_gradient_preflight.json,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/linear/fedogda_d/seed_0/rerun_protocol_v1_linear_fedogda_d_seed0_alpha0p5_full_gradient_preflight/effective_config.json,
rerun_protocol_v1_linear_fedgda_d_seed1_alpha0p5,linear,fedgda_d,1,0.5,passed,1000,5,468,20000,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/linear/fedgda_d/seed_1/rerun_protocol_v1_linear_fedgda_d_seed1_alpha0p5_full_gradient_preflight,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/linear/fedgda_d/seed_1/rerun_protocol_v1_linear_fedgda_d_seed1_alpha0p5_full_gradient_preflight/full_gradient_preflight.json,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/linear/fedgda_d/seed_1/rerun_protocol_v1_linear_fedgda_d_seed1_alpha0p5_full_gradient_preflight/effective_config.json,
rerun_protocol_v1_linear_fedogda_d_seed1_alpha0p5,linear,fedogda_d,1,0.5,passed,1000,5,468,20000,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/linear/fedogda_d/seed_1/rerun_protocol_v1_linear_fedogda_d_seed1_alpha0p5_full_gradient_preflight,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/linear/fedogda_d/seed_1/rerun_protocol_v1_linear_fedogda_d_seed1_alpha0p5_full_gradient_preflight/full_gradient_preflight.json,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/linear/fedogda_d/seed_1/rerun_protocol_v1_linear_fedogda_d_seed1_alpha0p5_full_gradient_preflight/effective_config.json,
rerun_protocol_v1_linear_fedgda_d_seed2_alpha0p5,linear,fedgda_d,2,0.5,passed,1000,5,485,20000,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/linear/fedgda_d/seed_2/rerun_protocol_v1_linear_fedgda_d_seed2_alpha0p5_full_gradient_preflight,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/linear/fedgda_d/seed_2/rerun_protocol_v1_linear_fedgda_d_seed2_alpha0p5_full_gradient_preflight/full_gradient_preflight.json,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/linear/fedgda_d/seed_2/rerun_protocol_v1_linear_fedgda_d_seed2_alpha0p5_full_gradient_preflight/effective_config.json,
rerun_protocol_v1_linear_fedogda_d_seed2_alpha0p5,linear,fedogda_d,2,0.5,passed,1000,5,485,20000,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/linear/fedogda_d/seed_2/rerun_protocol_v1_linear_fedogda_d_seed2_alpha0p5_full_gradient_preflight,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/linear/fedogda_d/seed_2/rerun_protocol_v1_linear_fedogda_d_seed2_alpha0p5_full_gradient_preflight/full_gradient_preflight.json,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/linear/fedogda_d/seed_2/rerun_protocol_v1_linear_fedogda_d_seed2_alpha0p5_full_gradient_preflight/effective_config.json,
rerun_protocol_v1_linear_fedgda_d_seed0_alpha1p0,linear,fedgda_d,0,1.0,passed,1000,5,522,20000,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/linear/fedgda_d/seed_0/rerun_protocol_v1_linear_fedgda_d_seed0_alpha1p0_full_gradient_preflight,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/linear/fedgda_d/seed_0/rerun_protocol_v1_linear_fedgda_d_seed0_alpha1p0_full_gradient_preflight/full_gradient_preflight.json,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/linear/fedgda_d/seed_0/rerun_protocol_v1_linear_fedgda_d_seed0_alpha1p0_full_gradient_preflight/effective_config.json,
rerun_protocol_v1_linear_fedogda_d_seed0_alpha1p0,linear,fedogda_d,0,1.0,passed,1000,5,522,20000,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/linear/fedogda_d/seed_0/rerun_protocol_v1_linear_fedogda_d_seed0_alpha1p0_full_gradient_preflight,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/linear/fedogda_d/seed_0/rerun_protocol_v1_linear_fedogda_d_seed0_alpha1p0_full_gradient_preflight/full_gradient_preflight.json,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/linear/fedogda_d/seed_0/rerun_protocol_v1_linear_fedogda_d_seed0_alpha1p0_full_gradient_preflight/effective_config.json,
rerun_protocol_v1_linear_fedgda_d_seed1_alpha1p0,linear,fedgda_d,1,1.0,passed,1000,5,504,20000,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/linear/fedgda_d/seed_1/rerun_protocol_v1_linear_fedgda_d_seed1_alpha1p0_full_gradient_preflight,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/linear/fedgda_d/seed_1/rerun_protocol_v1_linear_fedgda_d_seed1_alpha1p0_full_gradient_preflight/full_gradient_preflight.json,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/linear/fedgda_d/seed_1/rerun_protocol_v1_linear_fedgda_d_seed1_alpha1p0_full_gradient_preflight/effective_config.json,
rerun_protocol_v1_linear_fedogda_d_seed1_alpha1p0,linear,fedogda_d,1,1.0,passed,1000,5,504,20000,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/linear/fedogda_d/seed_1/rerun_protocol_v1_linear_fedogda_d_seed1_alpha1p0_full_gradient_preflight,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/linear/fedogda_d/seed_1/rerun_protocol_v1_linear_fedogda_d_seed1_alpha1p0_full_gradient_preflight/full_gradient_preflight.json,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/linear/fedogda_d/seed_1/rerun_protocol_v1_linear_fedogda_d_seed1_alpha1p0_full_gradient_preflight/effective_config.json,
rerun_protocol_v1_linear_fedgda_d_seed2_alpha1p0,linear,fedgda_d,2,1.0,passed,1000,5,518,20000,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/linear/fedgda_d/seed_2/rerun_protocol_v1_linear_fedgda_d_seed2_alpha1p0_full_gradient_preflight,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/linear/fedgda_d/seed_2/rerun_protocol_v1_linear_fedgda_d_seed2_alpha1p0_full_gradient_preflight/full_gradient_preflight.json,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/linear/fedgda_d/seed_2/rerun_protocol_v1_linear_fedgda_d_seed2_alpha1p0_full_gradient_preflight/effective_config.json,
rerun_protocol_v1_linear_fedogda_d_seed2_alpha1p0,linear,fedogda_d,2,1.0,passed,1000,5,518,20000,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/linear/fedogda_d/seed_2/rerun_protocol_v1_linear_fedogda_d_seed2_alpha1p0_full_gradient_preflight,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/linear/fedogda_d/seed_2/rerun_protocol_v1_linear_fedogda_d_seed2_alpha1p0_full_gradient_preflight/full_gradient_preflight.json,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/linear/fedogda_d/seed_2/rerun_protocol_v1_linear_fedogda_d_seed2_alpha1p0_full_gradient_preflight/effective_config.json,
rerun_protocol_v1_sin_fedgda_d_seed0_alpha0p1,sin,fedgda_d,0,0.1,passed,1000,5,453,20000,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/sin/fedgda_d/seed_0/rerun_protocol_v1_sin_fedgda_d_seed0_alpha0p1_full_gradient_preflight,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/sin/fedgda_d/seed_0/rerun_protocol_v1_sin_fedgda_d_seed0_alpha0p1_full_gradient_preflight/full_gradient_preflight.json,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/sin/fedgda_d/seed_0/rerun_protocol_v1_sin_fedgda_d_seed0_alpha0p1_full_gradient_preflight/effective_config.json,
rerun_protocol_v1_sin_fedogda_d_seed0_alpha0p1,sin,fedogda_d,0,0.1,passed,1000,5,453,20000,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/sin/fedogda_d/seed_0/rerun_protocol_v1_sin_fedogda_d_seed0_alpha0p1_full_gradient_preflight,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/sin/fedogda_d/seed_0/rerun_protocol_v1_sin_fedogda_d_seed0_alpha0p1_full_gradient_preflight/full_gradient_preflight.json,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/sin/fedogda_d/seed_0/rerun_protocol_v1_sin_fedogda_d_seed0_alpha0p1_full_gradient_preflight/effective_config.json,
rerun_protocol_v1_sin_fedgda_d_seed1_alpha0p1,sin,fedgda_d,1,0.1,passed,1000,5,510,20000,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/sin/fedgda_d/seed_1/rerun_protocol_v1_sin_fedgda_d_seed1_alpha0p1_full_gradient_preflight,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/sin/fedgda_d/seed_1/rerun_protocol_v1_sin_fedgda_d_seed1_alpha0p1_full_gradient_preflight/full_gradient_preflight.json,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/sin/fedgda_d/seed_1/rerun_protocol_v1_sin_fedgda_d_seed1_alpha0p1_full_gradient_preflight/effective_config.json,
rerun_protocol_v1_sin_fedogda_d_seed1_alpha0p1,sin,fedogda_d,1,0.1,passed,1000,5,510,20000,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/sin/fedogda_d/seed_1/rerun_protocol_v1_sin_fedogda_d_seed1_alpha0p1_full_gradient_preflight,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/sin/fedogda_d/seed_1/rerun_protocol_v1_sin_fedogda_d_seed1_alpha0p1_full_gradient_preflight/full_gradient_preflight.json,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/sin/fedogda_d/seed_1/rerun_protocol_v1_sin_fedogda_d_seed1_alpha0p1_full_gradient_preflight/effective_config.json,
rerun_protocol_v1_sin_fedgda_d_seed2_alpha0p1,sin,fedgda_d,2,0.1,passed,1000,5,697,20000,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/sin/fedgda_d/seed_2/rerun_protocol_v1_sin_fedgda_d_seed2_alpha0p1_full_gradient_preflight,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/sin/fedgda_d/seed_2/rerun_protocol_v1_sin_fedgda_d_seed2_alpha0p1_full_gradient_preflight/full_gradient_preflight.json,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/sin/fedgda_d/seed_2/rerun_protocol_v1_sin_fedgda_d_seed2_alpha0p1_full_gradient_preflight/effective_config.json,
rerun_protocol_v1_sin_fedogda_d_seed2_alpha0p1,sin,fedogda_d,2,0.1,passed,1000,5,697,20000,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/sin/fedogda_d/seed_2/rerun_protocol_v1_sin_fedogda_d_seed2_alpha0p1_full_gradient_preflight,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/sin/fedogda_d/seed_2/rerun_protocol_v1_sin_fedogda_d_seed2_alpha0p1_full_gradient_preflight/full_gradient_preflight.json,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/sin/fedogda_d/seed_2/rerun_protocol_v1_sin_fedogda_d_seed2_alpha0p1_full_gradient_preflight/effective_config.json,
rerun_protocol_v1_sin_fedgda_d_seed0_alpha0p5,sin,fedgda_d,0,0.5,passed,1000,5,478,20000,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/sin/fedgda_d/seed_0/rerun_protocol_v1_sin_fedgda_d_seed0_alpha0p5_full_gradient_preflight,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/sin/fedgda_d/seed_0/rerun_protocol_v1_sin_fedgda_d_seed0_alpha0p5_full_gradient_preflight/full_gradient_preflight.json,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/sin/fedgda_d/seed_0/rerun_protocol_v1_sin_fedgda_d_seed0_alpha0p5_full_gradient_preflight/effective_config.json,
rerun_protocol_v1_sin_fedogda_d_seed0_alpha0p5,sin,fedogda_d,0,0.5,passed,1000,5,478,20000,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/sin/fedogda_d/seed_0/rerun_protocol_v1_sin_fedogda_d_seed0_alpha0p5_full_gradient_preflight,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/sin/fedogda_d/seed_0/rerun_protocol_v1_sin_fedogda_d_seed0_alpha0p5_full_gradient_preflight/full_gradient_preflight.json,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/sin/fedogda_d/seed_0/rerun_protocol_v1_sin_fedogda_d_seed0_alpha0p5_full_gradient_preflight/effective_config.json,
rerun_protocol_v1_sin_fedgda_d_seed1_alpha0p5,sin,fedgda_d,1,0.5,passed,1000,5,468,20000,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/sin/fedgda_d/seed_1/rerun_protocol_v1_sin_fedgda_d_seed1_alpha0p5_full_gradient_preflight,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/sin/fedgda_d/seed_1/rerun_protocol_v1_sin_fedgda_d_seed1_alpha0p5_full_gradient_preflight/full_gradient_preflight.json,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/sin/fedgda_d/seed_1/rerun_protocol_v1_sin_fedgda_d_seed1_alpha0p5_full_gradient_preflight/effective_config.json,
rerun_protocol_v1_sin_fedogda_d_seed1_alpha0p5,sin,fedogda_d,1,0.5,passed,1000,5,468,20000,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/sin/fedogda_d/seed_1/rerun_protocol_v1_sin_fedogda_d_seed1_alpha0p5_full_gradient_preflight,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/sin/fedogda_d/seed_1/rerun_protocol_v1_sin_fedogda_d_seed1_alpha0p5_full_gradient_preflight/full_gradient_preflight.json,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/sin/fedogda_d/seed_1/rerun_protocol_v1_sin_fedogda_d_seed1_alpha0p5_full_gradient_preflight/effective_config.json,
rerun_protocol_v1_sin_fedgda_d_seed2_alpha0p5,sin,fedgda_d,2,0.5,passed,1000,5,485,20000,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/sin/fedgda_d/seed_2/rerun_protocol_v1_sin_fedgda_d_seed2_alpha0p5_full_gradient_preflight,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/sin/fedgda_d/seed_2/rerun_protocol_v1_sin_fedgda_d_seed2_alpha0p5_full_gradient_preflight/full_gradient_preflight.json,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/sin/fedgda_d/seed_2/rerun_protocol_v1_sin_fedgda_d_seed2_alpha0p5_full_gradient_preflight/effective_config.json,
rerun_protocol_v1_sin_fedogda_d_seed2_alpha0p5,sin,fedogda_d,2,0.5,passed,1000,5,485,20000,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/sin/fedogda_d/seed_2/rerun_protocol_v1_sin_fedogda_d_seed2_alpha0p5_full_gradient_preflight,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/sin/fedogda_d/seed_2/rerun_protocol_v1_sin_fedogda_d_seed2_alpha0p5_full_gradient_preflight/full_gradient_preflight.json,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/sin/fedogda_d/seed_2/rerun_protocol_v1_sin_fedogda_d_seed2_alpha0p5_full_gradient_preflight/effective_config.json,
rerun_protocol_v1_sin_fedgda_d_seed0_alpha1p0,sin,fedgda_d,0,1.0,passed,1000,5,522,20000,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/sin/fedgda_d/seed_0/rerun_protocol_v1_sin_fedgda_d_seed0_alpha1p0_full_gradient_preflight,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/sin/fedgda_d/seed_0/rerun_protocol_v1_sin_fedgda_d_seed0_alpha1p0_full_gradient_preflight/full_gradient_preflight.json,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/sin/fedgda_d/seed_0/rerun_protocol_v1_sin_fedgda_d_seed0_alpha1p0_full_gradient_preflight/effective_config.json,
rerun_protocol_v1_sin_fedogda_d_seed0_alpha1p0,sin,fedogda_d,0,1.0,passed,1000,5,522,20000,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/sin/fedogda_d/seed_0/rerun_protocol_v1_sin_fedogda_d_seed0_alpha1p0_full_gradient_preflight,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/sin/fedogda_d/seed_0/rerun_protocol_v1_sin_fedogda_d_seed0_alpha1p0_full_gradient_preflight/full_gradient_preflight.json,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/sin/fedogda_d/seed_0/rerun_protocol_v1_sin_fedogda_d_seed0_alpha1p0_full_gradient_preflight/effective_config.json,
rerun_protocol_v1_sin_fedgda_d_seed1_alpha1p0,sin,fedgda_d,1,1.0,passed,1000,5,504,20000,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/sin/fedgda_d/seed_1/rerun_protocol_v1_sin_fedgda_d_seed1_alpha1p0_full_gradient_preflight,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/sin/fedgda_d/seed_1/rerun_protocol_v1_sin_fedgda_d_seed1_alpha1p0_full_gradient_preflight/full_gradient_preflight.json,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/sin/fedgda_d/seed_1/rerun_protocol_v1_sin_fedgda_d_seed1_alpha1p0_full_gradient_preflight/effective_config.json,
rerun_protocol_v1_sin_fedogda_d_seed1_alpha1p0,sin,fedogda_d,1,1.0,passed,1000,5,504,20000,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/sin/fedogda_d/seed_1/rerun_protocol_v1_sin_fedogda_d_seed1_alpha1p0_full_gradient_preflight,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/sin/fedogda_d/seed_1/rerun_protocol_v1_sin_fedogda_d_seed1_alpha1p0_full_gradient_preflight/full_gradient_preflight.json,/home/arnav22103/FederatedDeepGMM/experiments/preflight/full_gradient/rerun_protocol_v1/sin/fedogda_d/seed_1/rerun_protocol_v1_sin_fedogda_d_seed1_alpha1p0_full_gradient_preflight/effective_config.json,
